key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_14.keys,key_resp_14.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_12.keys,key_resp_12.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,ImageFile,targPres,correctAns,difficulty,targetName,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,stimExample,posit,size,stimSize,practiceFile,tarPos,numDist,key_resp_15.keys,key_resp_15.rt
,,,,,,,,,,,,,,,,p,1,1.164495,,,,,,,,tex_mid_TP/1.65_r=450_phi=0_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.341655,0,56,56,75,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.31417,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.917675,0,57,57,104,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.90075,,,,,,,,tex_easy_TP/1.7_r=300_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.38801,0,58,58,23,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.580905,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.55181,0,59,59,93,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,4.46394,,,,,,,,tex_mid_TP/1.65_r=450_phi=90_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.7393,0,60,60,77,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.16541,,,,,,,,tex_easy_TP/1.7_r=350_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.30012,0,61,61,26,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,2.82706,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.431815,0,62,62,9,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.79885,,,,,,,,tex_hard_TP/1.6_r=50_phi=315_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.35099,0,63,63,57,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.191195,,,,,,,,tex_mid_TP/1.65_r=300_phi=135_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.108595,0,64,64,66,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,0,2.16204,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.834,0,65,65,99,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.141845,,,,,,,,tex_hard_TP/1.6_r=150_phi=135_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.08543,0,66,66,36,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,3.35648,,,,,,,,tex_hard_TP/1.6_r=250_phi=225_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.52262,0,67,67,42,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,0,4.6484,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.70364,0,68,68,144,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,2.691835,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.080315,0,69,69,92,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.30137,,,,,,,,tex_hard_TP/1.6_r=50_phi=225_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.91843,0,70,70,56,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.84272,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.034725,0,71,71,134,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.365,,,,,,,,tex_mid_TP/1.65_r=250_phi=225_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.80171,0,72,72,64,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.594555,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.802055,0,73,73,120,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,2.34113,,,,,,,,tex_easy_TP/1.7_r=400_phi=90_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.71963,0,74,74,31,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,3.367965,,,,,,,,tex_mid_TP/1.65_r=250_phi=45_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.69007,0,75,75,65,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.32738,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.639625,0,76,76,83,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.601035,,,,,,,,tex_mid_TP/1.65_r=50_phi=315_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.46828,0,77,77,79,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.24017,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.543575,0,78,78,100,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,0,4.806635,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.82094,0,79,79,114,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.011095,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.598335,0,80,80,113,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.645625,,,,,,,,tex_hard_TP/1.6_r=350_phi=90_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.156385,0,81,81,48,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.13494,,,,,,,,tex_easy_TP/1.7_r=200_phi=90_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.702555,0,82,82,16,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.001425,,,,,,,,tex_easy_TP/1.7_r=200_phi=135_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.709305,0,83,83,13,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.20067,,,,,,,,tex_easy_TP/1.7_r=300_phi=135_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.635555,0,84,84,21,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.60295,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.33578,0,85,85,109,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.313975,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.63973,0,86,86,126,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.36295,,,,,,,,tex_hard_TP/1.6_r=200_phi=135_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.435075,0,87,87,38,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.289435,,,,,,,,tex_easy_TP/1.7_r=400_phi=225_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.41757,0,88,88,29,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.022875,,,,,,,,tex_easy_TP/1.7_r=300_phi=225_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.501445,0,89,89,22,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.23866,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.650885,0,90,90,85,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.483295,,,,,,,,tex_easy_TP/1.7_r=250_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.3905,0,91,91,19,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.20794,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.458485,0,92,92,116,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.234755,,,,,,,,tex_mid_TP/1.65_r=50_phi=270_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.317235,0,93,93,78,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.5486,,,,,,,,tex_hard_TP/1.6_r=450_phi=90_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.857135,0,94,94,54,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.67562,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.547445,0,95,95,124,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.407485,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.549585,0,96,96,140,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.18036,,,,,,,,tex_easy_TP/1.7_r=250_phi=90_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.32398,0,97,97,20,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,4.03407,,,,,,,,tex_hard_TP/1.6_r=150_phi=90_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.4552,0,98,98,37,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,5.557505,,,,,,,,tex_hard_TP/1.6_r=400_phi=225_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.353565,0,99,99,49,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.116135,,,,,,,,tex_easy_TP/1.7_r=150_phi=225_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.30415,0,100,100,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.992215,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.500245,0,101,101,139,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,2.93062,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.3698,0,102,102,127,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.937805,,,,,,,,tex_easy_TP/1.7_r=350_phi=90_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.340455,0,103,103,27,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.738945,,,,,,,,tex_mid_TP/1.65_r=200_phi=270_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.349245,0,104,104,61,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.539785,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.652,0,105,105,119,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.066865,,,,,,,,tex_easy_TP/1.7_r=450_phi=225_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.333765,0,106,106,33,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.638915,,,,,,,,tex_easy_TP/1.7_r=400_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.350495,0,107,107,30,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.124465,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.457035,0,108,108,125,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,2.819995,,,,,,,,tex_mid_TP/1.65_r=450_phi=135_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.351055,0,109,109,76,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.762745,,,,,,,,tex_mid_TP/1.65_r=100_phi=270_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.349005,0,110,110,5,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.24915,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.52271,0,111,111,149,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,4.30554,,,,,,,,tex_hard_TP/1.6_r=100_phi=270_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.91059,0,112,112,3,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.4815,,,,,,,,tex_mid_TP/1.65_r=150_phi=45_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.23405,0,113,113,59,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.641945,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.459315,0,114,114,129,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,2.623775,,,,,,,,tex_mid_TP/1.65_r=400_phi=0_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.759805,0,115,115,72,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.952625,,,,,,,,tex_easy_TP/1.7_r=200_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.350975,0,116,116,15,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.42333,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.448395,0,117,117,106,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,6.33447,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.52944,0,118,118,84,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.393835,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.43607,0,119,119,128,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.615695,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.50099,0,120,120,145,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.88987,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.46454,0,121,121,91,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.28158,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.43424,0,122,122,87,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.34756,,,,,,,,tex_easy_TP/1.7_r=150_phi=315_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.418655,0,123,123,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.04929,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.43436,0,124,124,97,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.93037,,,,,,,,tex_hard_TP/1.6_r=350_phi=315_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,2.31036,0,125,125,47,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,4.001045,,,,,,,,tex_hard_TP/1.6_r=300_phi=90_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.23775,0,126,126,46,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.66341,,,,,,,,tex_hard_TP/1.6_r=450_phi=315_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.606435,0,127,127,53,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.05878,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,1.021775,0,128,128,86,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.73852,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.93404,0,129,129,117,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,2.46742,,,,,,,,tex_hard_TP/1.6_r=100_phi=0_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.399125,0,130,130,2,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.026715,,,,,,,,tex_easy_TP/1.7_r=150_phi=90_seed=3.png,1,p,easy,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.32219,0,131,131,12,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.730915,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.3683,0,132,132,147,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.3291,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.43328,0,133,133,132,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.23021,,,,,,,,tex_hard_TP/1.6_r=300_phi=315_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.60117,0,134,134,45,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,3.82405,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.37404,0,135,135,133,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,2.388225,,,,,,,,tex_hard_TP/1.6_r=250_phi=135_seed=1.png,1,p,hard,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,3.302565,0,136,136,41,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.43637,,,,,,,,tex_mid_TP/1.65_r=200_phi=45_seed=2.png,1,p,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.41732,0,137,137,62,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,6.20572,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5d9338fc2f873000165f8e95,30,female,2021-05-03_11h24.25.540,search_v5,2021.1.2,Win32,60.09976561,,,space,0.550975,0,138,138,6,1,,,,,,,,,,,,,,,,,
