key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_14.keys,key_resp_14.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_12.keys,key_resp_12.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,ImageFile,targPres,correctAns,difficulty,targetName,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,stimExample,posit,size,stimSize,practiceFile,tarPos,numDist,key_resp_15.keys,key_resp_15.rt
,,,,,,,,,,,,,,,,a,1,5.457,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.489,0,44,44,128,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,0,3.498,,,,,,,,tex_hard_TP/1.6_r=250_phi=225_seed=1.png,1,p,hard,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,2.167,0,45,45,42,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,6.482,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.527,0,46,46,86,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.038,,,,,,,,tex_easy_TP/1.7_r=400_phi=225_seed=3.png,1,p,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.442,0,47,47,29,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.703,,,,,,,,tex_easy_TP/1.7_r=350_phi=225_seed=3.png,1,p,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.411,0,48,48,25,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.701,,,,,,,,tex_easy_TP/1.7_r=150_phi=225_seed=3.png,1,p,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.407,0,49,49,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.959,,,,,,,,tex_easy_TP/1.7_r=150_phi=90_seed=3.png,1,p,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.374,0,50,50,12,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.632,,,,,,,,tex_mid_TP/1.65_r=300_phi=225_seed=2.png,1,p,mid,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.395,0,51,51,67,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,5.179,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.524,0,52,52,115,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,8.349,,,,,,,,tex_hard_TA/1.6_r=TA_seed=1.png,0,a,hard,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.518,0,53,53,147,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.783,,,,,,,,tex_mid_TP/1.65_r=200_phi=225_seed=2.png,1,p,mid,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.412,0,54,54,60,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.122,,,,,,,,tex_easy_TP/1.7_r=400_phi=135_seed=3.png,1,p,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.343,0,55,55,28,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,0,5.821,,,,,,,,tex_easy_TA/1.7_r=TA_seed=3.png,0,a,easy,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,3.295,0,56,56,104,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,1.32,,,,,,,,tex_hard_TP/1.6_r=50_phi=315_seed=1.png,1,p,hard,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.337,0,57,57,57,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,4.219,,,,,,,,tex_mid_TA/1.65_r=TA_seed=2.png,0,a,mid,texture,5f06eefaf3fc742667b4e79d,34,male,2021-05-03_11h59.51.799,search_v5,2021.1.2,Win32,37.515006,,,space,0.424,0,58,58,81,1,,,,,,,,,,,,,,,,,
