observer,data_from,trial,difficulty,targ,rt,accuracy,response
obs5,proficio,ori,mid,present,20.13411,0,0
obs5,proficio,ori,mid,present,1.250315,1,1
obs5,proficio,ori,mid,absent,21.66764,1,0
obs5,proficio,ori,hard,present,11.951165,1,1
obs5,proficio,ori,hard,absent,18.66746,1,0
obs5,proficio,ori,hard,absent,17.718685,1,0
obs5,proficio,ori,mid,present,9.317325,1,1
obs5,proficio,ori,hard,absent,20.38461,1,0
obs5,proficio,ori,easy,present,0.599125,1,1
obs5,proficio,ori,hard,present,11.267095,0,0
obs5,proficio,ori,hard,absent,19.634215,1,0
obs5,proficio,ori,mid,present,1.767225,1,1
obs5,proficio,ori,mid,present,7.01716,1,1
obs5,proficio,ori,hard,absent,18.46608,1,0
obs5,proficio,ori,hard,present,15.317125,1,1
obs5,proficio,ori,easy,present,0.65168,1,1
obs5,proficio,ori,hard,present,16.5339,1,1
obs5,proficio,ori,hard,absent,23.00072,1,0
obs5,proficio,ori,mid,present,0.93463,1,1
obs5,proficio,ori,easy,absent,4.90033,1,0
obs5,proficio,ori,hard,absent,18.500015,1,0
obs5,proficio,ori,mid,absent,5.250175,1,0
obs5,proficio,ori,mid,present,0.948985,1,1
obs5,proficio,ori,easy,absent,3.88386,1,0
obs5,proficio,ori,easy,absent,4.08449,1,0
obs5,proficio,ori,hard,present,21.95063,0,0
obs5,proficio,ori,mid,present,8.833735,1,1
obs5,proficio,ori,mid,present,1.11686,1,1
obs5,proficio,ori,easy,absent,5.233235,1,0
obs5,proficio,ori,easy,present,0.832435,1,1
obs5,proficio,ori,mid,present,14.950375,0,0
obs5,proficio,ori,mid,present,18.850235,0,0
obs5,proficio,ori,easy,absent,4.480935,1,0
obs5,proficio,ori,hard,absent,27.250825,1,0
obs5,proficio,ori,hard,absent,22.867555,1,0
obs5,proficio,ori,hard,absent,31.79973,1,0
obs5,proficio,ori,hard,absent,32.80081,1,0
obs5,proficio,ori,hard,absent,27.64934,1,0
obs5,proficio,ori,easy,present,1.03425,1,1
obs5,proficio,ori,easy,absent,4.000245,1,0
obs5,proficio,ori,easy,absent,5.183995,1,0
obs5,proficio,ori,mid,absent,17.967145,1,0
obs5,proficio,ori,hard,absent,20.583775,1,0
obs5,proficio,ori,mid,absent,5.33368,1,0
obs5,proficio,ori,hard,present,10.15077,0,0
obs5,proficio,ori,mid,present,1.19883,1,1
obs5,proficio,ori,mid,absent,6.53369,1,0
obs5,proficio,ori,mid,present,0.833545,1,1
obs5,proficio,ori,mid,absent,14.966855,1,0
obs5,proficio,ori,easy,absent,2.40073,1,0
obs5,proficio,ori,hard,present,16.285105,0,0
obs5,proficio,ori,easy,present,0.800785,1,1
obs5,proficio,ori,easy,absent,4.183255,1,0
obs5,proficio,ori,easy,absent,4.09987,1,0
obs5,proficio,ori,hard,present,16.65061,0,0
obs5,proficio,ori,hard,present,31.984395,0,0
obs5,proficio,ori,hard,present,26.18387,0,0
obs5,proficio,ori,mid,absent,6.13347,1,0
obs5,proficio,ori,hard,absent,23.66827,1,0
obs5,proficio,ori,hard,absent,21.13396,1,0
obs5,proficio,ori,mid,absent,24.41769,1,0
obs5,proficio,ori,hard,present,20.4188,0,0
obs5,proficio,ori,easy,present,1.150345,1,1
obs5,proficio,ori,hard,present,4.2331,1,1
obs5,proficio,ori,mid,absent,19.985095,1,0
obs5,proficio,ori,mid,absent,6.94928,1,0
obs5,proficio,ori,hard,present,11.05028,0,0
obs5,proficio,ori,easy,absent,2.716675,1,0
obs5,proficio,ori,hard,present,26.183975,0,0
obs5,proficio,ori,easy,present,0.867625,1,1
obs5,proficio,ori,mid,absent,25.234575,1,0
obs5,proficio,ori,hard,absent,17.75064,1,0
obs5,proficio,ori,easy,absent,4.716835,1,0
obs5,proficio,ori,hard,present,19.451385,0,0
obs5,proficio,ori,easy,absent,4.066355,1,0
obs5,proficio,ori,easy,absent,2.65036,1,0
obs5,proficio,ori,easy,absent,1.86703,1,0
obs5,proficio,ori,mid,absent,3.13341,1,0
obs5,proficio,ori,easy,absent,2.4819,1,0
obs5,proficio,ori,easy,present,0.633585,1,1
obs5,proficio,ori,mid,absent,12.9004,1,0
obs5,proficio,ori,mid,present,1.06779,1,1
obs5,proficio,ori,easy,present,0.616805,1,1
obs5,proficio,ori,mid,present,0.85064,1,1
obs5,proficio,ori,mid,absent,5.21711,1,0
obs5,proficio,ori,mid,present,0.851565,1,1
obs5,proficio,ori,easy,present,0.80003,1,1
obs5,proficio,ori,easy,present,0.566615,1,1
obs5,proficio,ori,easy,present,0.60075,1,1
obs5,proficio,ori,easy,absent,3.16615,1,0
obs5,proficio,ori,mid,present,0.832035,1,1
obs5,proficio,ori,easy,absent,1.766455,1,0
obs5,proficio,ori,easy,present,0.633725,1,1
obs5,proficio,ori,easy,absent,1.433525,1,0
obs5,proficio,ori,hard,absent,15.8325,1,0
obs5,proficio,ori,easy,present,0.585175,1,1
obs5,proficio,ori,mid,present,0.916315,1,1
obs5,proficio,ori,easy,present,0.634275,1,1
obs5,proficio,ori,easy,absent,2.50123,1,0
obs5,proficio,ori,hard,absent,14.11665,1,0
obs5,proficio,ori,hard,present,3.035325,1,1
obs5,proficio,ori,mid,absent,3.71706,1,0
obs5,proficio,ori,hard,absent,7.683725,1,0
obs5,proficio,ori,mid,absent,2.068185,1,0
obs5,proficio,ori,easy,absent,2.233305,1,0
obs5,proficio,ori,mid,absent,4.416875,1,0
obs5,proficio,ori,mid,present,7.033075,1,1
obs5,proficio,ori,hard,present,2.249305,1,1
obs5,proficio,ori,mid,absent,11.8337,1,0
obs5,proficio,ori,hard,absent,13.834845,1,0
obs5,proficio,ori,easy,present,0.91401,1,1
obs5,proficio,ori,mid,present,1.0013,1,1
obs5,proficio,tex,mid,present,3.109955,1,1
obs5,proficio,tex,mid,present,2.50035,1,1
obs5,proficio,tex,mid,absent,10.15006,1,0
obs5,proficio,tex,mid,absent,4.96583,1,0
obs5,proficio,tex,hard,absent,8.249925,1,0
obs5,proficio,tex,hard,present,6.516805,0,0
obs5,proficio,tex,mid,present,1.199995,1,1
obs5,proficio,tex,hard,absent,7.232645,1,0
obs5,proficio,tex,easy,present,2.53347,1,1
obs5,proficio,tex,mid,present,1.550025,1,1
obs5,proficio,tex,hard,absent,9.483135,1,0
obs5,proficio,tex,mid,present,0.80005,1,1
obs5,proficio,tex,easy,absent,6.217425,1,0
obs5,proficio,tex,hard,absent,4.932385,1,0
obs5,proficio,tex,mid,absent,3.300365,1,0
obs5,proficio,tex,easy,absent,9.03363,1,0
obs5,proficio,tex,hard,absent,7.377675,1,0
obs5,proficio,tex,hard,present,0.849195,1,1
obs5,proficio,tex,mid,absent,6.89909,1,0
obs5,proficio,tex,mid,absent,5.415675,1,0
obs5,proficio,tex,easy,present,0.817575,1,1
obs5,proficio,tex,easy,present,0.648545,1,1
obs5,proficio,tex,easy,present,0.56757,1,1
obs5,proficio,tex,hard,present,5.03344,0,0
obs5,proficio,tex,easy,present,0.58288,1,1
obs5,proficio,tex,easy,absent,3.73222,1,0
obs5,proficio,tex,easy,absent,3.534935,1,0
obs5,proficio,tex,hard,present,0.934595,1,1
obs5,proficio,tex,easy,present,0.63191,1,1
obs5,proficio,tex,easy,absent,3.91744,1,0
obs5,proficio,tex,hard,absent,7.18495,1,0
obs5,proficio,tex,hard,absent,6.166625,1,0
obs5,proficio,tex,easy,present,0.834015,1,1
obs5,proficio,tex,easy,present,1.183255,1,1
obs5,proficio,tex,hard,absent,6.332075,1,0
obs5,proficio,tex,hard,absent,5.300985,1,0
obs5,proficio,tex,easy,present,0.59915,1,1
obs5,proficio,tex,mid,absent,9.23368,1,0
obs5,proficio,tex,easy,absent,2.649325,1,0
obs5,proficio,tex,hard,absent,12.799545,1,0
obs5,proficio,tex,hard,absent,3.882475,1,0
obs5,proficio,tex,hard,present,4.35093,0,0
obs5,proficio,tex,easy,absent,2.015665,1,0
obs5,proficio,tex,hard,present,2.6166,0,0
obs5,proficio,tex,easy,absent,1.850615,1,0
obs5,proficio,tex,easy,present,0.583365,1,1
obs5,proficio,tex,easy,absent,1.3499,1,0
obs5,proficio,tex,easy,absent,2.0009,1,0
obs5,proficio,tex,hard,present,4.96697,0,0
obs5,proficio,tex,easy,present,0.73341,1,1
obs5,proficio,tex,easy,absent,1.265325,1,0
obs5,proficio,tex,easy,present,0.949925,1,1
obs5,proficio,tex,easy,present,0.617235,1,1
obs5,proficio,tex,easy,absent,2.39903,1,0
obs5,proficio,tex,easy,present,1.16777,1,1
obs5,proficio,tex,mid,absent,2.900255,1,0
obs5,proficio,tex,hard,present,1.833185,1,1
obs5,proficio,tex,hard,absent,16.300845,1,0
obs5,proficio,tex,mid,present,1.11665,1,1
obs5,proficio,tex,mid,absent,7.65058,1,0
obs5,proficio,tex,easy,absent,2.7167,1,0
obs5,proficio,tex,hard,absent,4.267445,1,0
obs5,proficio,tex,hard,present,5.96691,0,0
obs5,proficio,tex,easy,absent,4.63437,1,0
obs5,proficio,tex,easy,absent,4.55019,1,0
obs5,proficio,tex,mid,absent,11.36602,1,0
obs5,proficio,tex,mid,present,0.732485,1,1
obs5,proficio,tex,mid,present,1.76694,1,1
obs5,proficio,tex,easy,absent,1.69947,1,0
obs5,proficio,tex,mid,present,0.800055,1,1
obs5,proficio,tex,mid,present,4.86691,0,0
obs5,proficio,tex,hard,present,5.68357,0,0
obs5,proficio,tex,easy,present,0.833295,1,1
obs5,proficio,tex,hard,present,6.48339,0,0
obs5,proficio,tex,mid,present,0.80013,1,1
obs5,proficio,tex,hard,present,1.466575,1,1
obs5,proficio,tex,mid,present,0.7668,1,1
obs5,proficio,tex,hard,present,10.666965,1,1
obs5,proficio,tex,hard,absent,9.683585,1,0
obs5,proficio,tex,hard,present,4.46621,0,0
obs5,proficio,tex,mid,present,1.39909,1,1
obs5,proficio,tex,mid,present,0.999985,1,1
obs5,proficio,tex,easy,present,0.63313,1,1
obs5,proficio,tex,mid,absent,0.765145,0,1
obs5,proficio,tex,easy,absent,3.41677,1,0
obs5,proficio,tex,mid,absent,2.78326,1,0
obs5,proficio,tex,mid,present,1.01556,1,1
obs5,proficio,tex,easy,absent,2.18344,1,0
obs5,proficio,tex,easy,absent,1.84959,1,0
obs5,proficio,tex,hard,absent,3.532765,1,0
obs5,proficio,tex,hard,absent,2.95005,1,0
obs5,proficio,tex,mid,absent,3.41653,1,0
obs5,proficio,tex,easy,absent,2.54988,1,0
obs5,proficio,tex,hard,present,6.469985,0,0
obs5,proficio,tex,hard,present,3.8005,0,0
obs5,proficio,tex,easy,present,0.68403,1,1
obs5,proficio,tex,easy,present,0.616475,1,1
obs5,proficio,tex,mid,present,0.6334,1,1
obs5,proficio,tex,easy,absent,2.000025,1,0
obs5,proficio,tex,mid,present,1.084265,1,1
obs5,proficio,tex,easy,present,1.13328,1,1
obs5,proficio,tex,hard,present,5.01681,1,1
obs5,proficio,tex,hard,absent,9.73503,1,0
obs5,proficio,tex,mid,absent,7.317335,1,0
obs5,proficio,tex,easy,absent,2.89907,1,0
obs5,proficio,tex,mid,present,0.716015,1,1
obs5,proficio,tex,easy,present,0.59848,1,1
obs5,proficio,tex,easy,present,0.583305,1,1
obs5,proficio,tex,mid,absent,5.948685,1,0
obs5,proficio,tex,hard,absent,13.466095,1,0
obs5,proficio,tex,hard,present,9.398845,0,0
obs5,proficio,tex,mid,present,1.866095,1,1
obs5,proficio,tex,hard,absent,2.401635,1,0
obs5,proficio,tex,hard,present,4.065985,0,0
obs5,proficio,tex,mid,absent,2.350025,1,0
obs5,proficio,tex,mid,present,0.7833,1,1
obs5,proficio,tex,hard,absent,5.350255,1,0
obs5,proficio,tex,easy,present,0.804535,1,1
obs5,proficio,tex,easy,present,0.64968,1,1
obs5,proficio,tex,hard,absent,5.66656,1,0
obs5,proficio,tex,hard,present,0.783565,1,1
obs5,proficio,tex,mid,present,0.966915,1,1
obs5,proficio,tex,mid,present,4.09986,1,1
obs5,proficio,tex,hard,absent,6.766245,1,0
obs5,proficio,tex,mid,present,0.86777,1,1
obs5,proficio,tex,mid,absent,12.033415,1,0
obs5,proficio,tex,easy,absent,2.667015,1,0
obs5,proficio,tex,mid,absent,0.749265,0,1
obs5,proficio,tex,hard,absent,5.06754,1,0
obs5,proficio,tex,hard,present,4.633535,0,0
obs5,proficio,tex,easy,present,0.78279,1,1
obs5,proficio,tex,hard,present,4.24922,0,0
obs5,proficio,tex,mid,absent,2.417315,1,0
obs5,proficio,tex,hard,absent,2.9665,1,0
obs5,proficio,tex,mid,absent,1.89937,1,0
obs5,proficio,tex,hard,present,2.28252,0,0
obs5,proficio,tex,easy,absent,2.166505,1,0
obs5,proficio,tex,mid,absent,2.31663,1,0
obs5,proficio,tex,hard,absent,2.565725,1,0
obs5,proficio,tex,mid,absent,3.34985,1,0
obs5,proficio,tex,mid,present,1.25014,1,1
obs5,proficio,tex,mid,absent,3.150375,1,0
obs5,proficio,tex,mid,present,1.066635,1,1
obs5,proficio,tex,easy,absent,1.56756,1,0
obs5,proficio,tex,easy,present,0.650265,1,1
obs5,proficio,tex,mid,absent,2.54993,1,0
obs5,proficio,tex,mid,absent,3.467005,1,0
obs5,proficio,tex,mid,absent,3.199115,1,0
obs5,proficio,tex,hard,present,0.95119,1,1
obs5,proficio,tex,hard,present,3.600645,0,0
obs5,proficio,conj,mid,present,1.19809,1,1
obs5,proficio,conj,easy,absent,0.86945,1,0
obs5,proficio,conj,mid,present,0.933375,1,1
obs5,proficio,conj,mid,present,1.06608,0,0
obs5,proficio,conj,mid,absent,0.95015,1,0
obs5,proficio,conj,mid,absent,0.86635,1,0
obs5,proficio,conj,mid,absent,1.0386,1,0
obs5,proficio,conj,mid,absent,1.150705,1,0
obs5,proficio,conj,hard,present,1.231925,1,1
obs5,proficio,conj,easy,absent,0.849905,1,0
obs5,proficio,conj,hard,present,1.731705,1,1
obs5,proficio,conj,hard,present,0.8192,1,1
obs5,proficio,conj,hard,present,1.116945,1,1
obs5,proficio,conj,hard,absent,1.63389,1,0
obs5,proficio,conj,mid,present,1.266605,1,1
obs5,proficio,conj,mid,absent,1.0813,1,0
obs5,proficio,conj,easy,absent,1.24923,1,0
obs5,proficio,conj,easy,present,0.766005,1,1
obs5,proficio,conj,mid,present,0.883805,1,1
obs5,proficio,conj,mid,absent,2.213115,1,0
obs5,proficio,conj,hard,absent,1.71772,1,0
obs5,proficio,conj,easy,present,0.66765,1,1
obs5,proficio,conj,mid,present,0.71545,1,1
obs5,proficio,conj,mid,present,0.63293,1,1
obs5,proficio,conj,mid,absent,0.89992,1,0
obs5,proficio,conj,hard,present,0.7665,1,1
obs5,proficio,conj,hard,absent,1.283205,1,0
obs5,proficio,conj,hard,present,0.683545,1,1
obs5,proficio,conj,easy,present,0.980705,1,1
obs5,proficio,conj,easy,present,0.67086,1,1
obs5,proficio,conj,hard,present,0.73277,1,1
obs5,proficio,conj,hard,absent,0.98177,1,0
obs5,proficio,conj,hard,absent,1.2989,1,0
obs5,proficio,conj,hard,present,0.69841,1,1
obs5,proficio,conj,mid,absent,1.7166,1,0
obs5,proficio,conj,easy,absent,0.904575,1,0
obs5,proficio,conj,easy,absent,0.682525,1,0
obs5,proficio,conj,hard,absent,1.76658,1,0
obs5,proficio,conj,mid,present,1.397015,1,1
obs5,proficio,conj,easy,present,1.083225,1,1
obs5,proficio,conj,easy,absent,1.151675,1,0
obs5,proficio,conj,mid,present,0.98448,1,1
obs5,proficio,conj,easy,absent,1.38311,1,0
obs5,proficio,conj,hard,present,1.149685,1,1
obs5,proficio,conj,hard,present,0.686055,1,1
obs5,proficio,conj,mid,present,0.71537,1,1
obs5,proficio,conj,easy,present,0.818045,1,1
obs5,proficio,conj,easy,absent,0.850545,1,0
obs5,proficio,conj,mid,absent,1.216245,1,0
obs5,proficio,conj,mid,present,0.849665,1,1
obs5,proficio,conj,mid,present,0.637355,1,1
obs5,proficio,conj,easy,present,1.213415,1,1
obs5,proficio,conj,hard,absent,1.433055,1,0
obs5,proficio,conj,easy,present,0.699445,1,1
obs5,proficio,conj,hard,absent,1.68298,1,0
obs5,proficio,conj,easy,absent,0.96707,1,0
obs5,proficio,conj,mid,absent,0.816605,1,0
obs5,proficio,conj,easy,present,0.866255,1,1
obs5,proficio,conj,hard,present,0.699345,1,1
obs5,proficio,conj,hard,present,1.16533,0,0
obs5,proficio,conj,hard,absent,2.19954,1,0
obs5,proficio,conj,easy,absent,0.750815,1,0
obs5,proficio,conj,mid,absent,0.73303,1,0
obs5,proficio,conj,mid,present,0.85017,1,1
obs5,proficio,conj,easy,absent,1.01628,1,0
obs5,proficio,conj,hard,absent,1.334995,1,0
obs5,proficio,conj,hard,absent,1.31618,1,0
obs5,proficio,conj,hard,absent,1.03098,1,0
obs5,proficio,conj,hard,absent,2.419645,1,0
obs5,proficio,conj,mid,present,0.650015,1,1
obs5,proficio,conj,mid,present,0.766745,1,1
obs5,proficio,conj,hard,present,0.667695,1,1
obs5,proficio,conj,easy,present,0.78296,1,1
obs5,proficio,conj,easy,present,0.83317,1,1
obs5,proficio,conj,mid,present,0.683065,1,1
obs5,proficio,conj,easy,present,0.66578,1,1
obs5,proficio,conj,easy,present,0.914935,1,1
obs5,proficio,conj,easy,absent,0.883125,1,0
obs5,proficio,conj,mid,absent,0.916445,1,0
obs5,proficio,conj,easy,present,0.85006,0,0
obs5,proficio,conj,mid,absent,1.54838,1,0
obs5,proficio,conj,mid,present,0.66737,1,1
obs5,proficio,conj,easy,present,0.602605,1,1
obs5,proficio,conj,hard,absent,0.648765,1,0
obs5,proficio,conj,easy,present,0.59968,1,1
obs5,proficio,conj,easy,present,0.63292,1,1
obs5,proficio,conj,hard,present,0.64976,1,1
obs5,proficio,conj,easy,absent,0.677985,1,0
obs5,proficio,conj,mid,absent,0.76371,1,0
obs5,proficio,conj,mid,present,1.484215,1,1
obs5,proficio,conj,easy,present,1.56595,1,1
obs5,proficio,conj,mid,absent,0.89961,1,0
obs5,proficio,conj,mid,absent,0.83481,1,0
obs5,proficio,conj,hard,absent,2.08273,1,0
obs5,proficio,conj,easy,present,0.58315,1,1
obs5,proficio,conj,easy,absent,1.034685,1,0
obs5,proficio,conj,hard,absent,0.920365,1,0
obs5,proficio,conj,mid,absent,0.782775,1,0
obs5,proficio,conj,mid,absent,0.74966,1,0
obs5,proficio,conj,hard,present,0.777835,1,1
obs5,proficio,conj,mid,absent,1.049705,1,0
obs5,proficio,conj,easy,present,1.399265,1,1
obs5,proficio,conj,mid,absent,0.850525,1,0
obs5,proficio,conj,mid,absent,1.049215,1,0
obs5,proficio,conj,mid,present,0.93348,1,1
obs5,proficio,conj,easy,absent,0.76521,1,0
obs5,proficio,conj,easy,absent,0.849695,1,0
obs5,proficio,conj,easy,present,1.014595,1,1
obs5,proficio,conj,hard,absent,0.83138,1,0
obs5,proficio,conj,hard,present,0.91643,0,0
obs5,proficio,conj,hard,present,1.282585,1,1
obs5,proficio,conj,easy,absent,0.780585,1,0
obs5,proficio,conj,hard,absent,1.832535,1,0
obs5,proficio,conj,easy,absent,0.849655,1,0
obs5,proficio,conj,hard,present,0.78024,1,1
obs5,proficio,conj,easy,absent,0.649705,1,0
obs5,proficio,conj,easy,present,0.617255,1,1
obs5,proficio,conj,mid,present,0.616675,1,1
obs5,proficio,conj,mid,present,0.78388,0,0
obs5,proficio,conj,hard,present,0.94938,1,1
obs5,proficio,conj,easy,absent,0.733,1,0
obs5,proficio,conj,hard,absent,0.91625,1,0
obs5,proficio,conj,hard,absent,0.817565,1,0
obs5,proficio,conj,mid,present,0.98292,1,1
obs5,proficio,conj,easy,absent,0.94995,1,0
obs5,proficio,conj,hard,present,0.701725,1,1
obs5,proficio,conj,mid,absent,0.76478,1,0
obs5,proficio,conj,easy,absent,0.75177,1,0
obs5,proficio,conj,hard,present,1.233305,1,1
obs5,proficio,conj,mid,absent,1.18199,1,0
obs5,proficio,conj,mid,present,0.749785,1,1
obs5,proficio,conj,hard,present,0.91603,1,1
obs5,proficio,conj,hard,present,0.883035,1,1
obs5,proficio,conj,easy,present,0.58308,1,1
obs5,proficio,conj,hard,absent,0.932635,1,0
obs5,proficio,conj,easy,present,0.6994,0,0
obs5,proficio,conj,mid,present,1.13301,0,0
obs5,proficio,conj,easy,absent,1.381535,1,0
obs5,proficio,conj,hard,absent,1.33422,1,0
obs5,proficio,conj,hard,present,0.667965,1,1
obs5,proficio,conj,mid,absent,1.68317,1,0
obs5,proficio,conj,hard,absent,1.19824,1,0
obs5,proficio,conj,hard,absent,1.295725,1,0
obs5,proficio,conj,hard,present,0.934675,1,1
obs5,proficio,conj,easy,present,0.68305,1,1
obs5,proficio,conj,mid,absent,1.365995,1,0
obs5,proficio,conj,hard,absent,1.01525,1,0
obs5,proficio,conj,easy,absent,0.83217,1,0
obs5,proficio,conj,easy,absent,0.817135,1,0
obs5,proficio,conj,mid,present,1.234425,1,1
obs6,proficio,tex,hard,absent,2.949,1,0
obs6,proficio,tex,mid,absent,2.143,1,0
obs6,proficio,tex,hard,present,2.536,0,0
obs6,proficio,tex,hard,present,3.424,0,0
obs6,proficio,tex,easy,present,0.963,1,1
obs6,proficio,tex,mid,absent,1.811,1,0
obs6,proficio,tex,easy,present,0.686,1,1
obs6,proficio,tex,mid,present,1.097,1,1
obs6,proficio,tex,hard,absent,3.065,1,0
obs6,proficio,tex,easy,absent,1.991,1,0
obs6,proficio,tex,hard,absent,3.635,1,0
obs6,proficio,tex,hard,present,3.377,0,0
obs6,proficio,tex,easy,present,0.764,1,1
obs6,proficio,tex,easy,absent,2.533,1,0
obs6,proficio,tex,mid,present,0.919,1,1
obs6,proficio,tex,hard,absent,5.6,1,0
obs6,proficio,tex,easy,absent,1.622,1,0
obs6,proficio,tex,hard,present,0.751,1,1
obs6,proficio,tex,hard,present,0.92,1,1
obs6,proficio,tex,easy,present,0.731,1,1
obs6,proficio,tex,easy,absent,2.295,1,0
obs6,proficio,tex,easy,present,0.722,1,1
obs6,proficio,tex,hard,absent,1.958,1,0
obs6,proficio,tex,mid,present,0.776,1,1
obs6,proficio,tex,easy,absent,1.831,1,0
obs6,proficio,tex,hard,present,3.157,0,0
obs6,proficio,tex,easy,present,0.739,1,1
obs6,proficio,tex,hard,present,1.439,1,1
obs6,proficio,tex,mid,absent,2,1,0
obs6,proficio,tex,hard,absent,3.981,1,0
obs6,proficio,tex,mid,present,0.915,1,1
obs6,proficio,tex,easy,absent,2.396,1,0
obs6,proficio,tex,mid,present,0.753,1,1
obs6,proficio,tex,hard,present,1.652,1,1
obs6,proficio,tex,hard,present,2.664,0,0
obs6,proficio,tex,easy,present,0.865,1,1
obs6,proficio,tex,easy,present,0.539,1,1
obs6,proficio,tex,mid,present,1.369,1,1
obs6,proficio,tex,hard,absent,3.919,1,0
obs6,proficio,tex,hard,absent,5.34,1,0
obs6,proficio,tex,hard,absent,3.827,1,0
obs6,proficio,tex,mid,absent,3.503,1,0
obs6,proficio,tex,hard,absent,4.624,1,0
obs6,proficio,tex,hard,present,3.886,1,1
obs6,proficio,tex,hard,absent,4.462,1,0
obs6,proficio,tex,hard,present,6.198,0,0
obs6,proficio,tex,easy,present,1.079,1,1
obs6,proficio,tex,mid,absent,3.342,1,0
obs6,proficio,tex,hard,present,5.966,0,0
obs6,proficio,tex,hard,absent,6.313,1,0
obs6,proficio,tex,mid,present,0.841,1,1
obs6,proficio,tex,easy,absent,1.501,1,0
obs6,proficio,tex,mid,absent,0.74,0,1
obs6,proficio,tex,easy,present,0.695,1,1
obs6,proficio,tex,mid,present,1.404,1,1
obs6,proficio,tex,easy,present,0.674,1,1
obs6,proficio,tex,easy,absent,1.127,1,0
obs6,proficio,tex,hard,present,6.827,0,0
obs6,proficio,tex,mid,absent,0.734,0,1
obs6,proficio,tex,easy,absent,2.392,1,0
obs6,proficio,tex,easy,absent,1.686,1,0
obs6,proficio,tex,hard,present,10.429,1,1
obs6,proficio,tex,easy,absent,1.985,1,0
obs6,proficio,tex,easy,present,0.883,1,1
obs6,proficio,tex,hard,present,1.511,1,1
obs6,proficio,tex,mid,present,0.888,1,1
obs6,proficio,tex,mid,absent,5.124,1,0
obs6,proficio,tex,hard,present,10.279,0,0
obs6,proficio,tex,mid,present,4.638,1,1
obs6,proficio,tex,hard,absent,6.677,1,0
obs6,proficio,tex,hard,absent,5.051,1,0
obs6,proficio,tex,easy,absent,1.237,1,0
obs6,proficio,tex,easy,present,0.879,1,1
obs6,proficio,tex,easy,absent,2.242,1,0
obs6,proficio,tex,hard,absent,7.777,1,0
obs6,proficio,tex,easy,absent,1.099,1,0
obs6,proficio,tex,easy,present,0.896,1,1
obs6,proficio,tex,hard,present,1.095,1,1
obs6,proficio,tex,mid,absent,2.949,1,0
obs6,proficio,tex,mid,absent,2.862,1,0
obs6,proficio,tex,hard,absent,7.666,1,0
obs6,proficio,tex,mid,absent,4.06,1,0
obs6,proficio,tex,mid,present,0.683,1,1
obs6,proficio,tex,easy,absent,1.492,1,0
obs6,proficio,tex,mid,absent,3.059,1,0
obs6,proficio,tex,easy,present,0.587,1,1
obs6,proficio,tex,mid,present,0.566,1,1
obs6,proficio,tex,easy,present,0.762,1,1
obs6,proficio,tex,hard,present,3.262,1,1
obs6,proficio,tex,mid,absent,6.79,1,0
obs6,proficio,tex,mid,absent,5.674,1,0
obs6,proficio,tex,hard,present,4.223,1,1
obs6,proficio,tex,easy,present,0.606,1,1
obs6,proficio,tex,mid,absent,8.371,1,0
obs6,proficio,tex,mid,present,1.317,1,1
obs6,proficio,tex,mid,absent,5.324,1,0
obs6,proficio,tex,mid,absent,4.885,1,0
obs6,proficio,tex,mid,present,0.665,1,1
obs6,proficio,tex,easy,present,0.465,1,1
obs6,proficio,tex,easy,present,0.529,1,1
obs6,proficio,tex,easy,absent,1.507,1,0
obs6,proficio,tex,mid,absent,3.008,1,0
obs6,proficio,tex,easy,absent,1.755,1,0
obs6,proficio,tex,mid,present,0.597,1,1
obs6,proficio,tex,easy,absent,1.78,1,0
obs6,proficio,tex,hard,present,3.467,1,1
obs6,proficio,tex,easy,absent,1.254,1,0
obs6,proficio,tex,mid,absent,5.514,1,0
obs6,proficio,tex,easy,present,0.679,1,1
obs6,proficio,tex,easy,absent,1.842,1,0
obs6,proficio,tex,hard,present,10.385,0,0
obs6,proficio,tex,hard,absent,8.576,1,0
obs6,proficio,tex,mid,absent,5.468,1,0
obs6,proficio,tex,mid,absent,5.75,1,0
obs6,proficio,tex,hard,absent,7.717,1,0
obs6,proficio,tex,hard,absent,6.824,1,0
obs6,proficio,tex,hard,absent,8.342,1,0
obs6,proficio,tex,hard,absent,6.575,1,0
obs6,proficio,tex,easy,present,0.731,1,1
obs6,proficio,tex,easy,absent,1.278,1,0
obs6,proficio,tex,hard,absent,6.376,1,0
obs6,proficio,tex,mid,absent,4.904,1,0
obs6,proficio,tex,hard,present,3.148,0,0
obs6,proficio,tex,easy,absent,1.618,1,0
obs6,proficio,tex,mid,present,1.064,1,1
obs6,proficio,tex,easy,present,0.844,1,1
obs6,proficio,tex,hard,absent,8.01,1,0
obs6,proficio,tex,easy,absent,0.896,1,0
obs6,proficio,tex,mid,present,1.389,1,1
obs6,proficio,tex,mid,present,1.004,1,1
obs6,proficio,tex,mid,present,0.966,1,1
obs6,proficio,tex,mid,absent,4.992,1,0
obs6,proficio,tex,easy,present,0.68,1,1
obs6,proficio,tex,mid,present,0.741,1,1
obs6,proficio,tex,easy,absent,2.601,1,0
obs6,proficio,tex,hard,absent,4.308,1,0
obs6,proficio,tex,mid,absent,3.991,1,0
obs6,proficio,tex,mid,present,1.612,1,1
obs6,proficio,tex,hard,present,0.931,1,1
obs6,proficio,tex,mid,present,0.721,1,1
obs6,proficio,tex,hard,present,9.396,0,0
