observer,data_from,trial,difficulty,targ,rt,accuracy,response
obs1,proficio,tex,mid,absent,5.030180002,1,0
obs1,proficio,tex,easy,absent,3.428540001,1,0
obs1,proficio,tex,easy,absent,3.20606,1,0
obs1,proficio,tex,mid,absent,3.045980001,1,0
obs1,proficio,tex,hard,present,4.421769999,0,0
obs1,proficio,tex,hard,present,1.080495,1,1
obs1,proficio,tex,easy,absent,7.222774999,1,0
obs1,proficio,tex,easy,absent,4.968994999,1,0
obs1,proficio,tex,hard,absent,7.414954999,1,0
obs1,proficio,tex,easy,absent,6.952855,1,0
obs1,proficio,tex,hard,absent,8.433629999,1,0
obs1,proficio,tex,easy,present,1.206559999,1,1
obs1,proficio,tex,easy,absent,10.20955,0,1
obs1,proficio,tex,hard,present,9.115405001,0,0
obs1,proficio,tex,mid,present,1.089880001,1,1
obs1,proficio,tex,hard,absent,8.50539,1,0
obs1,proficio,tex,mid,absent,9.297940001,1,0
obs1,proficio,tex,hard,absent,8.988869999,1,0
obs1,proficio,tex,easy,present,0.815715,1,1
obs1,proficio,tex,mid,present,6.189900002,0,0
obs1,proficio,tex,easy,absent,11.525305,1,0
obs1,proficio,tex,easy,absent,9.159845,1,0
obs1,proficio,tex,hard,absent,7.432639999,1,0
obs1,proficio,tex,hard,present,5.993929999,0,0
obs1,proficio,tex,easy,present,3.540895,1,1
obs1,proficio,tex,mid,present,1.18784,1,1
obs1,proficio,tex,hard,present,0.842970001,1,1
obs1,proficio,tex,easy,absent,8.272360001,1,0
obs1,proficio,tex,mid,absent,5.902895,1,0
obs1,proficio,tex,hard,present,5.212405,0,0
obs1,proficio,tex,mid,present,1.075645,1,1
obs1,proficio,tex,mid,present,0.615005,1,1
obs1,proficio,tex,hard,present,5.537870001,1,1
obs1,proficio,tex,mid,present,1.371335,1,1
obs1,proficio,tex,easy,absent,7.606620001,1,0
obs1,proficio,tex,hard,absent,6.688920001,1,0
obs1,proficio,tex,easy,present,0.822555,1,1
obs1,proficio,tex,easy,present,0.71036,1,1
obs1,proficio,tex,hard,absent,6.18259,1,0
obs1,proficio,tex,mid,present,0.778884999,1,1
obs1,proficio,tex,hard,absent,8.505265001,1,0
obs1,proficio,tex,easy,absent,6.458079999,1,0
obs1,proficio,tex,hard,present,7.309869999,0,0
obs1,proficio,tex,hard,present,1.416855,0,0
obs1,proficio,tex,easy,present,1.02493,1,1
obs1,proficio,tex,mid,present,0.702500001,1,1
obs1,proficio,tex,easy,present,0.50629,1,1
obs1,proficio,tex,mid,present,1.095789999,1,1
obs1,proficio,tex,easy,absent,6.63542,1,0
obs1,proficio,tex,mid,present,3.06153,1,1
obs1,proficio,tex,mid,present,1.183365,1,1
obs1,proficio,tex,easy,absent,4.9110500010000004,1,0
obs1,proficio,tex,easy,absent,5.037224999,1,0
obs1,proficio,tex,hard,absent,2.97274,1,0
obs1,proficio,tex,hard,absent,11.239295,0,1
obs1,proficio,tex,easy,absent,3.409560001,0,1
obs1,proficio,tex,mid,absent,8.371815,1,0
obs1,proficio,tex,mid,present,2.26599,1,1
obs1,proficio,tex,mid,present,5.74759,0,0
obs1,proficio,tex,easy,absent,16.31545,1,0
obs1,proficio,tex,easy,present,0.939510001,1,1
obs1,proficio,tex,easy,present,0.62476,1,1
obs1,proficio,tex,mid,absent,7.844319999,1,0
obs1,proficio,tex,hard,absent,7.47851,1,0
obs1,proficio,tex,hard,present,4.02358,1,1
obs1,proficio,tex,easy,present,1.037560001,1,1
obs1,proficio,tex,mid,present,1.16793,1,1
obs1,proficio,tex,mid,present,1.444755001,1,1
obs1,proficio,tex,mid,absent,0.702570001,0,1
obs1,proficio,tex,mid,present,2.355460001,1,1
obs1,proficio,tex,hard,absent,10.08344,1,0
obs1,proficio,tex,hard,present,5.738544999,0,0
obs1,proficio,tex,hard,present,3.776105002,1,1
obs1,proficio,tex,mid,absent,14.81933,1,0
obs1,proficio,tex,hard,present,7.989470001,0,0
obs1,proficio,tex,hard,absent,14.283835,0,1
obs1,proficio,tex,mid,present,0.973955,1,1
obs1,proficio,tex,mid,present,3.68527,1,1
obs1,proficio,tex,easy,present,0.71813,1,1
obs1,proficio,tex,mid,absent,8.963654999,1,0
obs1,proficio,tex,easy,absent,6.28812,1,0
obs1,proficio,tex,easy,absent,6.347095,1,0
obs1,proficio,tex,mid,present,2.082925001,1,1
obs1,proficio,tex,mid,present,0.898779999,1,1
obs1,proficio,tex,hard,present,10.137145,0,0
obs1,proficio,tex,hard,absent,8.709079999,0,1
obs1,proficio,tex,hard,present,4.993755,0,0
obs1,proficio,tex,hard,absent,7.27885,1,0
obs1,proficio,tex,hard,absent,8.697660001,1,0
obs1,proficio,tex,hard,present,2.593094999,1,1
obs1,proficio,tex,mid,absent,17.94885,0,1
obs1,proficio,tex,easy,present,0.971315,1,1
obs1,proficio,tex,easy,absent,9.820210001,1,0
obs1,proficio,tex,easy,present,1.119864998,1,1
obs1,proficio,tex,easy,present,0.843895001,1,1
obs1,proficio,tex,hard,present,5.62183,1,1
obs1,proficio,tex,easy,absent,6.097970001,1,0
obs1,proficio,tex,mid,absent,17.465115,1,0
obs1,proficio,tex,hard,present,2.626175001,1,1
obs1,proficio,tex,hard,present,9.482785,1,1
obs1,proficio,tex,hard,absent,12.79104,1,0
obs1,proficio,tex,hard,present,2.772299999,1,1
obs1,proficio,tex,easy,absent,23.9869,1,0
obs1,proficio,tex,mid,absent,11.006825,1,0
obs1,proficio,tex,mid,absent,14.856195,1,0
obs1,proficio,tex,mid,present,1.5363,1,1
obs1,proficio,tex,hard,absent,12.404015,1,0
obs1,proficio,tex,hard,absent,10.26789,1,0
obs1,proficio,tex,mid,absent,9.245615,1,0
obs1,proficio,tex,hard,absent,13.56475,1,0
obs1,proficio,tex,mid,absent,10.903515,1,0
obs1,proficio,tex,mid,present,1.168395,1,1
obs1,proficio,tex,easy,absent,9.459100001,1,0
obs1,proficio,tex,hard,present,1.433145,1,1
obs1,proficio,tex,easy,present,1.240805,1,1
obs1,proficio,tex,easy,present,2.008435,1,1
obs1,proficio,tex,mid,absent,15.24897,1,0
obs1,proficio,tex,mid,absent,5.340679999,1,0
obs1,proficio,tex,easy,present,0.81134,1,1
obs1,proficio,tex,hard,present,2.525810001,1,1
obs1,proficio,tex,easy,present,1.106040001,1,1
obs1,proficio,tex,mid,absent,9.922324998,1,0
obs1,proficio,tex,hard,absent,6.721335001,1,0
obs1,proficio,tex,hard,present,8.950379999,0,0
obs1,proficio,tex,mid,absent,18.19833,1,0
obs1,proficio,tex,mid,absent,14.65719,1,0
obs1,proficio,tex,easy,present,0.871454999,1,1
obs1,proficio,tex,mid,absent,10.20616,1,0
obs1,proficio,tex,easy,present,0.792934999,1,1
obs1,proficio,tex,mid,absent,0.707559999,0,1
obs1,proficio,tex,hard,absent,8.338945,1,0
obs1,proficio,tex,easy,present,0.939105,1,1
obs1,proficio,tex,easy,present,0.737499999,1,1
obs1,proficio,tex,easy,absent,7.389504999,1,0
obs1,proficio,tex,easy,present,0.909740001,1,1
obs1,proficio,tex,hard,absent,9.806290001,1,0
obs1,proficio,tex,hard,absent,7.096945001,1,0
obs1,proficio,tex,hard,present,1.560095001,1,1
obs1,proficio,tex,mid,present,2.209350001,1,1
obs1,proficio,tex,hard,absent,11.025425,1,0
obs1,proficio,tex,mid,absent,7.05892,1,0
obs1,proficio,tex,mid,absent,5.229994999,1,0
obs1,proficio,tex,mid,present,0.867235001,1,1
obs1,proficio,tex,easy,absent,10.510785,1,0
obs1,proficio,tex,easy,absent,6.479905,1,0
obs1,proficio,tex,easy,present,0.810265001,1,1
obs1,proficio,tex,mid,present,0.693495,1,1
obs1,proficio,tex,mid,absent,11.54828,1,0
obs1,proficio,tex,hard,present,2.339305,0,0
obs1,proficio,tex,easy,present,0.673415,1,1
obs1,proficio,conj,hard,present,0.97504,1,1
obs1,proficio,conj,easy,absent,1.01582,1,0
obs1,proficio,conj,easy,present,0.756695,1,1
obs1,proficio,conj,mid,absent,1.295835,1,0
obs1,proficio,conj,mid,present,1.500644999,0,0
obs1,proficio,conj,hard,present,1.185025001,1,1
obs1,proficio,conj,hard,present,0.683784999,1,1
obs1,proficio,conj,easy,absent,1.021020001,1,0
obs1,proficio,conj,easy,present,0.875895001,1,1
obs1,proficio,conj,hard,absent,2.048320001,1,0
obs1,proficio,conj,easy,present,1.128450001,1,1
obs1,proficio,conj,hard,present,0.881825,1,1
obs1,proficio,conj,mid,present,0.8586,1,1
obs1,proficio,conj,hard,absent,1.530475,1,0
obs1,proficio,conj,hard,present,1.461095,1,1
obs1,proficio,conj,hard,absent,1.95982,1,0
obs1,proficio,conj,easy,present,0.822234999,1,1
obs1,proficio,conj,hard,present,0.74461,1,1
obs1,proficio,conj,hard,absent,1.66131,1,0
obs1,proficio,conj,easy,present,1.258464999,1,1
obs1,proficio,conj,easy,absent,0.800525,1,0
obs1,proficio,conj,mid,absent,1.019990001,1,0
obs1,proficio,conj,hard,present,0.953385001,1,1
obs1,proficio,conj,mid,absent,0.925985001,1,0
obs1,proficio,conj,easy,present,0.96019,1,1
obs1,proficio,conj,mid,present,0.744899999,1,1
obs1,proficio,conj,hard,absent,2.260739999,1,0
obs1,proficio,conj,hard,present,0.76165,1,1
obs1,proficio,conj,mid,present,0.773845,1,1
obs1,proficio,conj,easy,present,0.741465,1,1
obs1,proficio,conj,hard,present,1.02201,1,1
obs1,proficio,conj,mid,absent,1.093265001,1,0
obs1,proficio,conj,easy,absent,1.073869999,1,0
obs1,proficio,conj,hard,absent,1.68957,1,0
obs1,proficio,conj,mid,absent,1.191225,1,0
obs1,proficio,conj,easy,absent,0.822185,1,0
obs1,proficio,conj,hard,absent,1.578059999,1,0
obs1,proficio,conj,mid,present,0.860859999,1,1
obs1,proficio,conj,easy,present,0.824375,1,1
obs1,proficio,conj,mid,absent,1.242795002,1,0
obs1,proficio,conj,hard,present,0.680144999,1,1
obs1,proficio,conj,hard,absent,1.126009999,1,0
obs1,proficio,conj,mid,present,1.551660001,1,1
obs1,proficio,conj,mid,present,1.57815,1,1
obs1,proficio,conj,easy,present,0.894995,1,1
obs1,proficio,conj,mid,absent,0.923234999,1,0
obs1,proficio,conj,mid,present,1.015115,1,1
obs1,proficio,conj,mid,present,0.749715,1,1
obs1,proficio,conj,hard,absent,1.737965001,1,0
obs1,proficio,conj,easy,present,1.02428,1,1
obs1,proficio,conj,mid,present,1.080109999,1,1
obs1,proficio,conj,mid,present,1.197504999,1,1
obs1,proficio,conj,hard,absent,1.249624999,1,0
obs1,proficio,conj,easy,present,0.85887,1,1
obs1,proficio,conj,mid,present,0.91948,1,1
obs1,proficio,conj,mid,absent,1.18822,1,0
obs1,proficio,conj,easy,absent,1.0254,1,0
obs1,proficio,conj,mid,present,0.733264999,1,1
obs1,proficio,conj,easy,present,0.727630001,1,1
obs1,proficio,conj,hard,present,1.153269999,1,1
obs1,proficio,conj,hard,absent,1.330009999,0,1
obs1,proficio,conj,mid,absent,1.423645001,1,0
obs1,proficio,conj,easy,absent,0.900359999,1,0
obs1,proficio,conj,easy,absent,0.85956,1,0
obs1,proficio,conj,hard,absent,1.496275,1,0
obs1,proficio,conj,easy,present,0.843354998,1,1
obs1,proficio,conj,easy,absent,0.82942,1,0
obs1,proficio,conj,hard,absent,1.56725,1,0
obs1,proficio,conj,hard,absent,1.547355,1,0
obs1,proficio,conj,easy,absent,0.810929999,1,0
obs1,proficio,conj,mid,absent,0.866379999,1,0
obs1,proficio,conj,hard,present,0.749130001,1,1
obs1,proficio,conj,easy,absent,0.881919999,1,0
obs1,proficio,conj,hard,present,0.904365001,1,1
obs1,proficio,conj,mid,absent,1.20606,1,0
obs1,proficio,conj,mid,absent,1.559700001,1,0
obs1,proficio,conj,mid,absent,1.003455,1,0
obs1,proficio,conj,hard,present,0.837125,1,1
obs1,proficio,conj,easy,absent,0.840445001,1,0
obs1,proficio,conj,mid,absent,1.360524999,1,0
obs1,proficio,conj,easy,present,0.716675,1,1
obs1,proficio,conj,hard,absent,1.45792,1,0
obs1,proficio,conj,mid,present,0.705335001,1,1
obs1,proficio,conj,hard,absent,0.92877,1,0
obs1,proficio,conj,easy,absent,1.72394,1,0
obs1,proficio,conj,easy,absent,0.892200001,1,0
obs1,proficio,conj,mid,present,0.80803,1,1
obs1,proficio,conj,mid,absent,0.828380002,1,0
obs1,proficio,conj,hard,absent,0.947685,1,0
obs1,proficio,conj,easy,absent,0.748465,1,0
obs1,proficio,conj,easy,present,0.95951,1,1
obs1,proficio,conj,easy,present,0.951859999,1,1
obs1,proficio,conj,hard,present,0.86809,0,0
obs1,proficio,conj,easy,present,0.764775001,1,1
obs1,proficio,conj,hard,present,0.739599999,1,1
obs1,proficio,conj,easy,present,0.978809999,1,1
obs1,proficio,conj,mid,absent,1.198534999,1,0
obs1,proficio,conj,easy,present,0.859195,1,1
obs1,proficio,conj,mid,present,0.974424999,0,0
obs1,proficio,conj,mid,present,0.806780001,1,1
obs1,proficio,conj,mid,absent,0.85647,1,0
obs1,proficio,conj,hard,present,0.828055,1,1
obs1,proficio,conj,hard,present,0.697195001,1,1
obs1,proficio,conj,hard,absent,1.630525,1,0
obs1,proficio,conj,easy,absent,0.843565,1,0
obs1,proficio,conj,easy,absent,0.869385,1,0
obs1,proficio,conj,mid,absent,1.03712,1,0
obs1,proficio,conj,hard,present,0.69868,1,1
obs1,proficio,conj,hard,present,0.721385,1,1
obs1,proficio,conj,hard,present,0.786220001,1,1
obs1,proficio,conj,hard,present,1.10878,1,1
obs1,proficio,conj,easy,present,0.754065001,1,1
obs1,proficio,conj,mid,present,1.28609,0,0
obs1,proficio,conj,easy,absent,1.101875,1,0
obs1,proficio,conj,easy,present,1.46476,1,1
obs1,proficio,conj,hard,absent,1.599675,1,0
obs1,proficio,conj,hard,absent,1.953389999,1,0
obs1,proficio,conj,mid,absent,2.301795,1,0
obs1,proficio,conj,easy,absent,1.425424999,1,0
obs1,proficio,conj,hard,absent,2.042835001,1,0
obs1,proficio,conj,mid,absent,1.157430001,1,0
obs1,proficio,conj,hard,absent,1.84072,1,0
obs1,proficio,conj,mid,present,0.929915,1,1
obs1,proficio,conj,easy,present,0.836280001,1,1
obs1,proficio,conj,hard,present,0.904379999,1,1
obs1,proficio,conj,easy,absent,1.020955,1,0
obs1,proficio,conj,easy,present,1.174415,0,0
obs1,proficio,conj,mid,present,0.79166,1,1
obs1,proficio,conj,easy,absent,0.88239,1,0
obs1,proficio,conj,easy,absent,0.873920001,1,0
obs1,proficio,conj,mid,absent,0.99374,1,0
obs1,proficio,conj,mid,absent,0.811865,1,0
obs1,proficio,conj,hard,absent,1.086084999,1,0
obs1,proficio,conj,mid,present,0.776845001,1,1
obs1,proficio,conj,hard,absent,1.60403,1,0
obs1,proficio,conj,mid,absent,1.661655001,1,0
obs1,proficio,conj,mid,absent,0.99212,1,0
obs1,proficio,conj,mid,present,1.457714999,1,1
obs1,proficio,conj,hard,present,0.705779999,1,1
obs1,proficio,conj,mid,absent,1.005519999,1,0
obs1,proficio,conj,easy,present,0.616955001,1,1
obs1,proficio,conj,easy,present,0.891105,1,1
obs1,proficio,conj,hard,present,0.994930001,1,1
obs1,proficio,conj,mid,present,0.755205,1,1
obs1,proficio,conj,hard,absent,1.123034999,1,0
obs1,proficio,conj,easy,absent,2.327365,1,0
obs1,proficio,conj,mid,present,1.350554999,1,1
obs1,proficio,conj,mid,present,1.108720001,1,1
obs1,proficio,conj,easy,absent,1.274504999,1,0
obs1,proficio,conj,easy,absent,1.375174999,1,0
obs1,proficio,ori,mid,present,1.322125001,1,1
obs1,proficio,ori,mid,absent,4.947759999,0,1
obs1,proficio,ori,hard,present,7.381040001,0,0
obs1,proficio,ori,easy,present,1.419299999,1,1
obs1,proficio,ori,mid,present,5.40325,1,1
obs1,proficio,ori,easy,absent,8.429975001,1,0
obs1,proficio,ori,mid,absent,9.387365,1,0
obs1,proficio,ori,hard,present,15.70531,0,0
obs1,proficio,ori,hard,present,20.852485,0,0
obs1,proficio,ori,hard,absent,4.242665,0,1
obs1,proficio,ori,hard,absent,6.25866,0,1
obs1,proficio,ori,hard,present,1.29095,1,1
obs1,proficio,ori,mid,absent,10.34345,1,0
obs1,proficio,ori,easy,present,0.97828,1,1
obs1,proficio,ori,mid,present,11.335185,0,0
obs1,proficio,ori,mid,absent,8.990929998,1,0
obs1,proficio,ori,mid,present,4.17082,1,1
obs1,proficio,ori,mid,absent,8.781580001,1,0
obs1,proficio,ori,hard,absent,2.00904,0,1
obs1,proficio,ori,hard,absent,8.63463,1,0
obs1,proficio,ori,hard,absent,12.736975,1,0
obs1,proficio,ori,hard,present,14.043865,0,0
obs1,proficio,ori,easy,present,0.85971,1,1
obs1,proficio,ori,easy,absent,10.477585,1,0
obs1,proficio,ori,hard,absent,15.88017,1,0
obs1,proficio,ori,mid,present,11.62204,0,0
obs1,proficio,ori,mid,absent,12.88927,1,0
obs1,proficio,ori,mid,absent,9.985955,0,1
obs1,proficio,ori,easy,absent,6.347564999,1,0
obs1,proficio,ori,hard,present,3.260405,1,1
obs1,proficio,ori,easy,present,1.093430001,1,1
obs1,proficio,ori,easy,present,0.758335,1,1
obs1,proficio,ori,mid,absent,8.426200001,1,0
obs1,proficio,ori,easy,present,0.773934999,1,1
obs1,proficio,ori,mid,present,3.039205,1,1
obs1,proficio,ori,mid,absent,7.55546,1,0
obs1,proficio,ori,easy,absent,4.710515,1,0
obs1,proficio,ori,easy,absent,8.078130001,1,0
obs1,proficio,ori,mid,absent,8.02359,1,0
obs1,proficio,ori,easy,absent,4.90033,1,0
obs1,proficio,ori,hard,present,7.497795001,0,0
obs1,proficio,ori,easy,present,0.890135001,1,1
obs1,proficio,ori,mid,present,21.30239,1,1
obs1,proficio,ori,hard,present,11.973785,0,0
obs1,proficio,ori,hard,absent,14.309575,1,0
obs1,proficio,ori,mid,present,2.931369999,1,1
obs1,proficio,ori,mid,present,1.650965,1,1
obs1,proficio,ori,hard,absent,6.62373,1,0
obs1,proficio,ori,mid,absent,6.44342,1,0
obs1,proficio,ori,mid,absent,9.774045,1,0
obs1,proficio,ori,mid,present,7.157370001,0,0
obs1,proficio,ori,easy,absent,7.956249999,1,0
obs1,proficio,ori,easy,present,0.728730001,1,1
obs1,proficio,ori,hard,absent,3.507585,0,1
obs1,proficio,ori,easy,absent,8.136164999,1,0
obs1,proficio,ori,hard,absent,10.06956,1,0
obs1,proficio,ori,easy,absent,6.978775,1,0
obs1,proficio,ori,hard,absent,3.432875,1,0
obs1,proficio,ori,easy,present,0.86256,1,1
obs1,proficio,ori,mid,present,7.413334999,0,0
obs1,proficio,ori,easy,absent,5.572325001,1,0
obs1,proficio,ori,easy,present,0.908809999,1,1
obs1,proficio,ori,hard,present,6.899880001,0,0
obs1,proficio,ori,hard,absent,7.890735,1,0
obs1,proficio,ori,easy,present,0.789719999,1,1
obs1,proficio,ori,mid,present,0.657314999,1,1
obs1,proficio,ori,hard,absent,5.961585,1,0
obs1,proficio,ori,mid,present,0.84804,1,1
obs1,proficio,ori,easy,present,0.640814999,1,1
obs1,proficio,ori,hard,absent,6.194344999,0,1
obs1,proficio,ori,mid,present,1.215005001,1,1
obs1,proficio,ori,mid,present,0.810665,1,1
obs1,proficio,ori,easy,present,0.625189999,1,1
obs1,proficio,ori,easy,absent,3.946659999,1,0
obs1,proficio,ori,hard,present,2.068285,1,1
obs1,proficio,ori,easy,absent,6.42306,1,0
obs1,proficio,ori,hard,present,7.56201,0,0
obs1,proficio,ori,easy,absent,6.063704999,1,0
obs1,proficio,ori,easy,present,0.835205,1,1
obs1,proficio,ori,easy,present,0.64195,1,1
obs1,proficio,ori,easy,present,0.673110001,1,1
obs1,proficio,ori,hard,present,4.497955,0,0
obs1,proficio,ori,easy,absent,3.826805001,1,0
obs1,proficio,ori,mid,present,0.873584999,1,1
obs1,proficio,ori,mid,absent,2.51334,0,1
obs1,proficio,ori,easy,present,0.704004999,1,1
obs1,proficio,ori,easy,present,0.541245,1,1
obs1,proficio,ori,easy,absent,5.388434999,1,0
obs1,proficio,ori,mid,absent,1.659235001,1,0
obs1,proficio,ori,hard,present,2.487229999,0,0
obs1,proficio,ori,mid,absent,11.593075,1,0
obs1,proficio,ori,mid,present,0.740635,1,1
obs1,proficio,ori,hard,absent,11.535365,1,0
obs1,proficio,ori,easy,present,0.807714999,1,1
obs1,proficio,ori,mid,present,0.788009999,1,1
obs1,proficio,ori,easy,absent,6.816945,1,0
obs1,proficio,ori,hard,absent,9.253219999,1,0
obs1,proficio,ori,mid,present,1.441190001,1,1
obs1,proficio,ori,easy,present,1.746295001,1,1
obs1,proficio,ori,hard,present,2.903000001,1,1
obs1,proficio,ori,mid,absent,6.35744,0,1
obs1,proficio,ori,easy,absent,3.450579999,1,0
obs1,proficio,ori,easy,present,1.3330100010000001,1,1
obs1,proficio,ori,easy,absent,7.020705,1,0
obs1,proficio,ori,hard,present,13.09074,0,0
obs1,proficio,ori,mid,absent,7.220805001,1,0
obs1,proficio,ori,easy,present,0.717910001,1,1
obs1,proficio,ori,hard,absent,3.168100001,1,0
obs1,proficio,ori,mid,absent,4.081085,1,0
obs1,proficio,ori,hard,absent,9.43764,0,1
obs1,proficio,ori,mid,absent,21.83313,1,0
obs1,proficio,ori,hard,present,1.35716,1,1
obs1,proficio,ori,hard,present,0.993164999,1,1
obs1,proficio,ori,mid,absent,6.430905001,1,0
obs1,proficio,ori,easy,present,0.83123,1,1
obs1,proficio,ori,easy,present,0.7325,1,1
obs1,proficio,ori,mid,present,0.980970001,1,1
obs1,proficio,ori,easy,absent,2.8016,0,1
obs1,proficio,ori,mid,absent,7.27231,1,0
obs1,proficio,ori,hard,present,1.308729999,1,1
obs1,proficio,ori,mid,absent,11.22487,0,1
obs1,proficio,ori,hard,present,9.5350249989999991,1,1
obs1,proficio,ori,hard,absent,5.838540001,1,0
obs1,proficio,ori,easy,absent,8.437075,1,0
obs1,proficio,ori,hard,absent,18.09486,1,0
obs1,proficio,ori,easy,absent,5.841025,1,0
obs1,proficio,ori,mid,present,1.128304999,1,1
obs1,proficio,ori,hard,absent,7.456290001,1,0
obs1,proficio,ori,mid,absent,6.56191,1,0
obs1,proficio,ori,hard,present,29.054785,0,0
obs1,proficio,ori,hard,absent,2.965994999,0,1
obs1,proficio,ori,mid,absent,8.016925002,1,0
obs1,proficio,ori,hard,absent,7.434824999,0,1
obs1,proficio,ori,hard,present,2.152045,1,1
obs1,proficio,ori,hard,present,4.31573,1,1
obs1,proficio,ori,hard,present,6.911255,0,0
obs1,proficio,ori,hard,absent,2.15044,0,1
obs1,proficio,ori,easy,absent,23.25742,1,0
obs1,proficio,ori,mid,present,1.436379999,1,1
obs1,proficio,ori,mid,absent,12.4908,1,0
obs1,proficio,ori,mid,present,1.027080001,1,1
obs1,proficio,ori,easy,absent,4.727189999,1,0
obs1,proficio,ori,easy,absent,2.49649,1,0
obs1,proficio,ori,easy,absent,5.821150001,1,0
obs1,proficio,ori,hard,absent,11.57276,1,0
obs1,proficio,ori,hard,present,3.456464998,1,1
obs1,proficio,ori,mid,present,1.529069999,1,1
obs1,proficio,ori,mid,present,0.906889999,1,1
obs1,proficio,ori,hard,present,10.840285,1,1
obs1,proficio,ori,easy,present,0.652120002,1,1
obs2,proficio,ori,easy,present,0.82155,1,1
obs2,proficio,ori,mid,absent,2.619545,1,0
obs2,proficio,ori,hard,present,3.2265,0,0
obs2,proficio,ori,easy,present,0.72561,1,1
obs2,proficio,ori,mid,absent,1.040405,1,0
obs2,proficio,ori,hard,present,2.88119,1,1
obs2,proficio,ori,mid,absent,2.754065,1,0
obs2,proficio,ori,easy,present,0.767975,1,1
obs2,proficio,ori,mid,present,6.182865,0,0
obs2,proficio,ori,hard,absent,10.71878,1,0
obs2,proficio,ori,mid,present,7.64465,0,0
obs2,proficio,ori,hard,absent,14.042935,1,0
obs2,proficio,ori,easy,absent,5.72513,1,0
obs2,proficio,ori,easy,absent,2.619635,1,0
obs2,proficio,ori,hard,absent,6.51274,1,0
obs2,proficio,ori,easy,present,0.846545,1,1
obs2,proficio,ori,hard,present,3.636315,0,0
obs2,proficio,ori,easy,present,0.98994,1,1
obs2,proficio,ori,mid,present,1.77021,1,1
obs2,proficio,ori,easy,present,1.178995,1,1
obs2,proficio,ori,mid,present,3.540115,0,0
obs2,proficio,ori,easy,present,0.94239,1,1
obs2,proficio,ori,mid,present,4.39899,1,1
obs2,proficio,ori,hard,absent,4.379765,1,0
obs2,proficio,ori,hard,present,1.338735,1,1
obs2,proficio,ori,hard,present,5.246825,0,0
obs2,proficio,ori,easy,present,0.786735,1,1
obs2,proficio,ori,easy,absent,5.751175,1,0
obs2,proficio,ori,easy,absent,4.535465,1,0
obs2,proficio,ori,hard,absent,6.07875,1,0
obs2,proficio,ori,hard,present,6.61892,0,0
obs2,proficio,ori,easy,absent,4.534215,1,0
obs2,proficio,ori,hard,absent,6.4321,1,0
obs2,proficio,ori,mid,absent,7.4565,1,0
obs2,proficio,ori,mid,present,2.34742,1,1
obs2,proficio,ori,mid,absent,6.928455,1,0
obs2,proficio,ori,hard,present,5.805485,1,1
obs2,proficio,ori,easy,present,0.7064,1,1
obs2,proficio,ori,easy,absent,5.94345,1,0
obs2,proficio,ori,mid,absent,4.622465,1,0
obs2,proficio,ori,easy,absent,4.05567,1,0
obs2,proficio,ori,hard,absent,4.346555,1,0
obs2,proficio,ori,hard,present,4.462075,0,0
obs2,proficio,ori,easy,present,0.690965,1,1
obs2,proficio,ori,easy,absent,1.398925,1,0
obs2,proficio,ori,mid,present,0.90304,1,1
obs2,proficio,ori,mid,absent,8.74903,1,0
obs2,proficio,ori,easy,absent,1.593755,1,0
obs2,proficio,ori,mid,absent,3.83544,1,0
obs2,proficio,ori,easy,present,0.5712,1,1
obs2,proficio,ori,easy,present,0.62556,1,1
obs2,proficio,ori,mid,absent,5.363615,1,0
obs2,proficio,ori,hard,absent,8.177185,0,1
obs2,proficio,ori,mid,absent,3.680475,1,0
obs2,proficio,ori,easy,absent,4.07491,1,0
obs2,proficio,ori,hard,present,1.58496,0,0
obs2,proficio,ori,hard,present,5.67684,0,0
obs2,proficio,ori,hard,absent,16.72484,1,0
obs2,proficio,ori,easy,absent,3.72942,1,0
obs2,proficio,ori,easy,present,0.89015,1,1
obs2,proficio,ori,hard,absent,2.0991,1,0
obs2,proficio,ori,mid,present,4.883405,1,1
obs2,proficio,ori,easy,present,0.64884,1,1
obs2,proficio,ori,easy,present,0.792655,1,1
obs2,proficio,ori,mid,present,4.075635,1,1
obs2,proficio,ori,hard,present,1.671245,0,0
obs2,proficio,ori,hard,present,11.06932,1,1
obs2,proficio,ori,easy,present,0.775985,1,1
obs2,proficio,ori,mid,absent,2.22926,1,0
obs2,proficio,ori,mid,absent,2.88104,1,0
obs2,proficio,ori,mid,absent,5.88345,1,0
obs2,proficio,ori,mid,present,1.01291,1,1
obs2,proficio,ori,mid,absent,9.256995,1,0
obs2,proficio,ori,hard,present,4.39855,0,0
obs2,proficio,ori,easy,absent,1.50861,1,0
obs2,proficio,ori,mid,present,2.16684,1,1
obs2,proficio,ori,mid,present,5.950115,0,0
obs2,proficio,ori,hard,absent,5.725115,1,0
obs2,proficio,ori,mid,absent,6.23984,1,0
obs2,proficio,ori,mid,present,0.89824,1,1
obs2,proficio,ori,mid,present,4.1309,0,0
obs2,proficio,ori,hard,present,1.403665,0,0
obs2,proficio,ori,mid,absent,7.429665,1,0
obs2,proficio,ori,easy,absent,3.741155,1,0
obs2,proficio,ori,hard,absent,15.782515,1,0
obs2,proficio,ori,hard,present,8.438655,0,0
obs2,proficio,ori,easy,present,0.914925,1,1
obs2,proficio,ori,hard,present,10.336735,0,0
obs2,proficio,ori,mid,absent,7.0233,1,0
