obs,type,targ,nD,rt,accuracy,response
73,greenVertical,present,15,0.552,1,1
73,greenVertical,present,15,0.753,1,1
73,greenVertical,present,15,1.073,1,1
73,greenVertical,present,15,0.843,1,1
73,greenVertical,present,15,0.713,1,1
73,greenVertical,present,15,0.608,1,1
73,greenVertical,absent,15,0.978,1,0
73,greenVertical,absent,15,1.197,1,0
73,greenVertical,absent,15,0.871,1,0
73,greenVertical,absent,15,0.813,1,0
73,greenVertical,absent,15,1.187,1,0
73,greenVertical,absent,15,0.793,1,0
73,greenVertical,present,15,0.804,1,1
73,greenVertical,absent,15,0.92,1,0
73,greenVertical,present,15,0.769,1,1
73,greenVertical,absent,15,1.36,1,0
73,greenVertical,present,15,0.678,1,1
73,greenVertical,absent,15,0.856,1,0
73,greenVertical,absent,15,0.753,1,0
73,greenVertical,absent,15,0.744,1,0
73,greenVertical,present,15,0.804,0,0
73,greenVertical,absent,15,1.191,1,0
73,greenVertical,present,15,0.765,1,1
73,greenVertical,present,15,0.856,1,1
73,greenVertical,present,15,0.902,1,1
73,greenVertical,absent,15,1.495,1,0
73,greenVertical,absent,15,1.307,1,0
73,greenVertical,absent,15,0.626,1,0
73,greenVertical,absent,15,0.789,1,0
73,greenVertical,present,15,0.574,1,1
73,greenVertical,present,15,0.54,1,1
73,greenVertical,present,15,1.008,1,1
73,greenVertical,absent,15,1.069,1,0
73,greenVertical,absent,15,0.694,1,0
73,greenVertical,absent,15,0.61,1,0
73,greenVertical,absent,15,0.825,1,0
73,greenVertical,present,15,0.524,1,1
73,greenVertical,present,15,0.622,1,1
73,greenVertical,present,15,0.759,1,1
73,greenVertical,present,15,0.738,1,1
73,greenVertical,present,15,0.625,1,1
73,greenVertical,absent,15,0.723,1,0
73,greenVertical,absent,15,0.606,1,0
73,greenVertical,present,15,0.763,1,1
73,greenVertical,absent,15,0.678,1,0
73,redHorizontal,present,15,1.269,1,1
73,redHorizontal,absent,15,0.731,1,0
73,redHorizontal,absent,15,0.78,1,0
73,redHorizontal,absent,15,0.514,1,0
73,redHorizontal,absent,15,0.777,1,0
73,redHorizontal,absent,15,0.987,1,0
73,redHorizontal,present,15,0.842,1,1
73,redHorizontal,present,15,0.829,0,0
73,redHorizontal,absent,15,1.156,1,0
73,redHorizontal,absent,15,0.996,1,0
73,redHorizontal,present,15,2.528,1,1
73,redHorizontal,present,15,1.02,1,1
73,redHorizontal,absent,15,1.356,1,0
73,redHorizontal,absent,15,1.69,1,0
73,redHorizontal,present,15,0.746,1,1
73,redHorizontal,present,15,0.796,1,1
73,redHorizontal,absent,15,1.082,1,0
73,redHorizontal,absent,15,0.944,1,0
73,redHorizontal,present,15,0.837,1,1
73,redHorizontal,absent,15,0.673,1,0
73,redHorizontal,present,15,0.507,1,1
73,redHorizontal,present,15,0.738,1,1
73,redHorizontal,absent,15,0.82,1,0
73,redHorizontal,present,15,0.761,1,1
73,redHorizontal,present,15,0.847,1,1
73,redHorizontal,absent,15,0.863,1,0
73,redHorizontal,absent,15,0.929,1,0
73,redHorizontal,present,15,1.003,1,1
73,redHorizontal,absent,15,0.64,1,0
73,redHorizontal,absent,15,1.389,1,0
73,redHorizontal,present,15,0.639,1,1
73,redHorizontal,present,15,0.762,1,1
73,redHorizontal,present,15,0.619,1,1
73,redHorizontal,absent,15,1.412,1,0
73,redHorizontal,present,15,0.595,1,1
73,redHorizontal,absent,15,0.922,1,0
73,redHorizontal,absent,15,0.787,1,0
73,redHorizontal,absent,15,1.035,1,0
73,redHorizontal,present,15,1.197,1,1
73,redHorizontal,present,15,0.646,1,1
73,redHorizontal,present,15,0.499,1,1
73,redHorizontal,present,15,0.625,1,1
73,redHorizontal,absent,15,0.884,1,0
73,redHorizontal,present,15,1.021,1,1
73,redHorizontal,present,15,0.495,1,1
73,redHorizontal,absent,15,0.605,1,0
73,redHorizontal,present,15,0.592,1,1
73,redHorizontal,absent,15,0.748,1,0
73,redHorizontal,present,15,0.667,1,1
73,redHorizontal,absent,15,0.87,1,0
74,redHorizontal,present,15,2.295045,1,1
74,redHorizontal,absent,15,1.58973,1,0
74,redHorizontal,absent,15,1.75761,1,0
74,redHorizontal,present,15,0.953675,1,1
74,redHorizontal,absent,15,2.481495,1,0
74,redHorizontal,present,15,0.91968,1,1
74,redHorizontal,absent,15,1.988715,1,0
74,redHorizontal,present,15,0.987365,1,1
74,redHorizontal,present,15,1.18789,1,1
74,redHorizontal,present,15,0.75864,1,1
74,redHorizontal,absent,15,1.129315,1,0
74,redHorizontal,absent,15,1.45271,1,0
74,redHorizontal,present,15,1.19084,1,1
74,redHorizontal,absent,15,1.054355,1,0
74,redHorizontal,present,15,0.836425,1,1
74,redHorizontal,present,15,1.04119,1,1
74,redHorizontal,present,15,1.59007,1,1
74,redHorizontal,absent,15,1.25654,1,0
74,redHorizontal,present,15,1.35459,1,1
74,redHorizontal,present,15,0.93939,1,1
74,redHorizontal,absent,15,1.710115,1,0
74,redHorizontal,present,15,0.74323,1,1
74,redHorizontal,absent,15,0.969535,1,0
74,redHorizontal,present,15,0.688665,1,1
74,redHorizontal,absent,15,0.803705,1,0
74,redHorizontal,present,15,0.69202,1,1
74,redHorizontal,present,15,0.69312,1,1
74,redHorizontal,absent,15,1.5724,1,0
74,redHorizontal,absent,15,0.702455,1,0
74,redHorizontal,absent,15,0.941275,1,0
74,redHorizontal,absent,15,0.61884,1,0
74,redHorizontal,present,15,0.91414,1,1
74,redHorizontal,absent,15,0.653485,1,0
74,redHorizontal,present,15,0.937535,1,1
74,redHorizontal,absent,15,0.85872,1,0
74,redHorizontal,present,15,1.023145,1,1
74,redHorizontal,present,15,0.90614,1,1
74,redHorizontal,absent,15,0.927125,1,0
74,redHorizontal,absent,15,0.68974,1,0
74,redHorizontal,present,15,2.00888,0,0
74,redHorizontal,absent,15,0.904285,1,0
74,redHorizontal,present,15,0.808795,1,1
74,redHorizontal,present,15,0.988005,1,1
74,redHorizontal,absent,15,0.868665,1,0
74,redHorizontal,present,15,0.692155,1,1
74,redHorizontal,present,15,0.88855,1,1
74,redHorizontal,absent,15,0.97409,1,0
74,redHorizontal,absent,15,0.73353,1,0
74,redHorizontal,absent,15,0.771085,1,0
74,greenVertical,absent,15,1.47338,1,0
74,greenVertical,present,15,1.44096,1,1
74,greenVertical,absent,15,1.492885,1,0
74,greenVertical,present,15,1.300995,1,1
74,greenVertical,present,15,1.386155,1,1
74,greenVertical,present,15,1.26883,1,1
74,greenVertical,present,15,1.03989,1,1
74,greenVertical,absent,15,1.845155,1,0
74,greenVertical,absent,15,0.94232,1,0
74,greenVertical,absent,15,1.092145,1,0
74,greenVertical,absent,15,1.422855,1,0
74,greenVertical,present,15,1.171795,1,1
74,greenVertical,absent,15,0.76696,1,0
74,greenVertical,present,15,1.74245,1,1
74,greenVertical,present,15,1.703455,1,1
74,greenVertical,absent,15,1.490975,1,0
74,greenVertical,present,15,1.58788,1,1
74,greenVertical,present,15,1.286205,1,1
74,greenVertical,present,15,0.70609,1,1
74,greenVertical,absent,15,0.868665,1,0
74,greenVertical,present,15,0.883145,1,1
74,greenVertical,present,15,0.90442,1,1
74,greenVertical,present,15,0.86653,1,1
74,greenVertical,absent,15,0.75155,1,0
74,greenVertical,present,15,1.00348,1,1
74,greenVertical,absent,15,0.835245,1,0
74,greenVertical,absent,15,0.681715,1,0
74,greenVertical,present,15,0.92172,1,1
74,greenVertical,absent,15,2.05887,1,0
74,greenVertical,present,15,0.778035,1,1
74,greenVertical,present,15,1.200235,1,1
74,greenVertical,absent,15,0.8876,1,0
74,greenVertical,present,15,0.78675,1,1
74,greenVertical,absent,15,0.652705,1,0
74,greenVertical,present,15,1.33916,1,1
74,greenVertical,absent,15,1.00079,1,0
74,greenVertical,absent,15,0.777,1,0
74,greenVertical,absent,15,0.82022,1,0
74,greenVertical,absent,15,0.704905,1,0
74,greenVertical,present,15,1.071935,1,1
74,greenVertical,present,15,0.592115,1,1
74,greenVertical,present,15,0.770745,1,1
74,greenVertical,absent,15,0.76127,1,0
74,greenVertical,absent,15,0.873945,1,0
74,greenVertical,absent,15,0.77333,1,0
74,greenVertical,present,15,1.52313,1,1
74,greenVertical,absent,15,0.655045,1,0
74,greenVertical,absent,15,1.089605,1,0
74,greenVertical,present,15,0.797105,1,1
74,greenVertical,absent,15,0.802715,1,0
75,greenVertical,present,15,1.99619,1,1
75,greenVertical,present,15,1.460755,1,1
75,greenVertical,absent,15,1.876105,1,0
75,greenVertical,present,15,1.42719,1,1
75,greenVertical,present,15,2.224075,1,1
75,greenVertical,absent,15,1.684095,1,0
75,greenVertical,absent,15,1.87964,1,0
75,greenVertical,absent,15,1.75446,1,0
75,greenVertical,present,15,1.029535,1,1
75,greenVertical,absent,15,2.352015,1,0
75,greenVertical,present,15,1.62259,1,1
75,greenVertical,absent,15,2.55801,1,0
75,greenVertical,absent,15,2.09012,1,0
75,greenVertical,absent,15,1.6651,1,0
75,greenVertical,absent,15,2.065345,1,0
75,greenVertical,absent,15,1.560975,1,0
75,greenVertical,absent,15,1.743165,1,0
75,greenVertical,absent,15,1.29845,1,0
75,greenVertical,present,15,1.918975,1,1
75,greenVertical,present,15,0.83412,1,1
75,greenVertical,present,15,0.79632,1,1
75,greenVertical,absent,15,1.78655,1,0
75,greenVertical,present,15,1.037255,1,1
75,greenVertical,present,15,1.37206,1,1
75,greenVertical,absent,15,1.8472,1,0
75,greenVertical,present,15,0.9173,1,1
75,greenVertical,present,15,1.49978,1,1
75,greenVertical,present,15,1.144505,1,1
75,greenVertical,present,15,0.7739,1,1
75,greenVertical,absent,15,1.685,1,0
75,greenVertical,absent,15,1.934555,1,0
75,greenVertical,present,15,1.0692,1,1
75,greenVertical,present,15,0.739555,1,1
75,greenVertical,present,15,1.301885,1,1
75,greenVertical,absent,15,1.550395,1,0
75,greenVertical,absent,15,1.286425,1,0
75,greenVertical,absent,15,1.7755,1,0
75,greenVertical,absent,15,1.612665,1,0
75,greenVertical,absent,15,1.44807,1,0
75,greenVertical,absent,15,1.31577,1,0
75,greenVertical,present,15,0.978035,1,1
75,greenVertical,absent,15,1.219895,1,0
75,greenVertical,present,15,0.998105,1,1
75,greenVertical,absent,15,1.376385,1,0
75,greenVertical,absent,15,1.40581,1,0
75,greenVertical,present,15,1.920485,1,1
75,greenVertical,present,15,0.86227,1,1
75,greenVertical,present,15,0.840755,1,1
75,greenVertical,present,15,0.8513,1,1
75,greenVertical,present,15,1.866755,1,1
75,redHorizontal,absent,15,1.73179,1,0
75,redHorizontal,absent,15,1.487385,1,0
75,redHorizontal,present,15,0.849585,1,1
75,redHorizontal,absent,15,1.011195,1,0
75,redHorizontal,present,15,0.76859,1,1
75,redHorizontal,present,15,1.338195,1,1
75,redHorizontal,present,15,0.9589,1,1
75,redHorizontal,present,15,0.964445,1,1
75,redHorizontal,absent,15,1.11641,1,0
75,redHorizontal,absent,15,1.842935,1,0
75,redHorizontal,absent,15,1.37014,1,0
75,redHorizontal,present,15,1.120555,1,1
75,redHorizontal,absent,15,1.61561,1,0
75,redHorizontal,present,15,1.165465,1,1
75,redHorizontal,present,15,0.894125,1,1
75,redHorizontal,present,15,1.179945,1,1
75,redHorizontal,present,15,0.937235,1,1
75,redHorizontal,absent,15,1.26433,1,0
75,redHorizontal,present,15,1.34204,1,1
75,redHorizontal,present,15,0.86755,1,1
75,redHorizontal,absent,15,0.99097,1,0
75,redHorizontal,present,15,0.89563,1,1
75,redHorizontal,absent,15,1.609235,1,0
75,redHorizontal,present,15,1.111175,1,1
75,redHorizontal,absent,15,1.176915,1,0
75,redHorizontal,absent,15,1.349645,1,0
75,redHorizontal,absent,15,1.989705,1,0
75,redHorizontal,present,15,0.768555,1,1
75,redHorizontal,present,15,0.904725,1,1
75,redHorizontal,present,15,0.75981,1,1
75,redHorizontal,absent,15,1.6565,1,0
75,redHorizontal,absent,15,1.199385,1,0
75,redHorizontal,absent,15,1.192195,1,0
75,redHorizontal,present,15,0.941065,1,1
75,redHorizontal,present,15,1.00629,1,1
75,redHorizontal,absent,15,1.331765,1,0
75,redHorizontal,absent,15,1.585735,1,0
75,redHorizontal,present,15,1.021115,1,1
75,redHorizontal,absent,15,1.24694,1,0
75,redHorizontal,absent,15,1.734625,1,0
75,redHorizontal,present,15,0.91645,1,1
75,redHorizontal,absent,15,1.09579,1,0
75,redHorizontal,absent,15,0.934485,1,0
75,redHorizontal,absent,15,1.317155,1,0
75,redHorizontal,present,15,1.08065,1,1
75,redHorizontal,present,15,0.855485,1,1
75,redHorizontal,present,15,0.94204,1,1
75,redHorizontal,present,15,1.01854,1,1
75,redHorizontal,absent,15,1.04098,1,0
75,redHorizontal,absent,15,0.968905,1,0
76,greenVertical,present,15,2.322,1,1
76,greenVertical,absent,15,1.368,1,0
76,greenVertical,absent,15,1.664,0,1
76,greenVertical,present,15,1.487,1,1
76,greenVertical,absent,15,1.158,1,0
76,greenVertical,absent,15,0.868,1,0
76,greenVertical,present,15,1.131,1,1
76,greenVertical,absent,15,0.773,1,0
76,greenVertical,present,15,0.6,1,1
76,greenVertical,present,15,0.894,1,1
76,greenVertical,absent,15,0.996,1,0
76,greenVertical,absent,15,0.728,1,0
76,greenVertical,present,15,0.849,1,1
76,greenVertical,present,15,1.254,1,1
76,greenVertical,present,15,1.047,1,1
76,greenVertical,absent,15,1.31,1,0
76,greenVertical,absent,15,1.58,1,0
76,greenVertical,present,15,0.793,1,1
76,greenVertical,present,15,1.221,1,1
76,greenVertical,present,15,0.775,1,1
76,greenVertical,absent,15,0.752,1,0
76,greenVertical,absent,15,0.867,1,0
76,greenVertical,absent,15,1.099,1,0
76,greenVertical,absent,15,0.802,1,0
76,greenVertical,present,15,0.804,0,0
76,greenVertical,present,15,1.514,1,1
76,greenVertical,present,15,0.952,1,1
76,greenVertical,absent,15,0.963,1,0
76,greenVertical,present,15,0.836,1,1
76,greenVertical,absent,15,1.182,1,0
76,greenVertical,present,15,0.947,1,1
76,greenVertical,present,15,0.641,1,1
76,greenVertical,absent,15,0.962,1,0
76,greenVertical,present,15,1.223,1,1
76,greenVertical,present,15,1.067,1,1
76,greenVertical,present,15,0.821,1,1
76,greenVertical,absent,15,1.246,1,0
76,greenVertical,present,15,0.848,1,1
76,greenVertical,absent,15,0.997,1,0
76,greenVertical,present,15,1.88,1,1
76,greenVertical,absent,15,1.2,1,0
76,greenVertical,present,15,0.932,1,1
76,greenVertical,present,15,0.712,1,1
76,greenVertical,absent,15,1.76,1,0
76,greenVertical,absent,15,1.133,1,0
76,greenVertical,absent,15,1.13,1,0
76,greenVertical,present,15,1.342,1,1
76,greenVertical,absent,15,1.064,1,0
76,greenVertical,absent,15,0.669,1,0
76,greenVertical,absent,15,1.431,1,0
76,redHorizontal,absent,15,0.938,1,0
76,redHorizontal,present,15,1.481,1,1
76,redHorizontal,present,15,0.608,1,1
76,redHorizontal,present,15,1.605,1,1
76,redHorizontal,present,15,0.928,1,1
76,redHorizontal,present,15,0.904,1,1
76,redHorizontal,absent,15,0.905,1,0
76,redHorizontal,present,15,1.324,1,1
76,redHorizontal,present,15,1.078,1,1
76,redHorizontal,absent,15,1.129,1,0
76,redHorizontal,absent,15,1.034,1,0
76,redHorizontal,absent,15,1.218,1,0
76,redHorizontal,present,15,1.441,1,1
76,redHorizontal,absent,15,1.067,1,0
76,redHorizontal,absent,15,0.774,1,0
76,redHorizontal,present,15,1.077,1,1
76,redHorizontal,present,15,1.499,1,1
76,redHorizontal,absent,15,1.351,1,0
76,redHorizontal,present,15,1.699,1,1
76,redHorizontal,present,15,0.756,1,1
76,redHorizontal,present,15,1.943,1,1
76,redHorizontal,absent,15,1.487,1,0
76,redHorizontal,present,15,1.24,1,1
76,redHorizontal,absent,15,1.511,1,0
76,redHorizontal,absent,15,1.244,1,0
76,redHorizontal,present,15,1.873,1,1
76,redHorizontal,present,15,1.135,1,1
76,redHorizontal,absent,15,1.711,1,0
76,redHorizontal,present,15,1.628,1,1
76,redHorizontal,present,15,0.736,1,1
76,redHorizontal,absent,15,1.578,1,0
76,redHorizontal,absent,15,1.05,1,0
76,redHorizontal,present,15,1.248,1,1
76,redHorizontal,absent,15,1.223,1,0
76,redHorizontal,absent,15,1.496,1,0
76,redHorizontal,absent,15,1.967,1,0
76,redHorizontal,absent,15,1.168,1,0
76,redHorizontal,absent,15,1.509,1,0
76,redHorizontal,absent,15,1.444,1,0
76,redHorizontal,absent,15,1.279,1,0
76,redHorizontal,absent,15,1.529,1,0
76,redHorizontal,present,15,1.279,0,0
76,redHorizontal,present,15,1.2,1,1
76,redHorizontal,absent,15,1.878,1,0
76,redHorizontal,present,15,1.12,1,1
76,redHorizontal,present,15,1.89,1,1
76,redHorizontal,present,15,2.004,1,1
76,redHorizontal,absent,15,1.363,1,0
76,redHorizontal,absent,15,1.355,1,0
76,redHorizontal,present,15,1.268,1,1
77,greenVertical,absent,15,2.659595,1,0
77,greenVertical,present,15,1.21031,1,1
77,greenVertical,absent,15,1.77972,1,0
77,greenVertical,absent,15,1.277695,0,1
77,greenVertical,present,15,1.19364,1,1
77,greenVertical,present,15,1.093455,1,1
77,greenVertical,absent,15,1.028955,1,0
77,greenVertical,absent,15,2.595565,0,1
77,greenVertical,present,15,0.63971,1,1
77,greenVertical,present,15,1.113725,1,1
77,greenVertical,present,15,0.67507,1,1
77,greenVertical,absent,15,1.16536,0,1
77,greenVertical,present,15,1.294925,1,1
77,greenVertical,absent,15,2.345695,1,0
77,greenVertical,present,15,0.594125,1,1
77,greenVertical,absent,15,1.010695,1,0
77,greenVertical,present,15,1.191665,1,1
77,greenVertical,present,15,0.928335,1,1
77,greenVertical,absent,15,1.01414,1,0
77,greenVertical,present,15,0.995175,1,1
77,greenVertical,present,15,0.83042,1,1
77,greenVertical,absent,15,1.06487,0,1
77,greenVertical,present,15,0.777295,1,1
77,greenVertical,absent,15,3.245925,1,0
77,greenVertical,absent,15,1.49731,1,0
77,greenVertical,present,15,0.94086,1,1
77,greenVertical,absent,15,2.61341,1,0
77,greenVertical,absent,15,1.20339,1,0
77,greenVertical,absent,15,0.87281,1,0
77,greenVertical,present,15,0.897775,1,1
77,greenVertical,present,15,0.827835,0,0
77,greenVertical,present,15,1.077245,1,1
77,greenVertical,absent,15,0.83426,1,0
77,greenVertical,present,15,0.784245,1,1
77,greenVertical,present,15,1.086565,1,1
77,greenVertical,present,15,0.897195,1,1
77,greenVertical,absent,15,1.078395,1,0
77,greenVertical,present,15,0.809775,1,1
77,greenVertical,absent,15,2.411985,1,0
77,greenVertical,present,15,1.80595,1,1
77,greenVertical,present,15,0.69725,1,1
77,greenVertical,absent,15,0.843415,1,0
77,greenVertical,absent,15,1.443505,0,1
77,greenVertical,absent,15,0.828735,1,0
77,greenVertical,present,15,0.73211,1,1
77,greenVertical,absent,15,0.897505,1,0
77,greenVertical,present,15,0.944535,1,1
77,greenVertical,absent,15,0.93747,1,0
77,redHorizontal,present,15,1.642205,1,1
77,redHorizontal,absent,15,0.93168,1,0
77,redHorizontal,present,15,1.495685,1,1
77,redHorizontal,absent,15,1.547525,1,0
77,redHorizontal,present,15,1.494035,1,1
77,redHorizontal,absent,15,1.228285,1,0
77,redHorizontal,absent,15,1.638045,1,0
77,redHorizontal,present,15,1.49483,1,1
77,redHorizontal,present,15,1.23274,1,1
77,redHorizontal,absent,15,1.411715,1,0
77,redHorizontal,present,15,2.470445,1,1
77,redHorizontal,absent,15,1.14594,1,0
77,redHorizontal,present,15,0.96162,1,1
77,redHorizontal,absent,15,2.227245,1,0
77,redHorizontal,present,15,1.62914,0,0
77,redHorizontal,absent,15,2.079485,1,0
77,redHorizontal,present,15,0.94011,1,1
77,redHorizontal,absent,15,1.40958,1,0
77,redHorizontal,present,15,1.41244,1,1
77,redHorizontal,present,15,1.476545,0,0
77,redHorizontal,present,15,0.89511,1,1
77,redHorizontal,present,15,0.9312,1,1
77,redHorizontal,absent,15,0.715335,1,0
77,redHorizontal,present,15,0.57636,1,1
77,redHorizontal,present,15,0.74322,1,1
77,redHorizontal,absent,15,0.843305,1,0
77,redHorizontal,present,15,0.70785,0,0
77,redHorizontal,absent,15,0.74528,1,0
77,redHorizontal,absent,15,0.58497,1,0
77,redHorizontal,absent,15,0.488685,1,0
77,redHorizontal,absent,15,0.57671,1,0
77,redHorizontal,absent,15,0.50205,1,0
77,redHorizontal,present,15,0.58202,0,0
77,redHorizontal,absent,15,0.915805,1,0
77,redHorizontal,present,15,0.774885,1,1
77,redHorizontal,present,15,1.114425,1,1
77,redHorizontal,absent,15,1.07859,1,0
77,redHorizontal,present,15,0.674955,1,1
77,redHorizontal,absent,15,1.613805,1,0
77,redHorizontal,absent,15,0.79378,1,0
77,redHorizontal,absent,15,0.714955,1,0
77,redHorizontal,absent,15,0.89341,1,0
77,redHorizontal,present,15,0.909115,1,1
77,redHorizontal,present,15,0.965905,1,1
77,redHorizontal,absent,15,1.176385,1,0
77,redHorizontal,absent,15,0.82904,1,0
77,redHorizontal,present,15,0.80938,1,1
77,redHorizontal,present,15,1.04303,0,0
78,redHorizontal,absent,15,1.07877,0,1
78,redHorizontal,absent,15,0.821015,1,0
78,redHorizontal,present,15,1.3166,1,1
78,redHorizontal,present,15,1.250285,1,1
78,redHorizontal,present,15,1.3365,1,1
78,redHorizontal,absent,15,1.29215,1,0
78,redHorizontal,present,15,1.597475,1,1
78,redHorizontal,absent,15,1.133985,1,0
78,redHorizontal,present,15,1.207185,1,1
78,redHorizontal,absent,15,2.16887,1,0
78,redHorizontal,present,15,1.138145,1,1
78,redHorizontal,present,15,1.16149,1,1
78,redHorizontal,absent,15,1.419355,1,0
78,redHorizontal,absent,15,1.882435,1,0
78,redHorizontal,absent,15,1.427685,1,0
78,redHorizontal,absent,15,1.17865,1,0
78,redHorizontal,present,15,1.22017,1,1
78,redHorizontal,absent,15,1.811355,1,0
78,redHorizontal,absent,15,0.83906,1,0
78,redHorizontal,present,15,0.926195,1,1
78,redHorizontal,present,15,1.26407,1,1
78,redHorizontal,absent,15,1.12047,1,0
78,redHorizontal,present,15,1.32469,1,1
78,redHorizontal,present,15,1.299455,1,1
78,redHorizontal,absent,15,1.260205,1,0
78,redHorizontal,absent,15,0.90919,1,0
78,redHorizontal,present,15,1.10938,1,1
78,redHorizontal,absent,15,1.17518,1,0
78,redHorizontal,present,15,0.920025,1,1
78,redHorizontal,absent,15,1.08436,1,0
78,redHorizontal,absent,15,1.131385,1,0
78,redHorizontal,present,15,1.208835,0,0
78,redHorizontal,present,15,1.142895,1,1
78,redHorizontal,present,15,0.91551,1,1
78,redHorizontal,absent,15,1.14853,1,0
78,redHorizontal,absent,15,1.18559,1,0
78,redHorizontal,present,15,0.95484,1,1
78,redHorizontal,present,15,0.74214,1,1
78,redHorizontal,present,15,1.033595,1,1
78,redHorizontal,absent,15,1.26657,1,0
78,redHorizontal,present,15,0.982865,1,1
78,redHorizontal,absent,15,1.10331,1,0
78,redHorizontal,present,15,0.82929,1,1
78,redHorizontal,absent,15,0.92724,1,0
78,redHorizontal,present,15,0.82875,1,1
78,redHorizontal,present,15,0.926565,1,1
78,redHorizontal,absent,15,1.168795,1,0
78,redHorizontal,absent,15,1.132175,1,0
78,redHorizontal,absent,15,0.84742,1,0
78,redHorizontal,present,15,1.26196,1,1
78,greenVertical,absent,15,1.192805,1,0
78,greenVertical,present,15,1.159325,1,1
78,greenVertical,absent,15,1.38279,1,0
78,greenVertical,absent,15,1.121885,1,0
78,greenVertical,absent,15,1.01978,1,0
78,greenVertical,absent,15,0.881635,1,0
78,greenVertical,present,15,1.024955,1,1
78,greenVertical,present,15,1.01487,1,1
78,greenVertical,absent,15,1.146485,1,0
78,greenVertical,absent,15,0.778865,1,0
78,greenVertical,absent,15,0.912515,1,0
78,greenVertical,absent,15,0.899,1,0
78,greenVertical,present,15,0.93125,1,1
78,greenVertical,present,15,0.86298,1,1
78,greenVertical,present,15,0.99316,1,1
78,greenVertical,present,15,0.615445,1,1
78,greenVertical,present,15,0.501155,1,1
78,greenVertical,absent,15,1.025405,1,0
78,greenVertical,absent,15,0.842165,1,0
78,greenVertical,absent,15,0.929385,1,0
78,greenVertical,present,15,0.98435,1,1
78,greenVertical,present,15,1.143025,1,1
78,greenVertical,absent,15,0.985275,1,0
78,greenVertical,absent,15,0.671425,1,0
78,greenVertical,present,15,0.654135,1,1
78,greenVertical,present,15,1.01146,1,1
78,greenVertical,present,15,0.851495,1,1
78,greenVertical,absent,15,1.209365,1,0
78,greenVertical,present,15,0.584545,1,1
78,greenVertical,present,15,0.993075,1,1
78,greenVertical,absent,15,0.694615,1,0
78,greenVertical,absent,15,0.5928,1,0
78,greenVertical,absent,15,0.663535,1,0
78,greenVertical,present,15,0.89181,1,1
78,greenVertical,present,15,0.635235,1,1
78,greenVertical,absent,15,1.0198,1,0
78,greenVertical,absent,15,0.578005,1,0
78,greenVertical,present,15,0.84263,1,1
78,greenVertical,absent,15,0.62616,1,0
78,greenVertical,absent,15,0.661455,1,0
78,greenVertical,present,15,0.948135,1,1
78,greenVertical,present,15,0.72617,1,1
78,greenVertical,present,15,0.742655,1,1
78,greenVertical,absent,15,0.79313,1,0
78,greenVertical,present,15,0.96989,1,1
78,greenVertical,present,15,0.67636,1,1
78,greenVertical,absent,15,0.847505,1,0
78,greenVertical,present,15,1.02887,1,1
78,greenVertical,present,15,0.709405,1,1
78,greenVertical,absent,15,1.109085,1,0
79,redHorizontal,absent,15,0.925075,1,0
79,redHorizontal,present,15,0.824015,1,1
79,redHorizontal,absent,15,0.801185,1,0
79,redHorizontal,absent,15,0.58931,1,0
79,redHorizontal,present,15,0.566445,1,1
79,redHorizontal,absent,15,0.822935,1,0
79,redHorizontal,absent,15,0.679745,1,0
79,redHorizontal,absent,15,0.87197,1,0
79,redHorizontal,absent,15,0.69197,1,0
79,redHorizontal,present,15,0.57748,1,1
79,redHorizontal,present,15,0.474979999,1,1
79,redHorizontal,absent,15,0.577495,1,0
79,redHorizontal,present,15,0.60492,1,1
79,redHorizontal,present,15,0.506905001,0,0
79,redHorizontal,present,15,0.492265,1,1
79,redHorizontal,absent,15,0.558615,1,0
79,redHorizontal,absent,15,0.557745,1,0
79,redHorizontal,absent,15,1.52874,1,0
79,redHorizontal,present,15,1.76058,1,1
79,redHorizontal,present,15,0.47732,1,1
79,redHorizontal,present,15,1.016165,1,1
79,redHorizontal,absent,15,0.670449999,1,0
79,redHorizontal,absent,15,0.53568,1,0
79,redHorizontal,absent,15,0.53677,1,0
79,redHorizontal,present,15,3.141705,0,0
79,redHorizontal,absent,15,0.793035,1,0
79,redHorizontal,present,15,0.574995,1,1
79,redHorizontal,absent,15,0.973405,1,0
79,redHorizontal,present,15,0.522729999,0,0
79,redHorizontal,present,15,0.74733,0,0
79,redHorizontal,present,15,0.705765001,1,1
79,redHorizontal,absent,15,0.775230001,1,0
79,redHorizontal,absent,15,0.653795,1,0
79,redHorizontal,present,15,0.47042,1,1
79,redHorizontal,present,15,0.55592,1,1
79,redHorizontal,absent,15,0.840805,1,0
79,redHorizontal,present,15,0.60766,0,0
79,redHorizontal,absent,15,0.726745,0,1
79,redHorizontal,absent,15,1.380825,1,0
79,redHorizontal,present,15,1.09142,0,0
79,redHorizontal,present,15,0.55714,1,1
79,redHorizontal,absent,15,1.435605001,1,0
79,redHorizontal,absent,15,0.55774,1,0
79,redHorizontal,absent,15,0.73247,1,0
79,redHorizontal,present,15,0.536605,0,0
79,redHorizontal,present,15,0.704425,0,0
79,greenVertical,present,15,0.674725001,0,0
79,greenVertical,absent,15,0.655379999,1,0
79,greenVertical,present,15,0.689765,1,1
79,greenVertical,absent,15,0.722495,1,0
79,greenVertical,present,15,0.523195,1,1
79,greenVertical,absent,15,0.663539999,1,0
