obs,type,targ,nD,rt,accuracy,response
20,redHorizontal,absent,15,0.578,0,1
20,redHorizontal,present,15,1.331,0,0
20,redHorizontal,absent,15,0.633,1,0
20,redHorizontal,absent,15,0.63,1,0
20,redHorizontal,present,15,0.465,0,0
20,redHorizontal,absent,15,0.811,1,0
20,redHorizontal,present,15,0.648,1,1
20,redHorizontal,absent,15,0.982,1,0
20,redHorizontal,absent,15,0.914,1,0
20,redHorizontal,absent,15,0.734,1,0
20,redHorizontal,present,15,0.53,1,1
20,redHorizontal,present,15,0.715,1,1
20,redHorizontal,absent,15,0.759,1,0
20,redHorizontal,present,15,0.708,1,1
20,redHorizontal,present,15,0.549,1,1
20,redHorizontal,present,15,0.664,0,0
20,redHorizontal,absent,15,0.694,1,0
20,redHorizontal,present,15,0.898,1,1
20,redHorizontal,absent,15,0.895,1,0
20,redHorizontal,absent,15,0.73,1,0
20,redHorizontal,present,15,0.626,1,1
20,redHorizontal,absent,15,0.695,1,0
20,redHorizontal,present,15,0.581,1,1
20,redHorizontal,present,15,0.496,0,0
20,redHorizontal,present,15,0.931,1,1
20,redHorizontal,absent,15,1.181,1,0
20,redHorizontal,absent,15,0.737,1,0
20,redHorizontal,absent,15,0.76,1,0
20,redHorizontal,absent,15,1.21,1,0
20,redHorizontal,absent,15,0.784,1,0
20,redHorizontal,absent,15,0.958,1,0
20,redHorizontal,present,15,0.512,1,1
20,redHorizontal,present,15,1.121,1,1
20,redHorizontal,present,15,0.766,1,1
20,redHorizontal,present,15,0.585,1,1
20,redHorizontal,present,15,0.982,1,1
20,redHorizontal,present,15,0.615,1,1
20,redHorizontal,present,15,0.649,1,1
20,redHorizontal,absent,15,1.045,1,0
20,redHorizontal,absent,15,0.817,1,0
20,redHorizontal,absent,15,0.762,1,0
20,redHorizontal,absent,15,1.258,1,0
20,redHorizontal,present,15,0.663,1,1
20,redHorizontal,present,15,0.692,1,1
20,redHorizontal,present,15,0.711,1,1
20,redHorizontal,absent,15,1.614,1,0
20,redHorizontal,present,15,0.727,1,1
20,redHorizontal,absent,15,0.884,1,0
20,redHorizontal,present,15,0.683,1,1
20,greenVertical,absent,15,1.315,1,0
20,greenVertical,absent,15,0.676,1,0
20,greenVertical,absent,15,1.015,1,0
20,greenVertical,present,15,0.7,0,0
20,greenVertical,absent,15,0.708,1,0
20,greenVertical,absent,15,0.827,1,0
20,greenVertical,present,15,0.708,1,1
20,greenVertical,present,15,0.875,1,1
20,greenVertical,absent,15,0.713,1,0
20,greenVertical,absent,15,0.75,1,0
20,greenVertical,present,15,1.086,1,1
20,greenVertical,absent,15,0.614,1,0
20,greenVertical,present,15,0.813,0,0
20,greenVertical,present,15,0.866,1,1
20,greenVertical,present,15,0.681,1,1
20,greenVertical,present,15,1.166,1,1
20,greenVertical,present,15,0.562,1,1
20,greenVertical,present,15,0.618,1,1
20,greenVertical,present,15,1.109,1,1
20,greenVertical,absent,15,0.892,1,0
20,greenVertical,present,15,0.799,1,1
20,greenVertical,absent,15,0.734,1,0
20,greenVertical,present,15,0.662,0,0
20,greenVertical,present,15,0.78,1,1
20,greenVertical,present,15,0.927,0,0
20,greenVertical,present,15,1.16,1,1
20,greenVertical,absent,15,0.948,1,0
20,greenVertical,present,15,0.684,1,1
20,greenVertical,absent,15,0.578,1,0
20,greenVertical,absent,15,0.595,1,0
20,greenVertical,absent,15,0.68,1,0
20,greenVertical,present,15,0.876,1,1
20,greenVertical,present,15,0.928,1,1
20,greenVertical,absent,15,1.639,1,0
20,greenVertical,absent,15,0.91,1,0
20,greenVertical,present,15,1.032,1,1
20,greenVertical,absent,15,0.732,1,0
20,greenVertical,present,15,1.111,1,1
20,greenVertical,present,15,0.599,1,1
20,greenVertical,absent,15,0.746,1,0
20,greenVertical,present,15,0.643,1,1
20,greenVertical,absent,15,0.999,1,0
20,greenVertical,present,15,0.592,1,1
20,greenVertical,absent,15,0.648,1,0
20,greenVertical,present,15,0.792,0,0
20,greenVertical,absent,15,0.842,1,0
20,greenVertical,absent,15,0.613,1,0
20,greenVertical,absent,15,0.848,1,0
20,greenVertical,absent,15,0.677,1,0
20,greenVertical,absent,15,0.952,1,0
21,greenVertical,present,15,0.658505,1,1
21,greenVertical,present,15,0.75001,1,1
21,greenVertical,absent,15,1.14685,1,0
21,greenVertical,absent,15,1.31708,1,0
21,greenVertical,absent,15,1.05076,1,0
21,greenVertical,absent,15,1.245975,1,0
21,greenVertical,absent,15,1.06579,1,0
21,greenVertical,present,15,0.92956,1,1
21,greenVertical,present,15,0.613265,1,1
21,greenVertical,present,15,1.06925,0,0
21,greenVertical,present,15,0.66049,1,1
21,greenVertical,present,15,0.746805,1,1
21,greenVertical,present,15,0.940995,1,1
21,greenVertical,present,15,0.90211,1,1
21,greenVertical,absent,15,0.891225,1,0
21,greenVertical,absent,15,0.75907,1,0
21,greenVertical,present,15,0.794515,1,1
21,greenVertical,absent,15,1.268185,1,0
21,greenVertical,present,15,0.79182,1,1
21,greenVertical,absent,15,0.875985,1,0
21,greenVertical,present,15,0.677,1,1
21,greenVertical,present,15,1.273395,1,1
21,greenVertical,present,15,0.64517,1,1
21,greenVertical,present,15,0.69511,1,1
21,greenVertical,absent,15,1.14733,1,0
21,greenVertical,present,15,0.65234,1,1
21,greenVertical,present,15,1.827185,1,1
21,greenVertical,absent,15,1.18981,1,0
21,greenVertical,absent,15,0.786565,1,0
21,greenVertical,absent,15,0.929975,1,0
21,greenVertical,present,15,0.68293,1,1
21,greenVertical,absent,15,1.00164,1,0
21,greenVertical,absent,15,1.08256,1,0
21,greenVertical,absent,15,1.71767,1,0
21,greenVertical,absent,15,1.43225,1,0
21,greenVertical,present,15,0.71207,1,1
21,greenVertical,absent,15,1.024455,1,0
21,greenVertical,present,15,0.6187,1,1
21,greenVertical,present,15,0.570425,1,1
21,greenVertical,absent,15,0.933025,1,0
21,greenVertical,present,15,0.701435,1,1
21,greenVertical,absent,15,0.841505,1,0
21,greenVertical,absent,15,0.791425,1,0
21,greenVertical,absent,15,0.808705,1,0
21,greenVertical,present,15,0.83966,1,1
21,greenVertical,absent,15,1.206135,1,0
21,greenVertical,absent,15,1.2787,1,0
21,greenVertical,present,15,0.79135,1,1
21,greenVertical,absent,15,1.23257,1,0
21,greenVertical,present,15,0.6224,1,1
21,redHorizontal,absent,15,0.72509,1,0
21,redHorizontal,absent,15,1.35158,1,0
21,redHorizontal,absent,15,0.838005,1,0
21,redHorizontal,present,15,0.80684,1,1
21,redHorizontal,present,15,1.001465,1,1
21,redHorizontal,absent,15,1.51379,1,0
21,redHorizontal,present,15,1.01746,1,1
21,redHorizontal,absent,15,1.22995,1,0
21,redHorizontal,absent,15,2.679545,1,0
21,redHorizontal,present,15,1.06396,1,1
21,redHorizontal,present,15,0.77738,1,1
21,redHorizontal,present,15,0.894885,1,1
21,redHorizontal,absent,15,0.8864,1,0
21,redHorizontal,present,15,0.739285,1,1
21,redHorizontal,present,15,1.129995,0,0
21,redHorizontal,present,15,0.4828,1,1
21,redHorizontal,absent,15,0.88015,1,0
21,redHorizontal,absent,15,0.612585,1,0
21,redHorizontal,absent,15,1.397285,1,0
21,redHorizontal,present,15,0.74254,0,0
21,redHorizontal,present,15,0.610445,1,1
21,redHorizontal,absent,15,1.144715,1,0
21,redHorizontal,absent,15,1.14245,1,0
21,redHorizontal,present,15,0.634095,1,1
21,redHorizontal,present,15,1.1515,0,0
21,redHorizontal,present,15,1.169145,1,1
21,redHorizontal,absent,15,0.85893,1,0
21,redHorizontal,present,15,0.617975,1,1
21,redHorizontal,present,15,0.712895,1,1
21,redHorizontal,absent,15,1.252285,1,0
21,redHorizontal,present,15,0.799805,1,1
21,redHorizontal,present,15,0.59904,1,1
21,redHorizontal,present,15,0.95755,1,1
21,redHorizontal,present,15,0.589055,1,1
21,redHorizontal,present,15,0.48412,1,1
21,redHorizontal,present,15,0.538185,1,1
21,redHorizontal,absent,15,0.86174,1,0
21,redHorizontal,absent,15,0.78634,1,0
21,redHorizontal,absent,15,0.884075,1,0
21,redHorizontal,absent,15,0.98213,1,0
21,redHorizontal,present,15,0.75534,1,1
21,redHorizontal,absent,15,0.659905,1,0
21,redHorizontal,present,15,0.61238,1,1
21,redHorizontal,absent,15,0.99021,1,0
21,redHorizontal,absent,15,1.81492,1,0
21,redHorizontal,absent,15,1.13492,1,0
21,redHorizontal,absent,15,0.82374,1,0
21,redHorizontal,absent,15,1.304345,1,0
21,redHorizontal,present,15,0.691315,1,1
21,redHorizontal,absent,15,0.887525,1,0
22,greenVertical,absent,15,1.385,1,0
22,greenVertical,absent,15,1.169,1,0
22,greenVertical,present,15,1.018,1,1
22,greenVertical,absent,15,1.336,1,0
22,greenVertical,present,15,1.035,1,1
22,greenVertical,absent,15,1.203,1,0
22,greenVertical,absent,15,1.237,1,0
22,greenVertical,absent,15,1.469,1,0
22,greenVertical,present,15,1.169,1,1
22,greenVertical,present,15,1.202,1,1
22,greenVertical,present,15,1.019,1,1
22,greenVertical,present,15,1.152,1,1
22,greenVertical,absent,15,0.97,1,0
22,greenVertical,absent,15,0.853,1,0
22,greenVertical,present,15,0.852,1,1
22,greenVertical,absent,15,1.101,1,0
22,greenVertical,absent,15,1.069,1,0
22,greenVertical,absent,15,1.752,1,0
22,greenVertical,absent,15,0.769,1,0
22,greenVertical,present,15,0.985,1,1
22,greenVertical,absent,15,0.903,1,0
22,greenVertical,absent,15,1.136,1,0
22,greenVertical,absent,15,0.899,1,0
22,greenVertical,absent,15,0.969,1,0
22,greenVertical,present,15,1.268,1,1
22,greenVertical,present,15,1.102,1,1
22,greenVertical,absent,15,1.251,1,0
22,greenVertical,absent,15,1.069,1,0
22,greenVertical,absent,15,1.001,1,0
22,greenVertical,absent,15,1.635,1,0
22,greenVertical,present,15,1.086,1,1
22,greenVertical,absent,15,0.986,1,0
22,greenVertical,present,15,0.985,1,1
22,greenVertical,present,15,0.752,1,1
22,greenVertical,absent,15,0.619,1,0
22,greenVertical,present,15,0.869,1,1
22,greenVertical,present,15,0.869,1,1
22,greenVertical,present,15,0.935,1,1
22,greenVertical,present,15,1.019,1,1
22,greenVertical,present,15,0.803,1,1
22,greenVertical,absent,15,1.069,1,0
22,greenVertical,absent,15,0.751,1,0
22,greenVertical,present,15,1.085,1,1
22,greenVertical,present,15,0.736,1,1
22,greenVertical,present,15,0.72,1,1
22,greenVertical,present,15,0.753,1,1
22,greenVertical,absent,15,0.884,1,0
22,greenVertical,present,15,0.903,1,1
22,greenVertical,present,15,0.852,1,1
22,greenVertical,present,15,1.003,1,1
22,redHorizontal,absent,15,1.501,1,0
22,redHorizontal,present,15,1.619,1,1
22,redHorizontal,present,15,1.02,1,1
22,redHorizontal,present,15,0.936,1,1
22,redHorizontal,present,15,1.069,1,1
22,redHorizontal,present,15,0.768,1,1
22,redHorizontal,present,15,1.004,1,1
22,redHorizontal,absent,15,0.919,1,0
22,redHorizontal,absent,15,1.169,1,0
22,redHorizontal,absent,15,0.736,1,0
22,redHorizontal,present,15,0.603,1,1
22,redHorizontal,absent,15,1.151,1,0
22,redHorizontal,present,15,0.569,1,1
22,redHorizontal,absent,15,0.786,1,0
22,redHorizontal,present,15,0.719,0,0
22,redHorizontal,absent,15,0.652,1,0
22,redHorizontal,absent,15,0.819,1,0
22,redHorizontal,absent,15,0.586,1,0
22,redHorizontal,absent,15,0.719,1,0
22,redHorizontal,absent,15,0.601,1,0
22,redHorizontal,present,15,0.719,1,1
22,redHorizontal,absent,15,1.102,1,0
22,redHorizontal,present,15,0.819,1,1
22,redHorizontal,absent,15,0.553,1,0
22,redHorizontal,present,15,0.669,1,1
22,redHorizontal,present,15,0.551,1,1
22,redHorizontal,present,15,0.569,1,1
22,redHorizontal,absent,15,0.585,0,1
22,redHorizontal,present,15,0.836,1,1
22,redHorizontal,present,15,1.003,1,1
22,redHorizontal,absent,15,0.685,1,0
22,redHorizontal,present,15,1.252,1,1
22,redHorizontal,absent,15,1.102,1,0
22,redHorizontal,absent,15,0.786,1,0
22,redHorizontal,absent,15,0.635,1,0
22,redHorizontal,present,15,0.619,1,1
22,redHorizontal,absent,15,0.686,1,0
22,redHorizontal,absent,15,0.653,1,0
22,redHorizontal,present,15,0.685,1,1
22,redHorizontal,absent,15,0.687,1,0
22,redHorizontal,absent,15,0.552,1,0
22,redHorizontal,present,15,0.668,1,1
22,redHorizontal,present,15,0.952,1,1
22,redHorizontal,present,15,0.785,1,1
22,redHorizontal,absent,15,0.752,1,0
22,redHorizontal,present,15,0.718,1,1
22,redHorizontal,present,15,0.985,1,1
22,redHorizontal,absent,15,0.952,1,0
22,redHorizontal,present,15,0.969,1,1
22,redHorizontal,absent,15,0.869,1,0
23,redHorizontal,absent,15,0.873035,0,1
23,redHorizontal,absent,15,1.633275,1,0
23,redHorizontal,absent,15,0.834695,1,0
23,redHorizontal,present,15,0.70578,1,1
23,redHorizontal,present,15,0.73409,1,1
23,redHorizontal,present,15,0.78903,1,1
23,redHorizontal,absent,15,0.91107,1,0
23,redHorizontal,present,15,0.66533,1,1
23,redHorizontal,present,15,0.84758,0,0
23,redHorizontal,absent,15,0.76633,1,0
23,redHorizontal,absent,15,1.26069,1,0
23,redHorizontal,present,15,0.80599,1,1
23,redHorizontal,present,15,0.78415,1,1
23,redHorizontal,absent,15,0.691205,1,0
23,redHorizontal,absent,15,0.92086,1,0
23,redHorizontal,absent,15,0.89749,1,0
23,redHorizontal,present,15,0.857815,1,1
23,redHorizontal,absent,15,0.75456,1,0
23,redHorizontal,absent,15,0.774065,1,0
23,redHorizontal,absent,15,0.92425,1,0
23,redHorizontal,present,15,0.596685,1,1
23,redHorizontal,present,15,0.563195,1,1
23,redHorizontal,present,15,0.515575,1,1
23,redHorizontal,absent,15,0.677895,1,0
23,redHorizontal,present,15,0.77845,1,1
23,redHorizontal,present,15,0.848555,1,1
23,redHorizontal,present,15,1.187125,0,0
23,redHorizontal,absent,15,0.67382,1,0
23,redHorizontal,absent,15,0.891575,1,0
23,redHorizontal,absent,15,0.640445,1,0
23,redHorizontal,present,15,0.700305,1,1
23,redHorizontal,absent,15,0.57859,1,0
23,redHorizontal,absent,15,0.691605,1,0
23,redHorizontal,present,15,1.29393,1,1
23,redHorizontal,absent,15,0.777215,1,0
23,redHorizontal,present,15,0.886765,1,1
23,redHorizontal,absent,15,0.751735,1,0
23,redHorizontal,present,15,0.7156,1,1
23,redHorizontal,absent,15,1.216475,1,0
23,redHorizontal,present,15,0.867945,1,1
23,redHorizontal,absent,15,0.68807,1,0
23,redHorizontal,absent,15,0.710675,1,0
23,redHorizontal,present,15,0.67045,1,1
23,redHorizontal,present,15,0.672545,1,1
23,redHorizontal,present,15,0.62157,1,1
23,redHorizontal,present,15,0.504115,1,1
23,redHorizontal,absent,15,1.137495,1,0
23,redHorizontal,present,15,0.561775,1,1
23,redHorizontal,present,15,0.68507,1,1
23,redHorizontal,absent,15,0.79482,1,0
23,greenVertical,absent,15,0.89614,1,0
23,greenVertical,present,15,0.58869,1,1
23,greenVertical,present,15,1.271125,1,1
23,greenVertical,present,15,1.238735,1,1
23,greenVertical,present,15,0.65369,1,1
23,greenVertical,present,15,0.729895,1,1
23,greenVertical,absent,15,1.19269,1,0
23,greenVertical,absent,15,1.262945,1,0
23,greenVertical,present,15,0.613905,1,1
23,greenVertical,absent,15,1.05738,1,0
23,greenVertical,absent,15,0.670855,1,0
23,greenVertical,present,15,0.865835,0,0
23,greenVertical,absent,15,0.928195,1,0
23,greenVertical,absent,15,0.917925,1,0
23,greenVertical,present,15,0.934885,1,1
23,greenVertical,present,15,0.64692,1,1
23,greenVertical,absent,15,0.74352,1,0
23,greenVertical,present,15,0.610975,1,1
23,greenVertical,absent,15,0.89253,1,0
23,greenVertical,present,15,0.61489,1,1
23,greenVertical,present,15,1.197335,1,1
23,greenVertical,absent,15,1.443545,1,0
23,greenVertical,present,15,0.738695,1,1
23,greenVertical,present,15,0.97423,1,1
23,greenVertical,present,15,0.613185,1,1
23,greenVertical,absent,15,0.70456,1,0
23,greenVertical,present,15,0.719555,0,0
23,greenVertical,absent,15,0.82896,1,0
23,greenVertical,present,15,0.557505,1,1
23,greenVertical,absent,15,0.84694,1,0
23,greenVertical,absent,15,1.19562,1,0
23,greenVertical,absent,15,1.204585,1,0
23,greenVertical,absent,15,1.496465,1,0
23,greenVertical,present,15,0.57612,1,1
23,greenVertical,present,15,1.108015,1,1
23,greenVertical,present,15,0.656135,0,0
23,greenVertical,present,15,0.650575,1,1
23,greenVertical,absent,15,0.73922,1,0
23,greenVertical,absent,15,0.763125,1,0
23,greenVertical,absent,15,0.6668,1,0
23,greenVertical,present,15,1.07118,1,1
23,greenVertical,absent,15,0.88564,1,0
23,greenVertical,present,15,0.75838,1,1
23,greenVertical,absent,15,0.858855,1,0
23,greenVertical,absent,15,0.821695,1,0
23,greenVertical,present,15,0.57118,1,1
23,greenVertical,absent,15,0.69521,1,0
23,greenVertical,absent,15,0.843435,1,0
23,greenVertical,absent,15,0.914265,1,0
23,greenVertical,present,15,1.08687,1,1
24,redHorizontal,present,15,0.74408,1,1
24,redHorizontal,absent,15,0.77451,1,0
24,redHorizontal,present,15,0.81001,0,0
24,redHorizontal,absent,15,1.04332,1,0
24,redHorizontal,present,15,0.83737,1,1
24,redHorizontal,present,15,0.794525,1,1
24,redHorizontal,present,15,0.7613,1,1
24,redHorizontal,absent,15,1.264555,1,0
24,redHorizontal,present,15,0.941335,1,1
24,redHorizontal,absent,15,0.880545,1,0
24,redHorizontal,absent,15,0.893825,1,0
24,redHorizontal,present,15,1.41313,1,1
24,redHorizontal,present,15,1.214935,1,1
24,redHorizontal,present,15,0.881445,1,1
24,redHorizontal,absent,15,0.997905,1,0
24,redHorizontal,absent,15,1.056565,1,0
24,redHorizontal,absent,15,0.93591,1,0
24,redHorizontal,present,15,0.920045,1,1
24,redHorizontal,absent,15,1.71948,1,0
24,redHorizontal,absent,15,0.987365,1,0
24,redHorizontal,present,15,2.150055,1,1
24,redHorizontal,present,15,1.321665,0,0
24,redHorizontal,absent,15,1.67852,1,0
24,redHorizontal,absent,15,1.91725,1,0
24,redHorizontal,absent,15,0.71394,1,0
24,redHorizontal,absent,15,1.17188,1,0
24,redHorizontal,present,15,0.837785,1,1
24,redHorizontal,absent,15,0.773495,1,0
24,redHorizontal,absent,15,1.05217,1,0
24,redHorizontal,absent,15,0.97388,1,0
24,redHorizontal,present,15,1.225355,1,1
24,redHorizontal,absent,15,1.261985,1,0
24,redHorizontal,present,15,1.318965,1,1
24,redHorizontal,absent,15,2.10266,1,0
24,redHorizontal,absent,15,0.94404,1,0
24,redHorizontal,present,15,0.803905,0,0
24,redHorizontal,present,15,1.206575,1,1
24,redHorizontal,absent,15,1.016735,1,0
24,redHorizontal,present,15,0.860005,1,1
24,redHorizontal,present,15,1.935365,1,1
24,redHorizontal,absent,15,2.39638,1,0
24,redHorizontal,absent,15,1.132805,1,0
24,redHorizontal,present,15,1.170425,1,1
24,redHorizontal,present,15,1.621295,1,1
24,redHorizontal,absent,15,1.46207,1,0
24,redHorizontal,present,15,2.343535,1,1
24,redHorizontal,present,15,1.02582,1,1
24,redHorizontal,present,15,1.01903,1,1
24,redHorizontal,present,15,0.903105,1,1
24,redHorizontal,absent,15,0.75452,1,0
24,greenVertical,present,15,0.70066,1,1
24,greenVertical,present,15,1.718565,1,1
24,greenVertical,present,15,0.76244,1,1
24,greenVertical,absent,15,1.061535,1,0
24,greenVertical,absent,15,0.855805,1,0
24,greenVertical,absent,15,1.00927,1,0
24,greenVertical,present,15,0.660275,0,0
24,greenVertical,present,15,2.50136,1,1
24,greenVertical,absent,15,0.95559,1,0
24,greenVertical,present,15,1.19419,1,1
24,greenVertical,absent,15,1.16673,1,0
24,greenVertical,absent,15,0.691405,1,0
24,greenVertical,present,15,0.707715,1,1
24,greenVertical,present,15,1.051415,1,1
24,greenVertical,present,15,0.85941,1,1
24,greenVertical,present,15,0.647775,1,1
24,greenVertical,absent,15,0.73965,1,0
24,greenVertical,absent,15,0.75829,1,0
24,greenVertical,absent,15,0.98913,1,0
24,greenVertical,absent,15,0.704055,1,0
24,greenVertical,present,15,0.70082,1,1
24,greenVertical,present,15,0.58501,1,1
24,greenVertical,absent,15,0.553715,1,0
24,greenVertical,absent,15,1.16856,1,0
24,greenVertical,absent,15,0.63817,1,0
24,greenVertical,absent,15,0.82186,1,0
24,greenVertical,absent,15,0.910875,1,0
24,greenVertical,present,15,0.784905,1,1
24,greenVertical,absent,15,0.928485,1,0
24,greenVertical,absent,15,0.77723,1,0
24,greenVertical,present,15,1.10402,1,1
24,greenVertical,present,15,0.630455,1,1
24,greenVertical,present,15,0.626655,1,1
24,greenVertical,present,15,0.96388,1,1
24,greenVertical,absent,15,0.9799,1,0
24,greenVertical,present,15,0.95625,1,1
24,greenVertical,absent,15,1.43504,1,0
24,greenVertical,absent,15,0.52559,1,0
24,greenVertical,absent,15,0.960465,1,0
24,greenVertical,present,15,0.77603,1,1
24,greenVertical,absent,15,1.26817,1,0
24,greenVertical,present,15,0.88071,1,1
24,greenVertical,present,15,1.24032,1,1
24,greenVertical,absent,15,1.026745,1,0
24,greenVertical,present,15,0.942865,1,1
24,greenVertical,present,15,0.972785,1,1
24,greenVertical,present,15,0.605235,1,1
24,greenVertical,absent,15,0.873855,1,0
24,greenVertical,absent,15,0.73397,1,0
24,greenVertical,present,15,0.734055,1,1
26,greenVertical,present,15,1.51,1,1
26,greenVertical,present,15,0.584,1,1
26,greenVertical,present,15,0.586,1,1
26,greenVertical,absent,15,0.503,0,1
26,greenVertical,present,15,0.904,1,1
26,greenVertical,absent,15,0.653,0,1
26,greenVertical,absent,15,0.935,1,0
26,greenVertical,absent,15,1.137,1,0
26,greenVertical,absent,15,0.803,1,0
26,greenVertical,present,15,1.185,1,1
26,greenVertical,absent,15,0.801,1,0
26,greenVertical,present,15,0.769,1,1
26,greenVertical,absent,15,0.719,1,0
26,greenVertical,present,15,0.854,1,1
26,greenVertical,present,15,0.653,1,1
26,greenVertical,present,15,0.686,1,1
26,greenVertical,absent,15,0.92,1,0
26,greenVertical,absent,15,0.786,1,0
26,greenVertical,absent,15,1.068,1,0
26,greenVertical,present,15,0.619,1,1
26,greenVertical,absent,15,0.703,1,0
26,greenVertical,present,15,0.729,1,1
26,greenVertical,present,15,0.969,1,1
26,greenVertical,present,15,0.702,1,1
26,greenVertical,absent,15,0.82,1,0
26,greenVertical,present,15,0.536,1,1
26,greenVertical,present,15,0.585,1,1
26,greenVertical,absent,15,0.787,1,0
26,greenVertical,absent,15,1.319,1,0
26,greenVertical,absent,15,0.77,1,0
26,greenVertical,absent,15,0.702,1,0
26,greenVertical,absent,15,0.587,1,0
26,greenVertical,absent,15,0.67,1,0
26,greenVertical,absent,15,0.754,1,0
26,greenVertical,present,15,0.703,1,1
26,greenVertical,present,15,0.635,1,1
26,greenVertical,present,15,0.586,1,1
26,greenVertical,absent,15,0.751,1,0
26,greenVertical,absent,15,0.686,1,0
26,greenVertical,present,15,0.769,1,1
26,greenVertical,absent,15,0.954,1,0
26,greenVertical,present,15,0.57,1,1
26,greenVertical,present,15,0.585,1,1
26,greenVertical,present,15,0.686,1,1
26,greenVertical,present,15,0.669,1,1
26,greenVertical,present,15,0.97,1,1
26,greenVertical,absent,15,0.802,1,0
26,greenVertical,absent,15,0.72,1,0
26,greenVertical,absent,15,0.853,1,0
26,greenVertical,present,15,0.619,1,1
26,redHorizontal,present,15,0.703,1,1
26,redHorizontal,present,15,1.036,1,1
26,redHorizontal,absent,15,0.902,1,0
26,redHorizontal,present,15,0.984,1,1
26,redHorizontal,present,15,0.82,1,1
26,redHorizontal,absent,15,1.07,1,0
26,redHorizontal,present,15,1.103,1,1
26,redHorizontal,absent,15,0.62,1,0
26,redHorizontal,present,15,0.77,1,1
26,redHorizontal,absent,15,0.636,1,0
26,redHorizontal,absent,15,0.82,1,0
26,redHorizontal,absent,15,0.636,1,0
26,redHorizontal,absent,15,0.72,1,0
26,redHorizontal,present,15,0.686,1,1
26,redHorizontal,present,15,0.919,1,1
26,redHorizontal,absent,15,1.152,1,0
26,redHorizontal,absent,15,0.85,1,0
26,redHorizontal,present,15,0.686,1,1
26,redHorizontal,absent,15,1.07,1,0
26,redHorizontal,absent,15,0.986,1,0
26,redHorizontal,absent,15,1.072,1,0
26,redHorizontal,absent,15,0.786,1,0
26,redHorizontal,absent,15,0.92,1,0
26,redHorizontal,present,15,0.737,1,1
26,redHorizontal,absent,15,0.902,1,0
26,redHorizontal,absent,15,0.735,1,0
26,redHorizontal,present,15,0.954,1,1
26,redHorizontal,present,15,0.603,1,1
26,redHorizontal,present,15,0.654,1,1
26,redHorizontal,present,15,1.12,1,1
26,redHorizontal,present,15,1.053,1,1
26,redHorizontal,absent,15,0.987,1,0
26,redHorizontal,present,15,0.652,1,1
26,redHorizontal,present,15,0.853,1,1
26,redHorizontal,present,15,0.587,1,1
26,redHorizontal,absent,15,0.752,1,0
26,redHorizontal,absent,15,0.787,1,0
26,redHorizontal,present,15,0.601,1,1
26,redHorizontal,absent,15,1.103,1,0
26,redHorizontal,absent,15,0.72,1,0
26,redHorizontal,absent,15,0.936,1,0
26,redHorizontal,present,15,0.853,1,1
26,redHorizontal,absent,15,0.854,1,0
26,redHorizontal,present,15,1.053,1,1
26,redHorizontal,present,15,0.886,1,1
26,redHorizontal,present,15,0.67,1,1
26,redHorizontal,present,15,0.653,1,1
26,redHorizontal,absent,15,0.769,1,0
26,redHorizontal,present,15,0.62,1,1
26,redHorizontal,absent,15,1.17,1,0
27,greenVertical,absent,15,0.484065,0,1
27,greenVertical,present,15,1.167375,1,1
27,greenVertical,present,15,1.76949,1,1
27,greenVertical,absent,15,1.42699,1,0
27,greenVertical,present,15,1.26049,1,1
27,greenVertical,absent,15,1.3713,1,0
27,greenVertical,present,15,1.016755,1,1
27,greenVertical,present,15,1.726105,1,1
27,greenVertical,absent,15,1.704745,1,0
27,greenVertical,present,15,1.767065,1,1
27,greenVertical,absent,15,1.10654,1,0
27,greenVertical,present,15,0.935125,1,1
27,greenVertical,absent,15,1.11113,1,0
27,greenVertical,absent,15,1.45913,1,0
27,greenVertical,present,15,0.963095,1,1
27,greenVertical,absent,15,0.94375,1,0
27,greenVertical,present,15,0.81061,1,1
27,greenVertical,present,15,0.973905,1,1
27,greenVertical,absent,15,1.24418,1,0
27,greenVertical,absent,15,0.652145,1,0
27,greenVertical,absent,15,0.702835,1,0
27,greenVertical,absent,15,0.769235,1,0
27,greenVertical,absent,15,0.70339,1,0
27,greenVertical,present,15,0.761825,1,1
27,greenVertical,present,15,0.65836,1,1
27,greenVertical,present,15,0.69566,1,1
27,greenVertical,absent,15,1.39338,1,0
27,greenVertical,absent,15,0.90167,1,0
27,greenVertical,present,15,0.784165,1,1
27,greenVertical,present,15,0.74875,1,1
27,greenVertical,absent,15,0.82121,1,0
27,greenVertical,absent,15,0.87469,1,0
27,greenVertical,present,15,0.83934,1,1
27,greenVertical,absent,15,0.77152,1,0
27,greenVertical,present,15,0.55539,1,1
27,greenVertical,present,15,0.667365,1,1
27,greenVertical,absent,15,0.743395,1,0
27,greenVertical,absent,15,0.62527,1,0
27,greenVertical,present,15,0.703675,1,1
27,greenVertical,present,15,0.95965,1,1
27,greenVertical,present,15,0.70769,1,1
27,greenVertical,present,15,1.26606,1,1
27,greenVertical,absent,15,0.988355,1,0
27,greenVertical,absent,15,0.908775,1,0
27,greenVertical,absent,15,0.85156,1,0
27,greenVertical,present,15,0.767755,1,1
27,greenVertical,absent,15,0.736015,1,0
27,greenVertical,absent,15,0.63048,1,0
27,greenVertical,present,15,0.687845,1,1
27,greenVertical,present,15,0.546215,1,1
27,redHorizontal,absent,15,0.57557,1,0
