key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_14.keys,key_resp_14.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_12.keys,key_resp_12.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,ImageFile,tarPos,targPres,numDist,targetName,correctAns,difficulty,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,key_resp_13.keys,key_resp_13.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,stimExample,posit,size,stimSize,practiceFile,key_resp_15.keys,key_resp_15.rt
,,,,,,,,,,,,,,,,a,1,0.738285,,,,,,,,0_targ_10_dist_green/trial24.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.19216,0,35,35,125,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.672035,,,,,,,,3_dist_green/trial23.png,,1,3,greenverival,p,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.104545,0,36,36,32,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.83988,,,,,,,,15_dist_green/trial25.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.13624,0,37,37,80,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.716335,,,,,,,,0_targ_16_dist_green/trial18.png,,0,16,greenverival,a,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.103,0,38,38,142,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.915305,,,,,,,,0_targ_4_dist_green/trial3.png,,0,4,greenverival,a,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.10295,0,39,39,81,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.94611,,,,,,,,15_dist_green/trial3.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.076755,0,40,40,58,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,a,1,0.870635,,,,,,,,0_targ_10_dist_green/trial7.png,,0,10,greenverival,a,mid,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.160065,0,41,41,108,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.77634,,,,,,,,15_dist_green/trial13.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.118645,0,42,42,68,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.90042,,,,,,,,3_dist_green/trial5.png,,1,3,greenverival,p,easy,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.11111,0,43,43,14,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,p,1,0.87183,,,,,,,,15_dist_green/trial5.png,,1,15,greenverival,p,hard,5f0633361308dd16f7f4039c,26,female,2021-05-03_10h57.04.808,search_v5,2021.1.2,MacIntel,59.97720866,,,space,0.07905,0,44,44,60,1,,,,,,,,,,,,,,,
