key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,10.216995,space,34.007235,space,34.280315,space,35.771445,space,14.83365,space,24.447385,space,15.10736,a,1,2.66077,space,5.44795,0,0,0,114,1,0_targ_1_dist_green/trial15.png,,,0,1,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,0.77485,space,7.662355,0,1,1,115,1,0_targ_1_dist_green/trial6.png,,,0,1,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.92491,space,4.922385,0,2,2,70,1,9_dist_green/trial21.png,,,1,9,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.480875,space,6.097295,0,3,3,35,1,3_dist_green/trial11.png,,,1,3,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.659595,space,2.783675,0,4,4,185,1,0_targ_16_dist_green/trial11.png,,,0,16,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.39714,space,0.95974,0,5,5,137,1,0_targ_4_dist_green/trial13.png,,,0,4,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.012695,space,0.93452,0,6,6,48,1,3_dist_green/trial24.png,,,1,3,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.61347,space,2.44774,0,7,7,152,1,0_targ_10_dist_green/trial3.png,,,0,10,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,3.813725,space,0.8833,0,8,8,157,1,0_targ_10_dist_green/trial8.png,,,0,10,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.21031,space,0.62492,0,9,9,79,1,15_dist_green/trial5.png,,,1,15,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.963555,space,0.65367,0,10,10,29,1,3_dist_green/trial5.png,,,1,3,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.726775,space,0.91753,0,11,11,44,1,3_dist_green/trial20.png,,,1,3,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.894565,space,0.727735,0,12,12,15,1,0_dist_green/trial16.png,,,1,0,greenverival,p,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.77972,space,0.93767,0,13,13,187,1,0_targ_16_dist_green/trial13.png,,,0,16,greenverival,a,77,48,M,2021-02-17_21h39.07.473,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
