key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,5.595905,space,12.44224,space,3.01034,space,15.275915,space,7.354065,space,8.479665,space,7.01786,p,1,0.33684,space,3.534105,0,0,0,14,1,0_dist_green/trial15.png,,,1,0,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.78623,space,0.850935,0,1,1,79,1,15_dist_green/trial5.png,,,1,15,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.168915,space,0.5531,0,2,2,172,1,0_targ_10_dist_green/trial23.png,,,0,10,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.723595,space,0.359635,0,3,3,103,1,0_targ_1_dist_green/trial4.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.663065,space,0.400815,0,4,4,32,1,3_dist_green/trial8.png,,,1,3,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.954905,space,0.55201,0,5,5,197,1,0_targ_16_dist_green/trial23.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.083535,space,0.357405,0,6,6,183,1,0_targ_16_dist_green/trial9.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.45983,space,0.5495,0,7,7,5,1,0_dist_green/trial6.png,,,1,0,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.75634,space,0.368555,0,8,8,123,1,0_targ_1_dist_green/trial24.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.532445,space,0.338015,0,9,9,190,1,0_targ_16_dist_green/trial16.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.645085,space,0.243005,0,10,10,113,1,0_targ_1_dist_green/trial14.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.70874,space,0.411885,0,11,11,27,1,3_dist_green/trial3.png,,,1,3,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.5684,space,0.366145,0,12,12,189,1,0_targ_16_dist_green/trial15.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.96434,space,0.34538,0,13,13,52,1,9_dist_green/trial3.png,,,1,9,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.65303,space,0.32949,0,14,14,89,1,15_dist_green/trial15.png,,,1,15,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.63411,space,0.243275,0,15,15,114,1,0_targ_1_dist_green/trial15.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.85822,space,0.40465,0,16,16,66,1,9_dist_green/trial17.png,,,1,9,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.0168,space,0.416525,0,17,17,158,1,0_targ_10_dist_green/trial9.png,,,0,10,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.27664,space,0.32243,0,18,18,159,1,0_targ_10_dist_green/trial10.png,,,0,10,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.30989,space,0.340515,0,19,19,194,1,0_targ_16_dist_green/trial20.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.406745,space,0.33566,0,20,20,18,1,0_dist_green/trial19.png,,,1,0,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.61023,space,0.33863,0,21,21,170,1,0_targ_10_dist_green/trial21.png,,,0,10,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.64268,space,0.30161,0,22,22,107,1,0_targ_1_dist_green/trial8.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.04636,space,0.316615,0,23,23,179,1,0_targ_16_dist_green/trial5.png,,,0,16,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.791755,space,0.285295,0,24,24,147,1,0_targ_4_dist_green/trial23.png,,,0,4,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.64797,space,0.33476,0,25,25,59,1,9_dist_green/trial10.png,,,1,9,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.51581,space,0.288395,0,26,26,8,1,0_dist_green/trial9.png,,,1,0,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.52039,space,0.325395,0,27,27,100,1,0_targ_1_dist_green/trial1.png,,,0,1,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.781695,space,0.25924,0,28,28,141,1,0_targ_4_dist_green/trial17.png,,,0,4,greenverival,a,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.6432,space,0.351645,0,29,29,37,1,3_dist_green/trial13.png,,,1,3,greenverival,p,31,21,female,2021-02-21_22h11.45.560,exp11,2020.2.6,Win32,60,,,,,,,,,,,
