key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,8.288,space,8.219,space,2.995,space,0.339,space,0.406,space,0.336,space,24.714,a,1,25.246,space,2.817,0,0,0,152,1,0_targ_10_dist_red/trial3.png,,,0,10,redHorizontal,a,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.858,space,2.105,0,1,1,87,1,15_dist_red/trial13.png,,,1,15,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.628,space,1.04,0,2,2,48,1,3_dist_red/trial24.png,,,1,3,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.913,space,3.238,0,3,3,53,1,9_dist_red/trial4.png,,,1,9,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,3.328,space,0.842,0,4,4,165,1,0_targ_10_dist_red/trial16.png,,,0,10,redHorizontal,a,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.125,space,0.878,0,5,5,3,1,0_dist_red/trial4.png,,,1,0,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.763,space,1.419,0,6,6,56,1,9_dist_red/trial7.png,,,1,9,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,3.153,space,0.74,0,7,7,41,1,3_dist_red/trial17.png,,,1,3,redHorizontal,p,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.679,space,0.697,0,8,8,168,1,0_targ_10_dist_red/trial19.png,,,0,10,redHorizontal,a,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.38,space,0.573,0,9,9,153,1,0_targ_10_dist_red/trial4.png,,,0,10,redHorizontal,a,60,23,M,2021-02-19_15h10.23.280,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
