key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,10.62074,space,19.71162,space,17.54177,space,23.99542,space,4.142705,space,15.67927,space,11.73673,a,1,2.31338,space,3.301805,0,0,0,142,1,0_targ_4_dist_red/trial18.png,,,0,4,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.97039,space,1.221075,0,1,1,3,1,0_dist_red/trial4.png,,,1,0,redHorizontal,p,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.72072,space,1.0489,0,2,2,18,1,0_dist_red/trial19.png,,,1,0,redHorizontal,p,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.05102,space,0.73144,0,3,3,104,1,0_targ_1_dist_red/trial5.png,,,0,1,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.64247,space,1.56103,0,4,4,122,1,0_targ_1_dist_red/trial23.png,,,0,1,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.20032,space,1.120625,0,5,5,116,1,0_targ_1_dist_red/trial17.png,,,0,1,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.359145,space,0.877705,0,6,6,183,1,0_targ_16_dist_red/trial9.png,,,0,16,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.732965,space,0.53516,0,7,7,161,1,0_targ_10_dist_red/trial12.png,,,0,10,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.970885,space,0.51317,0,8,8,26,1,3_dist_red/trial2.png,,,1,3,redHorizontal,p,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.27889,space,1.75344,0,9,9,186,1,0_targ_16_dist_red/trial12.png,,,0,16,redHorizontal,a,83,63,Male,2021-03-02_14h41.21.796,exp11,2020.2.6,Win32,60,,,,,,,,,,,
