ImageFile,tarPos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3_dist_red/trial13.png,"[-4, 4]",0,9,9,37,,,,,,,34.05239646465634,None,34.05239646465634,None,space,0.5881072761112591,34.05239646465634,None,34.82003507176705,None,-0.11018518518518519,0.12314814814814815,1,0,0,0.7580015487910714,image_3,0.005951257902779616,None,34.82003507176705,None,35.487374160802574,None,space,0.7768340682669077,35.487374160802574,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial7.png,"[0, 0]",0,10,10,6,,,,,,,36.438188555592205,None,36.438188555592205,None,space,0.7380496764817508,36.438188555592205,None,37.35586684245209,None,0.016666666666666666,0.001851851851851852,1,0,0,0.5591721013042843,image_3,0.007906125407316722,None,37.35586684245209,None,37.8230001727934,None,space,0.6652344625035767,37.8230001727934,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial18.png,"[0, 8]",0,11,11,92,,,,,,,38.65715963416733,None,38.65715963416733,None,space,0.671052665260504,38.65715963416733,None,39.50795610906789,None,-0.011111111111111112,0.2388888888888889,1,0,0,0.7925658075837418,image_3,0.006972051371121779,None,39.50795610906789,None,40.208763783899485,None,space,0.6557426832441706,40.208763783899485,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
3_dist_red/trial10.png,"[8, 4]",0,12,12,34,,,,,,,41.04285732570861,None,41.04285732570861,None,space,0.5973497769591631,41.04285732570861,None,41.810283454178716,None,0.2351851851851852,0.11944444444444445,1,0,0,1.0567410768562695,image_3,0.004596066559315659,None,41.810283454178716,None,42.77789742144523,None,space,0.7422899693483487,42.77789742144523,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial4.png,"[-4, 0]",0,13,13,53,,,,,,,43.6954438691464,None,43.6954438691464,None,space,1.5207937869126908,43.6954438691464,None,45.39702689902333,None,-0.10185185185185185,0.002777777777777778,1,0,0,1.0879715969786048,image_3,0.0025634395860834047,None,45.39702689902333,None,46.398156811788795,None,space,0.8421072505152551,46.398156811788795,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial4.png,"[0, -4]",0,14,14,3,,,,,,,47.41567989964096,None,47.41567989964096,None,space,0.6005692763428669,47.41567989964096,None,48.183218347403454,None,-0.014814814814814815,-0.10740740740740741,1,0,0,0.6757057554787025,image_3,0.007544207721366547,None,48.183218347403454,None,48.7670402109361,None,space,0.8571839540236397,48.7670402109361,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial7.png,"[8, 4]",0,15,15,81,,,,,,,49.80130847162218,None,49.80130847162218,None,space,10.127380624762736,49.80130847162218,None,60.09495907225937,None,0.1685185185185185,-0.18981481481481483,1,0,0,3.777892301499378,background,0.0063742951897438616,None,60.09495907225937,None,63.798647368646925,None,space,1.1855770523106912,63.798647368646925,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
3_dist_red/trial23.png,"[-8, -4]",0,16,16,47,,,,,,,65.1499276804534,None,65.1499276804534,None,space,0.9623087212239625,65.1499276804534,None,66.28434602018388,None,-0.2462962962962963,-0.1037037037037037,1,0,0,0.989463427424198,image_3,0.0035189534683013335,None,66.28434602018388,None,67.20191326775239,None,space,1.0224507363163866,67.20191326775239,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial8.png,"[8, -4]",0,17,17,57,,,,,,,68.40297150098195,None,68.40297150098195,None,space,1.5253569577034796,68.40297150098195,None,70.10475900954043,None,0.23425925925925925,-0.10833333333333334,1,0,0,0.6755335965863196,image_3,0.007019731085165404,None,70.10475900954043,None,70.68878247178509,None,space,1.0235377693607006,70.68878247178509,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial13.png,"[8, 8]",0,18,18,87,,,,,,,71.88985830490128,None,71.88985830490128,None,space,1.214571106742369,71.88985830490128,None,73.27444368354918,None,0.22407407407407406,0.23425925925925925,1,0,0,0.7059913216653513,image_3,0.003324394710944034,None,73.27444368354918,None,73.89183205226436,None,space,0.868571721133776,73.89183205226436,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial4.png,"[-4, 0]",0,19,19,78,,,,,,,74.92622639214096,None,74.92622639214096,None,space,0.969909952575108,74.92622639214096,None,76.0774657442089,None,-0.1111111111111111,-0.002777777777777778,1,0,0,0.9417840525857173,image_3,0.006809172409703024,None,76.0774657442089,None,76.9282222193724,None,space,0.728084300266346,76.9282222193724,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial19.png,"[4, 8]",0,20,20,93,,,,,,,77.82903181419533,None,77.82903181419533,None,space,1.0750849594624015,77.82903181419533,None,79.08025004639057,None,0.1111111111111111,0.23425925925925925,1,0,0,0.859526659041876,image_3,0.007288209337275475,None,79.08025004639057,None,79.84778561416897,None,space,0.824361444087117,79.84778561416897,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial20.png,"[0, 4]",0,21,21,19,,,,,,,80.8487184081896,None,80.8487184081896,None,space,0.5356612117757322,80.8487184081896,None,81.54938816391223,None,0.008333333333333333,0.11296296296296296,1,0,0,0.7008159947727108,image_3,0.014753537587239407,None,81.54938816391223,None,82.16673173291201,None,space,0.8814689185965108,82.16673173291201,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial2.png,"[8, 0]",0,22,22,51,,,,,,,83.21755316764757,None,83.21755316764757,None,space,1.3105756123259198,83.21755316764757,None,84.70238334474561,None,0.24166666666666667,0.0,1,0,0,0.5033574185072212,image_3,0.0013999270304339007,None,84.70238334474561,None,85.11959187460889,None,space,0.744604514533421,85.11959187460889,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial23.png,"[-8, 4]",0,23,23,72,,,,,,,86.03700424316048,None,86.03700424316048,None,space,1.0913018156570615,86.03700424316048,None,87.30509468738455,None,-0.20277777777777778,0.11574074074074074,1,0,0,0.8427798862103373,image_3,0.007786766145727597,None,87.30509468738455,None,88.05597180177574,None,space,0.5923104492103448,88.05597180177574,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial22.png,"[-4, -8]",0,24,24,21,,,,,,,88.82326513109729,None,88.82326513109729,None,space,0.552986860886449,88.82326513109729,None,89.55723259371007,None,-0.10925925925925926,-0.22685185185185186,1,0,0,0.6619452035520226,image_3,0.010652987810317427,None,89.55723259371007,None,90.12448272330221,None,space,0.6196949139557546,90.12448272330221,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial9.png,"[0, 0]",0,25,25,58,,,,,,,90.92526767827803,None,90.92526767827803,None,space,0.8352090546541149,90.92526767827803,None,91.92625167199003,None,-0.016666666666666666,-0.014814814814814815,1,0,0,0.6169666114146821,image_3,0.014534978981828317,None,91.92625167199003,None,92.46016505493026,None,space,0.6681176440470153,92.46016505493026,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
3_dist_red/trial17.png,"[-8, 0]",0,26,26,41,,,,,,,93.29432035634818,None,93.29432035634818,None,space,0.6738513673481066,93.29432035634818,None,94.14516195096076,None,-0.2222222222222222,0.0,1,0,0,0.919224516954273,image_3,0.0005164126778254285,None,94.14516195096076,None,94.97926861267479,None,space,0.6370087231480284,94.97926861267479,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial23.png,"[-8, -4]",0,27,27,22,,,,,,,95.79678370058537,None,95.79678370058537,None,space,0.5313885991054121,95.79678370058537,None,96.49743809638312,None,-0.25925925925925924,-0.11296296296296296,1,0,0,0.6239476867340272,image_3,0.005281822188408114,None,96.49743809638312,None,97.03126059992064,None,space,0.7370970425690757,97.03126059992064,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
3_dist_red/trial11.png,"[4, 4]",0,28,28,35,,,,,,,97.94891616693349,None,97.94891616693349,None,space,0.5714017830323428,97.94891616693349,None,98.6994358436059,None,0.09444444444444444,0.12962962962962962,1,0,0,0.7408077388390666,image_3,0.007140690286178142,None,98.6994358436059,None,99.35029247812054,None,space,0.6980454525037203,99.35029247812054,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial7.png,"[8, 4]",0,29,29,56,,,,,,,100.21780276605568,None,100.21780276605568,None,space,1.094533474984928,100.21780276605568,None,101.48565769178094,None,0.2324074074074074,0.12407407407407407,1,0,0,0.8446963539463468,image_3,0.01023507049831096,None,101.48565769178094,None,102.23647688653728,None,space,0.6758862343413057,102.23647688653728,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial25.png,"[4, -8]",0,30,30,99,,,,,,,103.0872845613776,None,103.0872845613776,None,space,1.3609845697064884,103.0872845613776,None,104.62208017868397,None,0.11388888888888889,-0.22870370370370371,1,0,0,0.837408720573876,image_3,0.0011868083965964615,None,104.62208017868397,None,105.37298353289953,None,space,0.6753483177744783,105.37298353289953,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial11.png,"[-4, -4]",0,31,31,85,,,,,,,106.22368592840212,None,106.22368592840212,None,space,0.7126479190483224,106.22368592840212,None,107.10781370998302,None,-0.13518518518518519,-0.11388888888888889,1,0,0,0.6680117247160524,image_3,0.015801210873178206,None,107.10781370998302,None,107.69175141278538,None,space,0.7329553090821719,107.69175141278538,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial8.png,"[4, -8]",0,32,32,7,,,,,,,108.59268228682049,None,108.59268228682049,None,space,0.5516227096231887,108.59268228682049,None,109.31010009534657,None,0.10925925925925926,-0.23981481481481481,1,0,0,0.7768129484029487,image_3,0.007486608068575151,None,109.31010009534657,None,109.99415971737471,None,space,0.7262910317367641,109.99415971737471,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial20.png,"[4, 0]",0,33,33,69,,,,,,,110.89495971225551,None,110.89495971225551,None,space,0.761273207841441,110.89495971225551,None,111.82915341341868,None,0.11018518518518519,0.0,1,0,0,0.8400131839152891,image_3,0.005687579599907622,None,111.82915341341868,None,112.58008076748229,None,space,0.6845860186440405,112.58008076748229,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial14.png,"[0, 8]",0,34,34,13,,,,,,,113.4306878035859,None,113.4306878035859,None,space,0.4975024159939494,113.4306878035859,None,114.09815937177336,None,-0.013888888888888888,0.22592592592592592,1,0,0,0.91961267447914,image_3,0.0009228100825566798,None,114.09815937177336,None,114.93211627444543,None,space,0.580079167499207,114.93211627444543,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial16.png,"[-8, 4]",0,35,35,15,,,,,,,115.68305578843865,None,115.68305578843865,None,space,0.5652050226781284,115.68305578843865,None,116.41705333084974,None,-0.21944444444444444,0.11481481481481481,1,0,0,0.8072252337587997,image_3,0.004634786339011043,None,116.41705333084974,None,117.13450121918868,None,space,0.5859143301495351,117.13450121918868,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial20.png,"[4, 0]",0,36,36,94,,,,,,,117.90179358852038,None,117.90179358852038,None,space,1.1946211544272956,117.90179358852038,None,119.26978867335129,None,0.09351851851851851,0.011111111111111112,1,0,0,0.6430970041838009,image_3,0.008436361997155473,None,119.26978867335129,None,119.82034354979987,None,space,0.6757959949027281,119.82034354979987,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial10.png,"[8, 4]",0,37,37,9,,,,,,,120.67124018406321,None,120.67124018406321,None,space,0.6890087103529368,120.67124018406321,None,121.53881735156756,None,0.24166666666666667,0.11203703703703703,1,0,0,0.6673570089042187,image_3,0.014753857583855279,None,121.53881735156756,None,122.12263953509682,None,space,0.6696702741173794,122.12263953509682,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial3.png,"[0, 4]",0,38,38,52,,,,,,,122.97356016920821,None,122.97356016920821,None,space,1.0267476688168244,122.97356016920821,None,124.17462288240495,None,0.025925925925925925,0.1037037037037037,1,0,0,0.5594047398044495,image_3,0.008997958415420726,None,124.17462288240495,None,124.6418448521872,None,space,0.5742964844976086,124.6418448521872,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial21.png,"[-4, -8]",0,39,39,70,,,,,,,125.39251204791071,None,125.39251204791071,None,space,2.039875904796645,125.39251204791071,None,127.61144408675318,None,-0.11666666666666667,-0.22407407407407406,1,0,0,0.9915530140715418,image_3,0.006407254986697808,None,127.61144408675318,None,128.51249208004447,None,space,0.5437827597925207,128.51249208004447,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial6.png,"[-8, 0]",0,40,40,55,,,,,,,129.22953805094585,None,129.22953805094585,None,space,1.035052575665759,129.22953805094585,None,130.43076812307118,None,-0.2324074074074074,0.002777777777777778,1,0,0,0.6795434909145115,image_3,0.010768187072244473,None,130.43076812307118,None,131.01469654594257,None,space,0.48981030522554647,131.01469654594257,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial25.png,"[4, 8]",0,41,41,24,,,,,,,131.68212395439332,None,131.68212395439332,None,space,0.5422221297776559,131.68212395439332,None,132.3994438435475,None,0.10462962962962963,0.2175925925925926,1,0,0,0.6399923840508563,image_3,0.006035737373167649,None,132.3994438435475,None,132.95007871948474,None,space,0.5142843885696493,132.95007871948474,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial10.png,"[8, -8]",0,42,42,59,,,,,,,133.6339594626479,None,133.6339594626479,None,space,1.8622002419142518,133.6339594626479,None,135.66939507586358,None,0.22037037037037038,-0.2222222222222222,1,0,0,0.8188949190662242,image_3,0.016019129470805638,None,135.66939507586358,None,136.40347069778363,None,space,0.4849216964939842,136.40347069778363,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial22.png,"[0, -8]",0,43,43,71,,,,,,,137.05398269450234,None,137.05398269450234,None,space,0.898468809798942,137.05398269450234,None,138.12175410076452,None,0.014814814814814815,-0.1962962962962963,1,0,0,0.6894419875752646,background,0.005556060423259623,None,138.12175410076452,None,138.75591964210616,None,space,0.9883453545917291,138.75591964210616,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial15.png,"[4, 4]",0,44,44,64,,,,,,,139.92359792896605,None,139.92359792896605,None,space,1.1087650638946798,139.92359792896605,None,141.20815834778477,None,0.11018518518518519,0.10092592592592593,1,0,0,0.7418547721317736,image_3,0.007080530675011687,None,141.20815834778477,None,141.8755611164088,None,space,1.0447229137644172,141.8755611164088,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
9_dist_red/trial16.png,"[0, -4]",0,45,45,65,,,,,,,143.09331588276837,None,143.09331588276837,None,space,0.8669195717229741,143.09331588276837,None,144.1277476624091,None,-0.018518518518518517,-0.08425925925925926,1,0,0,0.5831345079495804,image_3,0.014200581106706522,None,144.1277476624091,None,144.62804270052584,None,space,0.9003046380530577,144.62804270052584,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
0_dist_red/trial24.png,"[0, -8]",0,46,46,23,,,,,,,145.69583522665198,None,145.69583522665198,None,space,0.744432995619718,145.69583522665198,None,146.61348791366618,None,-0.010185185185185186,-0.2324074074074074,1,0,0,0.5914173349301564,image_3,0.007496208025258966,None,146.61348791366618,None,147.1140559100313,None,space,0.7023596649087267,147.1140559100313,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial10.png,"[8, -8]",0,47,47,84,,,,,,,147.98138507912518,None,147.98138507912518,None,space,1.4908826183527708,147.98138507912518,None,149.64979936127202,None,0.2324074074074074,-0.20277777777777778,1,0,0,0.5522559855744475,background,0.016391287092119455,None,149.64979936127202,None,150.13363146474876,None,space,0.5626056793262251,150.13363146474876,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
15_dist_red/trial6.png,"[-8, 0]",0,48,48,80,,,,,,,150.86770292669826,None,150.86770292669826,None,space,0.7888445513963234,150.86770292669826,None,151.83535401373229,None,-0.23148148148148148,0.008333333333333333,1,0,0,0.8446521942241816,image_3,0.010000191992730834,None,151.83535401373229,None,152.60283838183386,None,space,0.48530057407333516,152.60283838183386,None,,001,2021_Jan_11_1531,exp3,2020.2.2,59.93620909991591,
,,,,,,,,,,,,153.2532111794426,None,153.2532111794426,None,space,0.8991942451539217,153.2532111794426,None,,,,,,,,,,,,,,,,,,,,,,,,,,
