trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,tarPos,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.086123928806046,None,space,2.022532015791512,6.086123928806046,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1340,exp3,2020.2.2,59.784394938661045,
,,,,,,,,,,,,8.32185618011863,None,8.32185618011863,None,space,1.7067407568538329,8.32185618011863,None,10.207042834925232,None,-0.14629629629629629,-0.23055555555555557,1,0,0,1.5709998656020616,image_3,0.002220145790488459,None,10.207042834925232,None,,,,,,,
