targetRedHor.started,targetRedHor.stopped,dist1.started,dist1.stopped,dist2.started,dist2.stopped,dist3.started,dist3.stopped,dist4.started,dist4.stopped,dist5.started,dist5.stopped,dist6.started,dist6.stopped,dist7.started,dist7.stopped,dist8.started,dist8.stopped,dist9.started,dist9.stopped,dist10.started,dist10.stopped,dist11.started,dist11.stopped,dist12.started,dist12.stopped,dist13.started,dist13.stopped,dist14.started,dist14.stopped,dist15.started,dist15.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,6.627600783351227,None,,,,,,,
