targGreenVer.started,targGreenVer.stopped,dist1.started,dist1.stopped,dist2.started,dist2.stopped,dist3.started,dist3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
204.76456278680416,None,204.76456278680416,None,204.76456278680416,None,204.76456278680416,None,,,,,,,
