trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,tarPos,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.856303639651742,None,space,1.4474160165409558,6.856303639651742,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1346,exp3,2020.2.2,59.96323557623043,
,,,,,,,,,,,,8.508100108156214,None,8.508100108156214,None,space,1.731522038258845,8.508100108156214,None,10.409912256560347,None,-0.125,0.23796296296296296,1,0,0,0.6408650184675935,image_3,0.004448611529369373,None,10.409912256560347,None,,,,,,,
