ImageFile,tarPos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.184436579613248,None,space,0.9078146699757781,8.184436579613248,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
3_dist_red/trial3.png,"[-8, 8]",0,0,0,27,,,,,,,9.302313905194751,None,9.302313905194751,None,space,1.7738654472632334,9.302313905194751,None,11.25423517289164,None,-0.22962962962962963,0.22777777777777777,1,0,0,1.053229419325362,image_3,0.015691195556428283,None,11.25423517289164,None,12.255335325855413,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
9_dist_red/trial20.png,"[4, 0]",0,1,1,69,,,,,,,14.390696059548645,None,14.390696059548645,None,space,0.18152427824679762,14.390696059548645,None,14.741103416934493,None,0.1,0.009259259259259259,1,0,0,1.9096869780041743,image_3,0.004206821075058542,None,14.741103416934493,None,16.559632898351992,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
9_dist_red/trial2.png,"[8, 0]",0,2,2,51,,,,,,,18.71169272516272,None,18.71169272516272,None,space,1.4286257368075894,18.71169272516272,None,20.313272235056502,None,0.22685185185185186,-0.002777777777777778,1,0,0,0.8747886413621018,image_3,0.006032729404978454,None,20.313272235056502,None,21.097461456243764,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
9_dist_red/trial13.png,"[8, 8]",0,3,3,62,,,,,,,23.24942528367683,None,23.24942528367683,None,space,0.12271633461932652,23.24942528367683,None,23.54972000179987,None,-0.26666666666666666,0.15,1,0,0,1.0917869325639913,background,0.0061018489504931495,None,23.54972000179987,None,24.567536527771153,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
3_dist_red/trial7.png,"[0, 0]",0,4,4,31,,,,,,,26.719566274783574,None,26.719566274783574,None,space,1.3165643739921506,26.719566274783574,None,28.20436477207113,None,0.008333333333333333,0.005555555555555556,1,0,0,0.5917229329788825,image_3,0.0067754446354229,None,28.20436477207113,None,28.72147570255038,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
3_dist_red/trial25.png,"[4, 8]",0,5,5,49,,,,,,,30.85676859668456,None,30.85676859668456,None,space,1.6193793959828326,30.85676859668456,None,32.642060210811906,None,0.10925925925925926,0.22777777777777777,1,0,0,0.6601416950870771,image_3,0.008557833221857436,None,32.642060210811906,None,33.20923642089474,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
0_dist_red/trial3.png,"[-8, 8]",0,6,6,2,,,,,,,35.3613756072009,None,35.3613756072009,None,space,0.018779399804770947,35.3613756072009,None,35.56162648559257,None,-0.25462962962962965,0.23333333333333334,1,0,0,1.0919229316932615,image_3,0.00657992587366607,None,35.56162648559257,None,36.562734318504226,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
0_dist_red/trial1.png,"[8, 8]",0,7,7,0,,,,,,,38.71468182603712,None,38.71468182603712,None,space,1.0414144549431512,38.71468182603712,None,39.932482352116494,None,0.24444444444444444,0.24074074074074073,1,0,0,0.6932218033762183,image_3,0.008455433882772923,None,39.932482352116494,None,40.53314090789354,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
9_dist_red/trial23.png,"[-8, 4]",0,8,8,72,,,,,,,42.685251294387854,None,42.685251294387854,None,space,0.9989516867062775,42.685251294387854,None,43.85311486005958,None,-0.2564814814814815,0.10925925925925926,1,0,0,0.8930966841726331,image_3,0.007716558611718938,None,43.85311486005958,None,44.654021734255366,None,,001,2021_Jan_11_1524,exp3,2020.2.2,59.92597990197682,
