text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.988328074701712,None,space,2.171403063024627,10.988328074701712,None,2,001,2021_Jan_11_1231,exp2,2020.2.2,59.90208707033905,
