trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,tarPos,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.109272260655416,None,space,0.9149775041441899,7.109272260655416,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1347,exp3,2020.2.2,59.820100573620664,
,,,,,,,,,,,,8.22723822567059,None,8.22723822567059,None,space,2.1733336106626666,8.22723822567059,None,10.579356932110386,None,0.08425925925925926,0.21666666666666667,1,0,0,1.1017199889975018,background,2.9247807106003165e-05,None,10.579356932110386,None,,,,,,,
