noise_2.started,noise_2.stopped,noise.started,noise.stopped,noise_3.started,noise_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.404317466687644,None,6.404317466687644,None,6.404317466687644,None,,,,,,,
