targetRedVer.started,targetRedVer.stopped,dist1.started,dist1.stopped,dist2.started,dist2.stopped,dist3.started,dist3.stopped,dist4.started,dist4.stopped,dist5.started,dist5.stopped,dist6.started,dist6.stopped,dist7.started,dist7.stopped,dist8.started,dist8.stopped,dist9.started,dist9.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,5.786302807653556,None,,,,,,,
