targGreenVer.started,targGreenVer.stopped,dist1.started,dist1.stopped,dist2.started,dist2.stopped,dist3.started,dist3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.231058681223658,None,6.231058681223658,None,6.231058681223658,None,6.231058681223658,None,,,,,,,
