trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ImageFile,tarPos,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,background.started,background.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.927383824746357,None,space,0.8413341354753356,6.927383824746357,None,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1447,exp3,2020.2.2,59.910470366766134,
,,,,,,,,,,,,7.97853645736177,None,7.97853645736177,None,space,1.0782314993120963,7.97853645736177,None,9.229770689460565,None,0.887962962962963,-0.22962962962962963,1,0,0,1.641805172446766,0.0057089554611593485,None,9.229770689460565,None,,,,,,,
