ImageFile,tarPos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.447671374917263,None,space,2.997061778791249,6.447671374917263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
0_dist_red/trial23.png,"[-8, -4]",0,0,0,22,,,,,,,9.650882874353556,None,9.650882874353556,None,space,0.9776833428477403,9.650882874353556,None,10.802101426554145,None,-0.25277777777777777,-0.1361111111111111,1,0,0,1.4030281406303402,image_3,0.001393399084918201,None,10.802101426554145,None,12.170212670636829,None,space,1.090514620707836,12.170212670636829,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
3_dist_red/trial13.png,"[-4, 4]",0,1,1,37,,,,,,,13.421323383547133,None,13.421323383547133,None,space,1.6712120242300443,13.421323383547133,None,15.273219691385748,None,-0.11018518518518519,0.11203703703703703,1,0,0,0.6883229547529481,image_3,0.0031524278165306896,None,15.273219691385748,None,15.873895527067361,None,space,0.8667368528840598,15.873895527067361,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
3_dist_red/trial1.png,"[8, 8]",0,2,2,25,,,,,,,16.908148427843116,None,16.908148427843116,None,space,0.7208536265534349,16.908148427843116,None,17.79220900987275,None,0.25,0.22962962962962963,1,0,0,0.8310468413110357,image_3,0.013283882988616824,None,17.79220900987275,None,18.543111724080518,None,space,0.9495785626932047,18.543111724080518,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
3_dist_red/trial24.png,"[0, -8]",0,3,3,48,,,,,,,19.64412931757397,None,19.64412931757397,None,space,0.704742689646082,19.64412931757397,None,20.528392778302077,None,0.4046296296296296,0.024074074074074074,1,0,0,0.6575577116163913,background,0.006786964571801946,None,20.528392778302077,None,21.128863815276418,None,space,1.475794714933727,21.128863815276418,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
15_dist_red/trial22.png,"[0, -8]",0,4,4,96,,,,,,,22.780483324924717,None,22.780483324924717,None,space,1.088265355094336,22.780483324924717,None,24.048401930223918,None,0.03981481481481482,-0.24166666666666667,1,0,0,0.5272241457423661,image_3,0.009480387321673334,None,24.048401930223918,None,24.498903367028106,None,space,0.6900778234994505,24.498903367028106,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
0_dist_red/trial19.png,"[8, -4]",0,5,5,18,,,,,,,25.34976512150024,None,25.34976512150024,None,space,0.7428499657544307,25.34976512150024,None,26.267299409286352,None,0.22962962962962963,-0.12685185185185185,1,0,0,0.4940857978654094,image_3,0.010186302795773372,None,26.267299409286352,None,26.667646607063944,None,space,0.7610696891497355,26.667646607063944,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
15_dist_red/trial25.png,"[4, -8]",0,6,6,99,,,,,,,27.601969587412896,None,27.601969587412896,None,space,1.858743304037489,27.601969587412896,None,29.63720936185564,None,0.10833333333333334,-0.24074074074074073,1,0,0,0.5277611023338977,image_3,0.010085503483423963,None,29.63720936185564,None,30.071080825087847,None,space,0.6535654171893839,30.071080825087847,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
0_dist_red/trial3.png,"[-8, 8]",0,7,7,2,,,,,,,30.905262046318967,None,30.905262046318967,None,space,0.8834362660127226,30.905262046318967,None,31.956308439635905,None,-0.24166666666666667,0.20555555555555555,1,0,0,0.9448992326215375,image_3,0.010436221200507134,None,31.956308439635905,None,32.80710331455339,None,space,0.7095727387350053,32.80710331455339,None,,001,2021_Jan_12_1427,exp3,2020.2.2,59.910355511738274,
,,,,,,,,,,,,33.691305655636825,None,33.691305655636825,None,space,0.7217729806434363,33.691305655636825,None,34.59207973070443,None,0.10277777777777777,-0.23055555555555557,1,0,0,0.6204885088664014,image_3,0.0018241163343191147,None,34.59207973070443,None,,,,,,,,,,,,,
