ImageFile,tarPos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,background.started,background.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.7123698408395285,None,space,0.8699928320565959,6.7123698408395285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
9_dist_red/trial9.png,"[0, 0]",0,0,0,58,,,,,,,7.796908499789424,None,7.796908499789424,None,space,1.233484585696715,7.796908499789424,None,9.198219851401518,None,-0.012962962962962963,0.012037037037037037,1,0,0,0.7211262647906551,image_3,0.002368432833463885,None,9.198219851401518,None,9.865712539438391,None,space,1.7326484310469823,9.865712539438391,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
15_dist_red/trial25.png,"[4, -8]",0,1,1,99,,,,,,,11.750787194963777,None,11.750787194963777,None,space,1.463425194073352,11.750787194963777,None,13.385813210799824,None,0.11388888888888889,-0.22592592592592592,1,0,0,0.8591986611281754,image_3,0.00704616290749982,None,13.385813210799824,None,14.153378218383295,None,space,0.988966790609993,14.153378218383295,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
0_dist_red/trial8.png,"[4, -8]",0,2,2,7,,,,,,,15.321054905245546,None,15.321054905245546,None,space,0.7732200113823637,15.321054905245546,None,16.271977779339068,None,0.09722222222222222,-0.23333333333333334,1,0,0,0.9580159486940829,image_3,0.005867930434760638,None,16.271977779339068,None,17.139647746254923,None,space,1.0667394128686283,17.139647746254923,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
9_dist_red/trial21.png,"[-4, -8]",0,3,3,70,,,,,,,18.37409232581558,None,18.37409232581558,None,space,1.0401706229022238,18.37409232581558,None,19.591927411660436,None,-0.13518518518518519,-0.2361111111111111,1,0,0,1.1703393898205832,image_3,0.0005447645089589059,None,19.591927411660436,None,20.67640143103199,None,space,0.9380211966636125,20.67640143103199,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
0_dist_red/trial3.png,"[-8, 8]",0,4,4,2,,,,,,,21.794112997682532,None,21.794112997682532,None,space,1.50823066731391,21.794112997682532,None,23.479118213639595,None,0.10740740740740741,0.25092592592592594,1,0,0,0.8426387671206612,background,0.007393680672976188,None,23.479118213639595,None,24.26325879515207,None,space,1.3510755131137557,24.26325879515207,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
15_dist_red/trial18.png,"[0, 8]",0,5,5,92,,,,,,,25.76467062611482,None,25.76467062611482,None,space,1.5295697307446972,25.76467062611482,None,27.466325015528128,None,0.16018518518518518,-0.06574074074074074,1,0,0,1.0261102328950074,background,0.007065362777211703,None,27.466325015528128,None,28.400779835006688,None,space,7.933578025098541,28.400779835006688,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
15_dist_red/trial14.png,"[-4, 8]",0,6,6,88,,,,,,,36.50862778478768,None,36.50862778478768,None,space,5.713685672410065,36.50862778478768,None,42.39774177446088,None,0.2324074074074074,0.1638888888888889,1,0,0,1.490759739142959,background,0.00424266085610725,None,42.39774177446088,None,43.79911424567399,None,space,1.1750510396668687,43.79911424567399,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
3_dist_red/trial1.png,"[8, 8]",0,7,7,25,,,,,,,45.15045823706896,None,45.15045823706896,None,space,1.1758958342688857,45.15045823706896,None,46.50182238833804,None,0.31666666666666665,0.24074074074074073,1,0,0,0.7396125464729266,image_3,0.0045613788097398356,None,46.50182238833804,None,47.169208197068656,None,space,0.8210779451037524,47.169208197068656,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
9_dist_red/trial20.png,"[4, 0]",0,8,8,69,,,,,,,48.17013331115595,None,48.17013331115595,None,space,0.8361370487255044,48.17013331115595,None,49.18769031878037,None,0.1175925925925926,0.011111111111111112,1,0,0,1.26087993037072,image_3,0.008563913201214746,None,49.18769031878037,None,50.355648603857844,None,space,1.0026601429854054,50.355648603857844,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
0_dist_red/trial22.png,"[-4, -8]",0,9,9,21,,,,,,,51.523287210962735,None,51.523287210962735,None,space,0.6990614460082725,51.523287210962735,None,52.39087973837741,None,-0.10277777777777777,-0.25462962962962965,1,0,0,0.892727406549966,image_3,0.006810324412072077,None,52.39087973837741,None,53.19180709244392,None,space,1.0229512131190859,53.19180709244392,None,,001,2021_Jan_11_1529,exp3,2020.2.2,59.813001828802896,
,,,,,,,,,,,,54.392890285511385,None,54.392890285511385,None,space,0.7334513059031451,54.392890285511385,None,55.29368004045682,None,0.22777777777777777,-0.11481481481481481,1,0,0,0.6203966694592964,background,0.0018868359038606286,None,55.29368004045682,None,,,,,,,,,,,,,
