key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,9.461765,space,9.323375,space,10.11022,space,17.050775,space,26.653725,space,21.49563,space,5.003685,p,1,0.70348,space,4.81507,0,0,0,12,1,0_dist_red/trial13.png,,,1,0,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.492,space,0.657765,0,1,1,22,1,0_dist_red/trial23.png,,,1,0,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.83264,space,0.394325,0,2,2,121,1,0_targ_1_dist_red/trial22.png,,,0,1,redHorizontal,a,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.789395,space,1.467265,0,3,3,74,1,9_dist_red/trial25.png,,,1,9,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.846855,space,0.576125,0,4,4,146,1,0_targ_4_dist_red/trial22.png,,,0,4,redHorizontal,a,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.71587,space,0.55444,0,5,5,126,1,0_targ_4_dist_red/trial2.png,,,0,4,redHorizontal,a,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.58361,space,0.87608,0,6,6,1,1,0_dist_red/trial2.png,,,1,0,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.620125,space,0.552625,0,7,7,106,1,0_targ_1_dist_red/trial7.png,,,0,1,redHorizontal,a,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.262995,space,0.50966,0,8,8,198,1,0_targ_16_dist_red/trial24.png,,,0,16,redHorizontal,a,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.798095,space,0.466265,0,9,9,64,1,9_dist_red/trial15.png,,,1,9,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.253915,space,0.59638,0,10,10,79,1,15_dist_red/trial5.png,,,1,15,redHorizontal,p,70,20,Female,2021-02-17_11h24.38.873,exp11,2020.2.6,Win32,60,,,,,,,,,,,
