key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,6.101,space,9.388,space,5.117,space,17.388,space,7.421,space,15.292,space,26.438,a,1,3.587,space,10.077,0,0,0,170,1,0_targ_10_dist_green/trial21.png,,,0,10,greenverival,a,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.124,space,1.146,0,1,1,7,1,0_dist_green/trial8.png,,,1,0,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.53,space,1.356,0,2,2,98,1,15_dist_green/trial24.png,,,1,15,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.321,space,1.026,0,3,3,45,1,3_dist_green/trial21.png,,,1,3,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.122,space,0.786,0,4,4,62,1,9_dist_green/trial13.png,,,1,9,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.829,space,2.123,0,5,5,153,1,0_targ_10_dist_green/trial4.png,,,0,10,greenverival,a,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.037,space,1.105,0,6,6,122,1,0_targ_1_dist_green/trial23.png,,,0,1,greenverival,a,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.109,space,1.542,0,7,7,50,1,9_dist_green/trial1.png,,,1,9,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.042,space,0.792,0,8,8,35,1,3_dist_green/trial11.png,,,1,3,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.086,space,0.921,0,9,9,61,1,9_dist_green/trial12.png,,,1,9,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.904,space,0.884,0,10,10,60,1,9_dist_green/trial11.png,,,1,9,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.523,space,0.808,0,11,11,92,1,15_dist_green/trial18.png,,,1,15,greenverival,p,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.1,space,1.325,0,12,12,124,1,0_targ_1_dist_green/trial25.png,,,0,1,greenverival,a,42,53,female,2021-03-02_09h26.20.781,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
