key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,fbclid,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,5.202225,space,18.299245,space,32.122855,space,12.712305,space,1.917,space,13.964465,space,15.901385,p,0,2.04495,space,2.369635,0,0,0,132,1,0_targ_4_dist_green/trial8.png,,,0,4,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,3.549715,space,0.3522,0,1,1,179,1,0_targ_16_dist_green/trial5.png,,,0,16,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,1.0898,space,2.227685,0,2,2,47,1,3_dist_green/trial23.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,0.006435,space,22.987315,0,3,3,157,1,0_targ_10_dist_green/trial8.png,,,0,10,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.0271,space,1.170135,0,4,4,40,1,3_dist_green/trial16.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.63962,space,0.74319,0,5,5,55,1,9_dist_green/trial6.png,,,1,9,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.08002,space,0.637265,0,6,6,46,1,3_dist_green/trial22.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.63365,space,0.405065,0,7,7,24,1,0_dist_green/trial25.png,,,1,0,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.69652,space,0.466435,0,8,8,25,1,3_dist_green/trial1.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.45205,space,0.38346,0,9,9,155,1,0_targ_10_dist_green/trial6.png,,,0,10,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,0.65276,space,1.136515,0,10,10,75,1,15_dist_green/trial1.png,,,1,15,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.493255,space,0.91876,0,11,11,130,1,0_targ_4_dist_green/trial6.png,,,0,4,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.067525,space,0.551325,0,12,12,150,1,0_targ_10_dist_green/trial1.png,,,0,10,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.965635,space,0.702205,0,13,13,197,1,0_targ_16_dist_green/trial23.png,,,0,16,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.82453,space,0.41979,0,14,14,163,1,0_targ_10_dist_green/trial14.png,,,0,10,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.25059,space,0.44799,0,15,15,99,1,15_dist_green/trial25.png,,,1,15,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.81048,space,0.45899,0,16,16,42,1,3_dist_green/trial18.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.75099,space,0.499265,0,17,17,137,1,0_targ_4_dist_green/trial13.png,,,0,4,greenverival,a,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.70596,space,0.419625,0,18,18,36,1,3_dist_green/trial12.png,,,1,3,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,1.454765,space,8.61366,0,19,19,97,1,15_dist_green/trial23.png,,,1,15,greenverival,p,57,23,female,2021-02-23_21h17.45.296,exp11,2020.2.6,Win32,60,IwAR0fbhFbPWBJD8W8ulUltABWI7h-g-1gO5RlYgTQYTV_u_GWhCop-A_RuAE,,,,,,,,,,,
