key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,fbclid,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,3.173,space,0.334,space,0.676,space,0.985,space,0.633,space,16.222,space,2.635,p,1,1.818,space,4.865,0,0,0,85,1,15_dist_red/trial11.png,,,1,15,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.459,space,0.492,0,1,1,59,1,9_dist_red/trial10.png,,,1,9,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.828,space,0.917,0,2,2,198,1,0_targ_16_dist_red/trial24.png,,,0,16,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.482,space,0.849,0,3,3,135,1,0_targ_4_dist_red/trial11.png,,,0,4,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.608,space,0.469,0,4,4,48,1,3_dist_red/trial24.png,,,1,3,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.267,space,0.706,0,5,5,153,1,0_targ_10_dist_red/trial4.png,,,0,10,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.05,space,0.586,0,6,6,169,1,0_targ_10_dist_red/trial20.png,,,0,10,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.766,space,0.689,0,7,7,162,1,0_targ_10_dist_red/trial13.png,,,0,10,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.361,space,0.891,0,8,8,87,1,15_dist_red/trial13.png,,,1,15,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.927,space,0.742,0,9,9,38,1,3_dist_red/trial14.png,,,1,3,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.395,space,0.667,0,10,10,126,1,0_targ_4_dist_red/trial2.png,,,0,4,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.729,space,0.501,0,11,11,23,1,0_dist_red/trial24.png,,,1,0,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.328,space,0.433,0,12,12,116,1,0_targ_1_dist_red/trial17.png,,,0,1,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.793,space,0.467,0,13,13,53,1,9_dist_red/trial4.png,,,1,9,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.667,space,0.437,0,14,14,65,1,9_dist_red/trial16.png,,,1,9,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.691,space,0.4,0,15,15,92,1,15_dist_red/trial18.png,,,1,15,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.611,space,0.439,0,16,16,82,1,15_dist_red/trial8.png,,,1,15,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.349,space,0.505,0,17,17,134,1,0_targ_4_dist_red/trial10.png,,,0,4,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.275,space,0.718,0,18,18,76,1,15_dist_red/trial2.png,,,1,15,redHorizontal,p,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.244,space,0.777,0,19,19,165,1,0_targ_10_dist_red/trial16.png,,,0,10,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.959,space,0.433,0,20,20,137,1,0_targ_4_dist_red/trial13.png,,,0,4,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.728,space,0.435,0,21,21,121,1,0_targ_1_dist_red/trial22.png,,,0,1,redHorizontal,a,50,65,male,2021-02-24_18h26.57.611,exp11,2020.2.6,Win32,60,IwAR0VKvOVLfO9x4NH2ByDS5JjHnaE1WnLh7ltAewcCBZxKhEo_J5XvgtxSNM,,,,,,,,,,,
