key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,7.797525,space,22.238485,space,10.93423,space,17.54323,space,9.89823,space,8.95176,space,4.265255,p,1,0.658505,space,4.384995,0,0,0,86,1,15_dist_green/trial12.png,,,1,15,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.868,space,2.3801,0,1,1,129,1,0_targ_4_dist_green/trial5.png,,,0,4,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.16685,space,2.86673,0,2,2,144,1,0_targ_4_dist_green/trial20.png,,,0,4,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.593995,space,2.486225,0,3,3,41,1,3_dist_green/trial17.png,,,1,3,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.71148,space,2.07742,0,4,4,127,1,0_targ_4_dist_green/trial3.png,,,0,4,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.03,space,2.31938,0,5,5,66,1,9_dist_green/trial17.png,,,1,9,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.75001,space,1.793425,0,6,6,97,1,15_dist_green/trial23.png,,,1,15,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.60238,space,0.81733,0,7,7,105,1,0_targ_1_dist_green/trial6.png,,,0,1,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.711675,space,0.417785,0,8,8,125,1,0_targ_4_dist_green/trial1.png,,,0,4,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.6083,space,0.368115,0,9,9,104,1,0_targ_1_dist_green/trial5.png,,,0,1,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.57794,space,0.353545,0,10,10,70,1,9_dist_green/trial21.png,,,1,9,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.14685,space,0.617705,0,11,11,193,1,0_targ_16_dist_green/trial19.png,,,0,16,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.150775,space,0.596505,0,12,12,171,1,0_targ_10_dist_green/trial22.png,,,0,10,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.785335,space,0.422665,0,13,13,48,1,3_dist_green/trial24.png,,,1,3,greenverival,p,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.73844,space,0.37497,0,14,14,174,1,0_targ_10_dist_green/trial25.png,,,0,10,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.31708,space,0.55497,0,15,15,178,1,0_targ_16_dist_green/trial4.png,,,0,16,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.79175,space,0.372115,0,16,16,146,1,0_targ_4_dist_green/trial22.png,,,0,4,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.819905,space,0.401675,0,17,17,117,1,0_targ_1_dist_green/trial18.png,,,0,1,greenverival,a,21,20,Male,2021-02-18_19h17.07.925,exp11,2020.2.6,Win32,60,,,,,,,,,,,
