key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,3.65,space,14.347,space,7.011,space,14.105,space,2.564,space,10.685,space,8.208,a,1,1.898,space,3.169,0,0,0,122,1,0_targ_1_dist_green/trial23.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.567,space,1.027,0,1,1,88,1,15_dist_green/trial14.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,0.654,space,1.585,0,2,2,103,1,0_targ_1_dist_green/trial4.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.077,space,1.701,0,3,3,114,1,0_targ_1_dist_green/trial15.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,1.409,space,2,0,4,4,185,1,0_targ_16_dist_green/trial11.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.366,space,0.775,0,5,5,61,1,9_dist_green/trial12.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.808,space,1.07,0,6,6,182,1,0_targ_16_dist_green/trial8.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.126,space,0.868,0,7,7,140,1,0_targ_4_dist_green/trial6.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.95,space,2.016,0,8,8,20,1,0_dist_green/trial21.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.403,space,1.85,0,9,9,95,1,15_dist_green/trial21.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.829,space,0.757,0,10,10,46,1,3_dist_green/trial22.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.874,space,0.624,0,11,11,71,1,9_dist_green/trial22.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.679,space,0.604,0,12,12,44,1,3_dist_green/trial20.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.17,space,0.868,0,13,13,167,1,0_targ_10_dist_green/trial18.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.814,space,1.128,0,14,14,0,1,0_dist_green/trial1.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.071,space,1.452,0,15,15,118,1,0_targ_1_dist_green/trial19.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.988,space,0.792,0,16,16,130,1,0_targ_4_dist_green/trial6.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.694,space,1.734,0,17,17,86,1,15_dist_green/trial12.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.354,space,1.279,0,18,18,188,1,0_targ_16_dist_green/trial14.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.03,space,0.926,0,19,19,109,1,0_targ_1_dist_green/trial10.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.809,space,1.619,0,20,20,43,1,3_dist_green/trial19.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.072,space,0.756,0,21,21,195,1,0_targ_16_dist_green/trial21.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.954,space,2.492,0,22,22,10,1,0_dist_green/trial11.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.286,space,1.287,0,23,23,144,1,0_targ_4_dist_green/trial20.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.758,space,1.391,0,24,24,52,1,9_dist_green/trial3.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.048,space,0.755,0,25,25,199,1,0_targ_16_dist_green/trial25.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.463,space,0.754,0,26,26,49,1,3_dist_green/trial25.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.169,space,0.7,0,27,27,193,1,0_targ_16_dist_green/trial19.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.713,space,0.771,0,28,28,78,1,15_dist_green/trial4.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.891,space,0.756,0,29,29,101,1,0_targ_1_dist_green/trial2.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,0,0.954,space,0.662,0,30,30,150,1,0_targ_10_dist_green/trial1.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.951,space,1.758,0,31,31,104,1,0_targ_1_dist_green/trial5.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.789,space,1.037,0,32,32,62,1,9_dist_green/trial13.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.103,space,0.748,0,33,33,26,1,3_dist_green/trial2.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.888,space,0.656,0,34,34,121,1,0_targ_1_dist_green/trial22.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.371,space,1.408,0,35,35,51,1,9_dist_green/trial2.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.709,space,1.071,0,36,36,56,1,9_dist_green/trial7.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.967,space,0.915,0,37,37,94,1,15_dist_green/trial20.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.59,space,0.641,0,38,38,39,1,3_dist_green/trial15.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.656,space,0.582,0,39,39,27,1,3_dist_green/trial3.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.614,space,0.623,0,40,40,24,1,0_dist_green/trial25.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.149,space,0.731,0,41,41,177,1,0_targ_16_dist_green/trial3.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.872,space,0.605,0,42,42,153,1,0_targ_10_dist_green/trial4.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.737,space,0.586,0,43,43,128,1,0_targ_4_dist_green/trial4.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.13,space,0.713,0,44,44,116,1,0_targ_1_dist_green/trial17.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.892,space,0.658,0,45,45,111,1,0_targ_1_dist_green/trial12.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.854,space,0.812,0,46,46,76,1,15_dist_green/trial2.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.05,space,0.546,0,47,47,120,1,0_targ_1_dist_green/trial21.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.817,space,0.659,0,48,48,11,1,0_dist_green/trial12.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.133,space,1.202,0,49,49,110,1,0_targ_1_dist_green/trial11.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.811,space,1.493,0,50,50,87,1,15_dist_green/trial13.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.206,space,0.852,0,51,51,91,1,15_dist_green/trial17.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.911,space,0.735,0,52,52,36,1,3_dist_green/trial12.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.232,space,0.624,0,53,53,186,1,0_targ_16_dist_green/trial12.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.715,space,0.626,0,54,54,14,1,0_dist_green/trial15.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.847,space,0.7,0,55,55,100,1,0_targ_1_dist_green/trial1.png,,,0,1,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.151,space,0.526,0,56,56,159,1,0_targ_10_dist_green/trial10.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.927,space,0.846,0,57,57,54,1,9_dist_green/trial5.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.091,space,0.682,0,58,58,170,1,0_targ_10_dist_green/trial21.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.089,space,0.846,0,59,59,90,1,15_dist_green/trial16.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,2.566,space,0.675,0,60,60,98,1,15_dist_green/trial24.png,,,1,15,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.115,space,0.739,0,61,61,179,1,0_targ_16_dist_green/trial5.png,,,0,16,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.656,space,0.626,0,62,62,59,1,9_dist_green/trial10.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.031,space,0.438,0,63,63,174,1,0_targ_10_dist_green/trial25.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.859,space,0.36,0,64,64,129,1,0_targ_4_dist_green/trial5.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.639,space,0.83,0,65,65,9,1,0_dist_green/trial10.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.952,space,0.363,0,66,66,8,1,0_dist_green/trial9.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.117,space,0.341,0,67,67,31,1,3_dist_green/trial7.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.009,space,0.282,0,68,68,63,1,9_dist_green/trial14.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.289,space,0.492,0,69,69,161,1,0_targ_10_dist_green/trial12.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,1.051,space,0.398,0,70,70,65,1,9_dist_green/trial16.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.835,space,0.372,0,71,71,142,1,0_targ_4_dist_green/trial18.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.69,space,0.593,0,72,72,3,1,0_dist_green/trial4.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.081,space,0.364,0,73,73,125,1,0_targ_4_dist_green/trial1.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.872,space,1.732,0,74,74,73,1,9_dist_green/trial24.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.876,space,0.36,0,75,75,127,1,0_targ_4_dist_green/trial3.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.596,space,0.379,0,76,76,138,1,0_targ_4_dist_green/trial14.png,,,0,4,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.696,space,0.435,0,77,77,163,1,0_targ_10_dist_green/trial14.png,,,0,10,greenverival,a,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.539,space,0.661,0,78,78,23,1,0_dist_green/trial24.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.918,space,0.363,0,79,79,7,1,0_dist_green/trial8.png,,,1,0,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.833,space,0.377,0,80,80,66,1,9_dist_green/trial17.png,,,1,9,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,0.616,space,0.342,0,81,81,40,1,3_dist_green/trial16.png,,,1,3,greenverival,p,41,58,M,2021-03-02_08h15.18.580,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
