key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_9.keys,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ImageFile,tarPos,tarSize,targPres,numDist,targetName,correctAns,participant,age,sex,date,expName,psychopyVersion,OS,frameRate,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,condsFile,targName,instructionText,colTarget,sizeTarg,posit
space,1.283,space,0.37,space,0.773,space,0.339,space,0.338,space,0.422,space,17.283,a,1,7.174,space,4.77,0,0,0,118,1,0_targ_1_dist_red/trial19.png,,,0,1,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,2.407,space,0.504,0,1,1,173,1,0_targ_10_dist_red/trial24.png,,,0,10,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.859,space,0.156,0,2,2,175,1,0_targ_16_dist_red/trial1.png,,,0,16,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,0.666,space,0.083,0,3,3,101,1,0_targ_1_dist_red/trial2.png,,,0,1,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,0.655,space,3.989,0,4,4,70,1,9_dist_red/trial21.png,,,1,9,redHorizontal,p,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,2.535,space,3.229,0,5,5,58,1,9_dist_red/trial9.png,,,1,9,redHorizontal,p,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,p,1,10.765,space,2.099,0,6,6,81,1,15_dist_red/trial7.png,,,1,15,redHorizontal,p,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,3.377,space,0.153,0,7,7,145,1,0_targ_4_dist_red/trial21.png,,,0,4,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,0,1.381,space,4.158,0,8,8,89,1,15_dist_red/trial15.png,,,1,15,redHorizontal,p,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
,,,,,,,,,,,,,,a,1,1.909,space,0.294,0,9,9,133,1,0_targ_4_dist_red/trial9.png,,,0,4,redHorizontal,a,64,24,M,2021-02-20_12h19.23.511,exp11,2020.2.6,MacIntel,60,,,,,,,,,,,
